paga1,paga2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_paga1,X_paga2,velocity_paga1,velocity_paga2
42396.029532602966,52542.15719054399,-2.262621,0.64150256,3.4524193,1.8239529,-0.33224812,1.9880242,-6.362297,0.10802705,1.3541946,2.0895138,0.6512175,-0.36664137,-1.5841964,2.260544,-2.087322,-2.6914983,-2.5256724,-0.75586635,-1.125358,-1.3166633,-0.90123636,0.97917646,0.55633616,-0.11686406,-0.5452923,-0.39144164,-0.35112932,-0.35088786,-0.25626084,-0.021800818,42396.029532602966,52542.15719054399,268.2343648131574,-10.718869727240703
-7556.295998064117,53787.96713577045,5.539166,-5.498859,-1.4283491,3.4456434,-2.2271116,1.6789294,0.50969994,0.3385266,-1.8692684,-1.5877433,1.3504158,-1.9717308,-0.48452306,1.1484038,-1.904784,-0.3184621,-2.041126,1.7198218,0.27337044,1.2575178,0.5424785,-0.50250614,1.097208,-0.59748,-1.5360012,0.9223762,1.3464357,0.65466964,1.3455621,0.814706,-7556.295998064117,53787.96713577045,-622.7987843641714,-621.9894887820396
44621.09309469365,54978.48224640912,0.22661006,3.9326942,-3.5142062,4.7724843,-0.87023824,1.0067782,0.736851,1.4283223,-0.63513255,-1.0134417,1.2246885,-0.7963798,1.8306696,-1.0968561,-2.318578,-1.6249005,0.5858648,0.21459045,2.0404582,-0.20970163,-0.84691083,-0.9994508,0.49984187,-0.29984537,0.93263835,-0.21678597,0.1475977,-0.30448067,0.6351103,0.25353846,44621.09309469365,54978.48224640912,304.5251760637094,-22.434991239343717
47480.035477966136,52779.164525765584,-3.2469652,3.4737782,-1.0776026,3.5637622,-2.2747838,0.10874922,1.8724413,3.2092671,1.3753722,-0.37634978,1.3532369,-0.09647455,0.90289515,0.9447816,-1.8988965,-0.69569063,2.7916794,-1.4676298,1.3547585,-0.10775744,-0.9754495,-0.46458927,0.19891265,0.7273378,-0.1528866,-0.38438493,-0.16083334,-0.28161335,-1.7364547,-0.010513212,47480.035477966136,52779.164525765584,308.88501054803385,37.486803218017286
516.607884093086,67077.79970191445,-2.187127,-3.8475726,-3.3779824,-0.33816263,2.2217526,-0.81121325,2.127609,0.21449332,-1.9388669,-0.9048116,-0.70251393,1.7989882,0.40537307,-1.950205,-0.33164543,-0.16335456,0.03550861,-0.8248864,1.6090868,-1.7651395,-1.0338147,-0.7103794,-0.24060328,-0.11827086,-1.4348851,0.36923927,-0.49889868,-0.4937643,-0.62241364,0.049615245,516.607884093086,67077.79970191445,-503.4058615350899,-27.061277516543953
-22453.943729179296,40992.298876704124,11.485057,-5.978031,-2.653441,2.7164185,-1.9075716,0.5358504,0.958968,-1.3997395,1.8507229,-4.0180435,0.65239537,-1.7322855,0.092632785,-1.5745548,0.3624321,-0.9014959,0.9334467,1.5276201,-1.6780986,4.123077,0.49369234,-3.605869,-0.72006136,-0.931798,0.7265583,-0.26103908,2.2001936,0.13197435,0.24218912,-1.5094216,-22453.943729179296,40992.298876704124,-193.06957438296922,-267.62548497953304
-3348.7463788096666,64374.09880382768,-2.0003908,-3.886072,-0.63224125,-1.6316833,-0.50086206,-1.964225,1.6082817,-2.371375,-2.6895409,0.6648944,-0.87714344,0.7188927,1.4910557,-0.4537953,-2.401606,-0.73048884,-1.3955847,1.050283,1.063329,1.053143,0.084897675,-1.8246455,0.13361114,0.27905455,-0.025391366,0.47956315,-0.77476645,-0.518987,0.37048814,-0.97460866,-3348.7463788096666,64374.09880382768,-280.84756982969947,-154.68616269128663
30725.49553701937,30452.655250422773,-0.9551671,0.99520963,-6.5544906,-2.7840834,-1.2194158,-0.8671278,-0.19892754,0.02808347,0.031226162,-0.3307445,1.2792736,-0.12441618,-0.63710564,0.4014017,0.14606978,-0.9482289,-1.7318088,-0.18607016,0.33117014,0.41457927,0.43296447,-0.18503842,0.07110031,0.8961334,0.12481691,0.9215659,0.6950829,0.5246024,0.384304,0.3013525,30725.49553701937,30452.655250422773,-575.2632197025481,230.05869178903845
5955.523278588505,57711.62253679818,-5.470911,-3.7163355,-1.424452,1.3660392,2.4706407,-1.5662239,4.3971353,-1.4356084,1.6117545,-0.07584787,-2.6211154,0.75603193,-0.733925,-1.126979,1.1447307,1.2234032,-1.6375906,-0.2888262,-0.11625062,-0.942343,-0.58306885,-0.7088773,1.0608464,-0.9044375,0.004735367,-0.4256634,-0.040684827,0.34105918,-0.8912122,1.0922868,5955.523278588505,57711.62253679818,-45.767898032257655,-36.87471921824873
47630.102820263564,53977.64200640706,1.9198611,4.382829,-1.9151251,5.767246,-2.5048702,1.2306479,-0.63999546,3.2584853,-1.5459847,-2.5609338,-1.583679,2.0505672,1.0210874,-3.1373239,1.104287,-0.75199467,1.5580953,0.75863487,0.33683267,0.4893331,-1.095183,-0.07717142,0.25375822,-0.18546502,-1.432042,0.32893437,0.18499719,1.4942058,-0.80486166,0.9141302,47630.102820263564,53977.64200640706,245.8346032714096,-149.60092319975533
