,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.66779536,-1.178149700164795,False,,,,,,,,,,,,,,,,0.1102634072303772
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.79186016,0.1979873776435852,True,0.0603416811181847,0.20790633569563113,0.23094193045286124,10.758013916160849,1.7080028918385506,0.06729475408792496,0.053091056644916534,0.1896339250022307,0.0,0.0,0.40864049417381526,0.21345920809476857,0.17109216181240205,1.0058184710203928,3.2525625590124143,0.20354348421096802
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,1.1023413,-0.601503849029541,False,,,,,,,,,,,,,,,,-0.5822789669036865
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.43594992,-0.4429926872253418,False,,,,,,,,,,,,,,,,0.1152336597442627
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.4656106,-0.8606499433517456,False,,,,,,,,,,,,,,,,-0.8452833890914917
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,9.322934,-4.49631929397583,False,,,,,,,,,,,,,,,,-2.7202723026275635
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.5100173,-0.6547063589096069,False,,,,,,,,,,,,,,,,-0.23733794689178467
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.0389863,-0.6942209005355835,False,,,,,,,,,,,,,,,,-0.46113693714141846
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.004815644,-4.726305961608887,False,,,,,,,,,,,,,,,,0.03837990760803223
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.829715,-4.5351176261901855,False,,,,,,,,,,,,,,,,-4.35872220993042
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.10471973,-2.520855188369751,False,,,,,,,,,,,,,,,,-0.071358323097229
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.13954507,0.333607017993927,True,2.109028764334404,3.620745476435383,0.4754834190456799,9.327523949719836,0.07107879873365164,0.1558409333229065,1.0359606742858887,0.4148835583797362,0.0,0.0,0.4778445019016567,0.41233968641257984,2.432721624086643,0.32168875223966703,1.748535433620412,0.6214637458324432
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.84225,-0.803841233253479,False,,,,,,,,,,,,,,,,-0.6986969709396362
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,50.078835,-1.0749831199645996,False,,,,,,,,,,,,,,,,-1.0743017196655273
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.26789978,-0.4121708869934082,False,,,,,,,,,,,,,,,,0.031168818473815918
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.46091557,-0.4805138111114502,False,,,,,,,,,,,,,,,,-0.21434879302978516
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.07991638,-1.4054889678955078,False,,,,,,,,,,,,,,,,-0.09499931335449219
