wilcoxon,t-test,t-test_overestim_var
Ccl5,Ccl5,Ccl5
Ccr2,Ccr2,Ccr2
Gzmb,Gzmb,Gzmb
H2-Q7,Cxcr6,H2-Q7
H2-D1,H2-Q7,Cxcr6
Ly6c2,H2-D1,H2-D1
Id2,Id2,Ly6c2
Cxcr6,Wdr95,Id2
Cd8b1,Ly6c2,Hcst
Hcst,Itgax,Cd8b1
Epsti1,Hcst,Epsti1
H2-K1,Ccr5,H2-K1
Nkg7,Cd8b1,Wdr95
Laptm5,Ccl4,Ctla2a
Thy1,Arl4c,Thy1
Selplg,Epsti1,Ccr5
Rap1b,Thy1,Itgax
Klrd1,Prf1,Klrd1
Ctla2a,Klrd1,Nkg7
Ahnak,H2-K1,Laptm5
Btg1,Fasl,Arl4c
Hopx,Klrg1,Selplg
Emp3,Laptm5,Ccl4
Ccl4,Ctla2a,Btg1
Arl4c,Rap1b,Ahnak
Ctsd,Nkg7,Rap1b
Ptpn18,Selplg,Prf1
Ccr5,Ahnak,Hopx
Lsp1,Dusp5,Dusp5
Zyx,Btg1,Zyx
Sp100,Zyx,Emp3
Tpt1,Hopx,S100a10
S100a10,Anxa1,Tpt1
Npc2,Emp3,Fasl
Cyba,Glrx,Ifngr1
Ifngr1,Cx3cr1,Ptpn18
Ms4a4b,Ifngr1,Ctsd
Itgax,Tpt1,Klrg1
Cd2,AA467197,Lsp1
Dusp5,Ptpn18,Sp100
Wdr95,Sema4a,Ms4a4b
Itm2b,Ctsd,Cyba
Fxyd5,Sytl2,Glrx
Btg2,Il18rap,Btg2
Prf1,S100a10,Npc2
Ier2,Lsp1,B2m
Ppp1r12a,Sp100,Anxa1
B2m,Cyba,Cd2
Cd47,Btg2,Itm2b
Macroh2a1,Npc2,Il18rap
Gabarapl2,Ms4a4b,Ier2
Myl6,Ier2,Fxyd5
Zfp36l2,Cd2,Sema4a
Gramd3,Itm2b,Ppp1r12a
Klf13,Fxyd5,Cd47
Fau,Ppp1r12a,Klf13
Rac2,Klf13,Cx3cr1
Il18rap,Slco3a1,Fau
Apbb1ip,B2m,Myl6
Cd53,Macroh2a1,AA467197
Ptprc,Gzmk,Macroh2a1
Dock2,Gabarapl2,Zfp36l2
H3f3b,Cd47,Slco3a1
Atp5h,Itga1,Gramd3
Il18r1,Zfp36l2,Sytl2
Stk17b,Gzma,Gabarapl2
Krtcap2,Gramd3,Gzmk
Klf2,Fau,Rac2
Jak1,Myl6,Ptprc
Srsf5,Klf3,Klf2
Fasl,Zeb2,Il18r1
H2-Q6,Runx1,Tmsb4x
Diaph1,Lfng,H3f3b
Itgal,Rac2,Klf3
Glrx,Ptprc,Cd53
Ankrd44,Klf2,Dock2
Cd52,Il18r1,Apbb1ip
Ankrd11,Apbb1ip,Atp5h
S1pr4,H3f3b,Lfng
Gmfg,Cd53,Cd52
Tmsb4x,Armc7,Stk17b
Lat,Dock5,Itga1
Ccdc88c,Slc20a1,Gzma
Junb,Ccdc88c,Jak1
Klrg1,Dock2,H2-Q6
Gimap6,S1pr4,S1pr4
Ms4a6b,H2-Q6,Ccdc88c
Klf6,Atp5h,Zeb2
Lck,Jak1,Runx1
Slco3a1,Diaph1,Diaph1
Samhd1,Stk17b,Txk
Sema4a,Tm6sf1,Slc20a1
Gzmk,Txk,Krtcap2
Srgn,Tmsb4x,Rora
Ddx5,Rora,Ankrd44
Rora,Krtcap2,Junb
Dennd4a,Tecpr1,Tm6sf1
Rabac1,Cd52,Armc7
Ubb,Ankrd44,Itgal
S100a4,Pik3r1,Klrk1
Txk,Peak1,Tecpr1
Anxa1,Rabac1,Dock5
Klrc1,Itgal,Srsf5
Cd48,Ncald,Rabac1
Gimap7,Grap2,Dennd4a
S100a13,Srsf5,Ms4a6b
Rnf138,Rara,Pik3r1
Bcl11b,Junb,Klf6
Stk24,Klrk1,Klrc1
Klrk1,Klrc1,Peak1
Anxa6,Rbms1,Samhd1
Cd3d,Adgre5,Grap2
Rbms1,Klf6,Ubb
Itgb2,Dennd4a,Rbms1
Rhoa,Fcgrt,Adgre5
Pnrc1,Ifitm10,Gmfg
Rsrp1,H2-Q10,Gimap6
Arl6ip5,Samhd1,Ncald
Klf3,Gna15,Srgn
Itga4,Txnip,Txnip
Mbd2,Ms4a6b,Ddx5
Lfng,Gmfg,Ankrd11
Tspo,Ankrd11,Rnf138
Ier5,Rnf138,Gna15
Sh3bgrl3,Stk24,Stk24
Cd37,Gimap6,Lat
Pim1,Arhgef18,H2-Q10
Adgre5,Ubb,Rara
Sub1,Ddx5,Cd3d
Spn,Lamb3,Bcl11b
Pik3r1,Lat,Gimap7
Ugcg,Ppp3ca,Arhgef18
Tecpr1,Srgn,Hsd11b1
Vps37b,Hsd11b1,Ppp3ca
Tm6sf1,Bcl11b,Fcgrt
Grap2,Lilr4b,Cd37
Cx3cr1,Lcn4,Vps37b
Ctsw,Itgam,S100a13
Tbc1d10c,Vps37b,Malt1
Iqgap1,Gimap7,Ifitm10
Elf1,Ptpn4,Sh3bgrl3
Arhgap45,Cd37,Ier5
Malt1,Phf21a,Pim1
Peak1,Malt1,S100a4
Hsd11b1,Chil5,Lamb3
Pycard,Ier5,Ugcg
Dusp2,Ugcg,Sub1
Atp2b1,Fam160a2,Lck
Txnip,S100a13,Rsrp1
AA467197,Cd3d,Anxa6
Cd28,Atp2b4,Phf21a
Rps27,Lck,Lilr4b
Arpc2,Ifit1bl1,Pnrc1
Ypel3,Zfp652,Ptpn4
Leprotl1,Sh3bgrl3,Lcn4
Cd3g,Chd7,Chd7
Macf1,Lamc1,Cd48
Dnajc15,Pik3r5,Atp2b1
4930523C07Rik,Atp2b1,Dusp2
Sytl2,Cd48,Atp2b4
Ppp1r18,Prdm1,Itgb2
Znrf2,Itgb2,Arl6ip5
Chd7,Sub1,Spn
Slc20a1,Gab3,Ypel3
Tagln2,Rsrp1,Usp48
Ostf1,Rbm47,Rps27
Dock10,Lrrk1,Ifit1bl1
Slfn2,Spn,Rgs1
Gna15,Pim1,Cd96
Fyb,Dusp2,Pik3r5
Ncor1,Anxa6,St3gal6
Glipr2,Cd96,Crot
Ppp3ca,Pnrc1,Ccnd2
Mbnl1,Acsbg1,Mbd2
Shisa5,Rgs1,Zfp652
Ube2d3,Usp48,S1pr1
H2-T23,S100a4,Itgam
Clk1,Crot,Lyst
Ifng,Arl6ip5,Pik3cd
Itga1,Actn2,Lrrk1
Gpsm3,St3gal6,Znrf2
Runx1,F2rl2,Tspo
Zeb2,Pacs1,Fam160a2
Zc3hav1,Ccnd2,Itga4
Usp48,S1pr1,Prdm1
Bhlhe40,Lyst,Chil5
Irf1,Ypel3,Irf1
Itk,Pik3cd,Rbm47
Gng2,Smpdl3b,Pacs1
Slc3a2,Fcho2,Lamc1
