wilcoxon,t-test,t-test_overestim_var
Cd226,Tox,Tox
Ifi27l2a,Cd226,Cd226
S100a4,Ifi27l2a,Ifi27l2a
Ctla4,Ctla4,Ctla4
S100a11,Ighm,Ighm
Tox,Pglyrp1,Pglyrp1
Pglyrp1,S100a4,S100a4
Ighm,S100a11,S100a11
Srgn,Junb,Junb
Cd3g,Srgn,Srgn
Trbc2,Trbc2,Trbc2
Arpc3,Cd52,Cd52
Cd3e,Serf2,Serf2
Junb,Arpc3,Arpc3
Cd52,Cd3e,Cd3e
Serf2,Cd3g,Cd3g
Cd3d,Nfkbiz,Nfkbiz
Nfkbia,Gm8369,Gm8369
Gm8369,Cd3d,Cd3d
Nfkbiz,Nfkbia,Nfkbia
Tpt1,Itgb1,Itgb1
Shisa5,Pnrc1,Pnrc1
Pnrc1,Shisa5,Shisa5
Fyn,Tpt1,Tpt1
Slfn2,Gpr183,Gpr183
Gimap3,Cd9,Cd9
Itgb1,Slfn2,Slfn2
Akap13,Fyn,Fyn
Gpr183,Lag3,Lag3
Limd2,Nrp1,Nrp1
Ms4a4b,Gimap3,Gimap3
Tnfaip3,Limd2,Limd2
Cd9,Tnfaip3,Tnfaip3
Ptpn6,Ptpn6,Ptpn6
Gimap5,Gimap5,Gimap5
Ets1,Akap13,Akap13
Uhrf2,Bcl2a1b,Bcl2a1b
Lag3,Uhrf2,Uhrf2
Fxyd5,Ets1,Ets1
Bcl2a1b,Orai1,Orai1
Rac2,Pdcd1,Pdcd1
Btg1,Btg1,Btg1
Nrp1,Icos,Icos
Emb,Emb,Emb
Sept1,Slamf6,Slamf6
Tmsb4x,Fxyd5,Fxyd5
mt-Atp6,Ifi203,Ifi203
Sh2d2a,Ms4a4b,Ms4a4b
Ifi203,Tmsb4x,Tmsb4x
Icos,B2m,B2m
B2m,Rel,Rel
Bhlhe40,Rac2,Rac2
Ptprcap,Sh2d2a,Sh2d2a
Rel,Traf1,Traf1
B4galnt1,Tmsb10,Tmsb10
Tmsb10,mt-Atp6,mt-Atp6
Il2rg,Bhlhe40,Bhlhe40
Orai1,Pou2f2,Pou2f2
Traf1,Sept1,Sept1
Atxn1,Atxn1,Atxn1
Pdcd1,Ypel3,Ypel3
Cd27,Il2rg,Il2rg
mt-Cytb,B4galnt1,B4galnt1
Trac,Cd27,Cd27
Slamf6,Bcl2l11,Bcl2l11
Laptm5,Ikzf2,Ikzf2
Ptprc,Trac,Trac
Smap2,Laptm5,Laptm5
Dennd4a,mt-Cytb,mt-Cytb
Pou2f2,Dennd4a,Dennd4a
Gimap4,Ptprc,Ptprc
Sh3bgrl3,Asap1,Asap1
Rilpl2,Rtp4,Rtp4
Mndal,Sh3bgrl3,Sh3bgrl3
Batf,Bcl2,Bcl2
H2-K1,Xaf1,Xaf1
Jund,Gldc,Gldc
Atp5e,Ptprcap,Ptprcap
Myl6,Smap2,Smap2
