wilcoxon,t-test,t-test_overestim_var
Rps2,Pclaf,Pclaf
Ran,Rps2,Rps2
Gapdh,Dut,Dut
Dut,Ran,Ran
Ptma,Ptma,Ptma
Pclaf,Stmn1,Stmn1
Ybx1,Cks1b,Cks1b
Stmn1,Birc5,Birc5
Rps27l,Gapdh,Gapdh
Anp32b,Hmgn2,Hmgn2
Dbi,Rps27l,Rps27l
Hsp90aa1,Dbi,Dbi
Nme1,Rexo2,Rexo2
Cks1b,Nme1,Nme1
Trav14-1,Anp32b,Anp32b
Ppia,Anxa2,Anxa2
Rpsa,Hsp90aa1,Hsp90aa1
Birc5,Hmgb2,Hmgb2
Hsp90b1,Trav14-1,Trav14-1
Rpl41,Snrpd1,Snrpd1
Hmgn2,Ccnb2,Ccnb2
Anxa2,Hsp90b1,Hsp90b1
Snrpd1,Rpsa,Rpsa
Selenoh,Ybx1,Ybx1
Hsp90ab1,Ppia,Ppia
Nap1l1,Selenoh,Selenoh
Prdx1,Mki67,Mki67
Rexo2,Nap1l1,Nap1l1
Hmgb2,Tuba1b,Tuba1b
Atp5j,Lig1,Lig1
Hmgb1,Lmnb1,Lmnb1
Mif,Atpif1,Atpif1
Ccnb2,Mif,Mif
Trdc,Rpl41,Rpl41
Rpl28,Cdca3,Cdca3
Actg1,Trdc,Trdc
Rps17,Ube2s,Ube2s
Mki67,Cdca8,Cdca8
Lmnb1,Mcm5,Mcm5
Ube2s,Cenpa,Cenpa
Cenpa,Spc24,Spc24
Tuba1b,Nrgn,Nrgn
Ube2c,Hsp90ab1,Hsp90ab1
Lig1,Fkbp2,Fkbp2
Atpif1,Actg1,Actg1
Txn1,Hmgb1,Hmgb1
Calr,1500009L16Rik,1500009L16Rik
Cdca3,Serpinb6b,Serpinb6b
Mcm5,Prdx1,Prdx1
H2az1,Hpf1,Hpf1
Snrpe,Gmnn,Gmnn
Spc24,Rpl28,Rpl28
Ppa1,Tpi1,Tpi1
Nucks1,Ppa1,Ppa1
Cdca8,Nucks1,Nucks1
Calm3,Atp5j,Atp5j
Serpinb6b,Lsm2,Lsm2
Ywhae,Sdf2l1,Sdf2l1
Fkbp2,Batf,Batf
