wilcoxon,t-test,t-test_overestim_var
Nfkbia,Nfkbia,Nfkbia
mt-Cytb,Gadd45b,Hsp90aa1
Hsp90aa1,Hsp90aa1,mt-Cytb
mt-Nd2,mt-Cytb,Gadd45b
Gadd45b,Anp32a,Anp32a
Anp32a,mt-Nd2,mt-Nd2
Ndufa4,Ppp1r15a,Hnrnpc
Hspa5,Mid1,Hspa5
Hnrnpc,Hnrnpc,Ppp1r15a
Ybx1,Hspa5,Ybx1
Prdx1,Ybx1,Ndufa4
Ppp1r15a,Ube2s,Ube2s
Tma7,Dennd4a,Dennd4a
Sec61b,Hsp90b1,Rps2
Hsp90b1,Ndufa4,Hsp90b1
Hsp90ab1,Traf1,Hsp90ab1
Rps2,Rps2,Prdx1
Ube2s,Gpr183,Tma7
Dennd4a,Hsp90ab1,Sec61b
Tmsb10,Prdx1,Traf1
Ran,Tma7,Actg1
Actg1,Sec61b,Tmsb10
Dbi,Tmsb10,Gpr183
Rps27l,Actg1,Dbi
Gpr183,Fosb,Mid1
Traf1,Dbi,Rps27l
Lcp1,Rps27l,Ran
Chchd2,Ran,Pdia3
Pdia3,Ggt1,Lcp1
Calr,Pdia3,Fosb
Fosb,Pdia6,Calr
Cox6a1,Rel,Chchd2
Park7,Calr,Ctla4
Rel,Sdf2l1,Hspe1
Hspe1,Ctla4,Rel
Cdc42,Hspe1,Cox6a1
Tpm3,Chchd2,Park7
Ctla4,Lcp1,Pdia6
Hspd1,Tuba1a,Sdf2l1
Ywhae,Hspd1,Hspd1
Eif5a,Pclaf,Pclaf
Pdia6,Cox6a1,Ggt1
Tagln2,Park7,Tuba1a
Junb,Junb,Junb
Nme1,Cdc42,Cdc42
Tuba1a,Top1,Top1
Sdf2l1,Pgam1,Nme1
Top1,Nme1,Pim1
mt-Nd1,Cd69,Ywhae
Mid1,Tagln2,Pgam1
Pgam1,Pmm1,mt-Nd1
Pclaf,Tagap,Cd69
Cd69,Eif2s1,Tagln2
Selenoh,Ywhae,Snrpd1
Fth1,Snrpd1,Eif2s1
Snrpd1,Ppid,Selenoh
Atp5j2,Uchl3,Hmgb2
Tagap,Hmgb2,Tpm3
Hmgb2,Pim1,Eif5a
Atp5b,Selenoh,mt-Nd3
Banf1,Tpm3,Uchl3
Rpsa,Eif5a,Banf1
Eif2s1,mt-Nd1,Ubald2
Pim1,Canx,Canx
Atp5j,Ubald2,Fth1
Canx,Birc5,Tagap
Ggt1,Banf1,Pmm1
Ubald2,Tnfaip3,Ppid
Tnfaip3,Lmnb1,Birc5
Manf,Cks1b,Aldoa
Cox7a2,mt-Nd3,Tnfaip3
Aldoa,Fth1,D8Ertd738e
Serf2,Manf,Cks1b
Fos,Aldoa,Lmnb1
Dnajc15,Dctpp1,Serf2
Uchl3,Mien1,Manf
Lmnb1,D8Ertd738e,Atp5b
D8Ertd738e,Serf2,Mien1
Pmm1,Atp5b,Atp5j
Ppid,Lsm2,Rpsa
Cotl1,Cotl1,Dctpp1
mt-Nd3,1500009L16Rik,Cotl1
Birc5,Fos,mt-Nd4
Rpl22l1,Hpf1,Aurkaip1
