gene_names,C5P,C8P,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.7068589925765991,0.5624982118606567,0.444649338722229,3.846408129212341e-09,6.232414245605469,0.444649338722229,4.133480439477849e-11,6.995682716369629,0.444649338722229,3.5239017399548606e-15,8.213286399841309
Lypla1,0.3751668334007263,0.36035171151161194,0.06946685165166855,0.062106712812101485,2.287637233734131,0.06946685165166855,0.5612448404584549,0.8121613264083862,0.06946685165166855,0.45504758676808443,0.958751380443573
Gm37988,0.0028187211137264967,0.0007248242036439478,1.9608471393585205,0.9974648687438644,0.22194261848926544,1.9608471393585205,0.16861879547618558,1.7582646608352661,1.9608471393585205,0.13367969594691667,1.8270057439804077
Tcea1,0.5136465430259705,0.45037025213241577,0.23896098136901855,0.01029637639534075,2.9603021144866943,0.23896098136901855,0.003779225795210742,3.286121368408203,0.23896098136901855,0.0004171642822578188,3.8617682456970215
Atp6v1h,0.38084274530410767,0.2831641137599945,0.5019087195396423,8.735808547346556e-11,6.824972629547119,0.5019087195396423,2.4064116580626473e-07,5.545096397399902,0.5019087195396423,8.878258340584839e-10,6.454544544219971
Rb1cc1,0.3515614867210388,0.3892613351345062,-0.1758318543434143,0.9983687057881444,0.005532757844775915,-0.1758318543434143,0.1281640312474615,-1.908034086227417,-0.1758318543434143,0.054940416816491346,-2.259805679321289
Pcmtd1,0.1591525375843048,0.2234431654214859,-0.5373511910438538,0.2691722867288171,-1.5717378854751587,-0.5373511910438538,0.00011726488670984957,-4.236679553985596,-0.5373511910438538,2.3314674695900784e-06,-5.050817012786865
Rrs1,0.251557856798172,0.2300979048013687,0.1447431743144989,0.001674257228220714,3.5225486755371094,0.1447431743144989,0.3092774802939071,1.3577396869659424,0.1447431743144989,0.20002638283109156,1.5931693315505981
Adhfe1,0.00017148056940641254,0.0015659742057323456,-3.191941976547241,0.9974648687438644,0.010749357752501965,-3.191941976547241,0.36727061505077596,-1.230968952178955,-3.191941976547241,0.2101452003638426,-1.5641812086105347
Mybl1,0.014090548269450665,0.029860610142350197,-1.0949333906173706,0.9974648687438644,-0.3811279833316803,-1.0949333906173706,0.013144934462845075,-2.870216131210327,-1.0949333906173706,0.0014276349294830625,-3.5253593921661377
Vcpip1,0.23068515956401825,0.243660107254982,-0.08867392688989639,0.24731049620899306,1.6202681064605713,-0.08867392688989639,0.5642179819601908,-0.8074458837509155,-0.08867392688989639,0.4578414002153182,-0.9537081718444824
Sgk3,0.038743164390325546,0.023373017087578773,0.7402422428131104,0.07708691592486874,2.1947264671325684,0.7402422428131104,0.027962380704947644,2.58949875831604,0.7402422428131104,0.008264151004113074,2.9783120155334473
Mcmdc2,0.001828882028348744,0.00020427574054338038,3.1635379791259766,0.9974648687438644,0.24122823774814606,3.1635379791259766,0.07258594468436136,2.1891777515411377,3.1635379791259766,0.05986923848795619,2.2222237586975098
Ppp1r42,0.0,0.0,0.0,0.9974648687438644,0.07959267497062683,0.0,1.0,0.0,0.0,1.0,0.0
