wilcoxon,t-test,t-test_overestim_var
Lgals1,S100a6,S100a6
S100a6,Lgals1,Lgals1
Actg1,S100a4,S100a4
Gapdh,Anxa2,Anxa2
S100a4,Serpinb6b,Serpinb6b
Anxa2,Lgals3,Lgals3
Serpinb6b,Bhlhe40,Bhlhe40
Sub1,Ifng,Hmgb2
S100a10,Hmgb2,Ifng
Hmgb2,Ctla4,Ctla4
Txn1,Plek,Actg1
Crip1,Stmn1,Plek
Bhlhe40,Actg1,Stmn1
Lgals3,S100a10,S100a10
Ifng,Tmsb4x,Gapdh
Ctla4,Pclaf,Txn1
Tmsb4x,Rilpl2,Crip1
Plek,Gapdh,Rilpl2
H2az1,Txn1,Tmsb4x
S100a11,Crip1,Sub1
Stmn1,Ybx3,H2az1
Rilpl2,Ahnak,Ahnak
Cox5b,H2az1,Ybx3
Ahnak,Dut,Dut
Dut,Sub1,Pclaf
Vim,Cks1b,S100a11
Pfn1,Bcl2a1b,Cks1b
Ybx3,Birc5,Pglyrp1
Prdx1,Pglyrp1,Bcl2a1b
Cdc42,Lmnb1,Vim
Cd48,Ptms,Lmnb1
Bcl2a1b,Serpinb9,Birc5
Abracl,Cks2,Serpinb9
Calm1,S100a11,Pim1
Pglyrp1,Casp3,Ptms
Cox5a,Mki67,Cks2
Actb,Zbtb32,Cd48
Ly6a,Itgb1,Ly6a
Cfl1,Vim,Casp3
Ptms,Sdf2l1,Itgb1
Arpc3,Pim1,Zbtb32
Pim1,Ccnb2,Sdf2l1
Pclaf,Icos,Mki67
Itgb1,Cd48,Itga4
Ran,Ly6a,Cox5b
Nkg7,Klrc1,Actb
Lsp1,Bcl2a1d,Icos
Clic1,Tyms,Prr13
Cks2,Batf,Batf
Ybx1,Actb,Cd28
Itga4,Gzmb,Prelid1
Serpinb9,Prr13,Prdx1
Cox8a,Itga4,Ccnb2
Dbi,Nr4a2,Dbi
Hsp90aa1,Dennd4a,Pfn1
Prelid1,Cd28,Calm3
Lmnb1,1500009L16Rik,Hmgn2
Dnajc15,Cox5b,Reep5
Rps27l,Hmgn2,Dennd4a
Casp3,Ptma,Klrc1
Cks1b,Cxcr3,Rps27l
Icos,Prelid1,Hif1a
Pycard,Prdx1,Ran
Atp5j,Cdca8,Hsp90b1
Nr4a2,Hif1a,Tyms
Hsp90b1,Spc24,Ptma
Calm3,Ube2s,Nr4a2
Zbtb32,Cenpa,Gzmb
Reep5,Calm3,Abracl
Birc5,Dbi,Ube2s
Klrc1,Ccdc50,Bcl2a1d
Gnai2,Reep5,Cxcr3
Prr13,Hsp90b1,Tnfaip3
Ptma,Tnfaip3,Nkg7
Cd28,Rps27l,Pycard
Batf,Ran,Lsp1
Ppp1ca,Pfn1,Cdc42
Sdf2l1,Mcm6,Atpif1
Bcl2a1d,Cdca3,Cox5a
Hint1,Pycard,Hsp90aa1
Anp32b,Cenpw,Cenpa
Mki67,Nkg7,Ccdc50
Oaz1,Abracl,Mcm6
Dennd4a,Atpif1,1500009L16Rik
Ube2s,Hsp90aa1,Ywhah
Cxcr3,Ube2c,Calm1
Arpc5,Rrm2,Cox17
Hmgn2,Top2a,Cfl1
Ywhah,Lsp1,Ybx1
Hif1a,Il2rb,Il2rb
Tnfaip3,Etfb,Etfb
Cox6b1,Ywhah,Clic1
Nap1l1,Alyref,Arpc3
Ndufa4,Rora,Alyref
Sec61b,Hopx,Spc24
Cox7c,Cox5a,Cdca8
Cenpa,Cox17,Hopx
Ccdc50,Cdc42,Atp5j
Atpif1,Pdcd1,Cenpw
Nfkbia,Lag3,Nap1l1
Ube2c,Ybx1,Dnajc15
Myl6,Ezh2,Cdca3
Ywhae,Calm1,S100a13
Il2rb,Mcm5,Anp32b
Hopx,Runx2,Cox8a
Hmgb1,Cfl1,Efhd2
Rora,Gmnn,Rora
Mcm6,Slamf7,Snrpd1
Tyms,Asf1b,Rrm2
Ccnb2,Clic1,Nfkbia
Alyref,Arpc3,Sept11
S100a13,Osbpl3,Arpc5
Hspa5,Mapre2,Ezh2
Snrpd1,Ccna2,1810037I17Rik
Cox17,Sept11,Fkbp1a
Snrpe,Nap1l1,Ube2c
1810037I17Rik,Kif15,Ywhae
1500009L16Rik,Tk1,Phf11b
Atp5pb,Efhd2,Gnai2
Sh3bgrl3,Phf11b,Top2a
Sec11c,Smc2,Eif4e2
Gzmb,Anp32b,Ppp1ca
Dynll1,Atp5j,Gmnn
Lcp1,S100a13,Mcm5
Ctsd,Snrpd1,Pkm
Etfb,Lig1,Selenoh
Dusp5,Dnajc15,Runx2
Selenoh,Dusp5,Sec11c
Slamf7,Rrm1,Ctsd
Smdt1,Nfkbia,Lag3
Fkbp1a,1810037I17Rik,Pdcd1
Pgk1,Pkm,Hint1
Cenpw,Eif4e2,Ap2s1
Phf11b,Selenoh,Slamf7
Sept11,Ywhae,Oaz1
Lag3,Cox8a,Mapre2
Efhd2,Fkbp1a,Asf1b
Runx2,Ctsd,Hspa5
Cdca8,Arpc5,Pgk1
Pdia3,Myo1f,Dusp5
Myo1f,Acot7,Osbpl3
Ppib,Gnai2,Gng2
Ezh2,Rpa2,Smdt1
Srgn,Ap2s1,Smc2
Rbm3,Adap1,Dynll1
Tmem14c,Ppp1ca,Ccna2
Top2a,Gng2,Rexo2
Mapre2,Klrc2,Tk1
Spc24,Nfkbiz,Lig1
Ifi27l2a,Sec11c,Hmgb1
Pkm,Pgk1,Nfkbiz
Gmnn,Gna15,Rrm1
Ldha,Nrgn,Kif15
Cox7a2,Cdc25b,Hpf1
Mcm5,Hpf1,Tmem14c
Cdca3,Hspa5,Pgam1
Nfkbiz,Rexo2,Cox6b1
Ube2l3,Vmp1,Vmp1
Klrc2,Pgam1,Rpa2
Dek,Hint1,Myo1f
Ap2s1,Tpx2,Pfkp
Pdcd1,Oaz1,Pdia3
Rrm2,Cenpe,Myl6
Pomp,Hmgb1,Acot7
Cyba,Rom1,Ube2l3
Gng2,Pik3ap1,Fkbp2
Acot7,Nrp1,Sec61b
Ndufb9,Fkbp2,Cox7c
Vmp1,Pfkp,Snrpe
Rexo2,Dynll1,Manf
Polr1d,Tmem14c,Ifi27l2a
Psma4,Smdt1,Ndufa4
Osbpl3,Kif11,Klrc2
Eif4e2,Cdk1,Dctpp1
Capzb,Dctpp1,Atp5pb
Cdc25b,Ifi27l2a,Ube2n
Hpf1,Uhrf1,Cdc25b
Ndufb7,Mad2l1,Gna15
Rpa2,Rgs16,Lcp1
Gpr183,Pdia3,Nudt21
Ctla2a,Cox6b1,Sh2d2a
Smc2,Ppil1,Psma4
Pgam1,H1f5,Dek
Manf,Myl6,Sh3bgrl3
Slc25a5,Stk39,Adap1
Lig1,Manf,Ppil1
Sumo2,Tacc3,Srgn
Atxn1,Hmmr,Rom1
Gna15,Ube2l3,Polr1d
Actr3,Cdkn3,Hmgn5
Rrm1,Dek,Nrgn
Pfkp,Hmgn5,Ssr2
Atp5j2,Ube2n,Pik3ap1
Chsy1,Sh2d2a,Tpx2
Asf1b,Dtl,Ldha
Fkbp2,Chsy1,Ndufb9
Rom1,Sec61b,Cenpe
Hmgn5,Cox7c,Nrp1
Cd9,Mcm3,Ndufb8
Calr,Nsd2,Mad2l1
H3f3b,H2ax,Ubald2
Tk1,Atxn1,Pomp
Ppia,Ndufa4,Cox7a2
Ppil1,Nudt21,Baz1a
Dctpp1,Gpr183,Atxn1
Ccna2,Rbbp8,Ndufb7
Anp32e,Snrpe,Mrpl18
Sh2d2a,Carhsp1,Gpr183
Tma7,Tpi1,Uhrf1
Nme1,Psma4,Cdk1
Ndufb8,Srgn,Stk39
Nudt21,Ctla2a,Chsy1
Stk39,Atp5pb,Capzb
Rbbp8,Tipin,Hprt
Mrpl18,Sh3bgrl3,Mcm3
Uqcrb,Dnmt1,Tpi1
Myl12a,Lcp1,Kif11
Ubald2,Ssr2,Anp32e
Cox6c,Ncapg2,Arpc4
Hprt,Ubald2,Ppib
Kif15,Cmc2,Myo1g
Ube2n,Baz1a,Nsd2
Nsd2,Hmgb3,Snx3
Sf3b6,Cenpm,Psmd8
H2ax,Cenpk,Rgs16
Tpi1,Clspn,Eif1ax
Psmd8,Ldha,Dnmt1
Baz1a,H4c9,Cmc2
Rgs16,Tnfrsf9,Rbbp8
Psmb3,Gzmk,H1f5
Cox4i1,Anp32e,Tipin
Pcna,Ndufb8,Uqcrb
Mcm3,Pcna,Tacc3
Pik3ap1,Polr1d,Dtl
Dnmt1,Knl1,H2ax
Arpc4,Ncapg,Mtch1
Nrp1,Hip1,Pcna
Il18r1,Incenp,Ctla2a
Nrgn,Cd9,Cyba
Myo1g,Fabp5,Rbm3
Atp5a1,Mrpl18,Acadl
Tmpo,Ndufb9,Cd9
Lsm5,Rad51,Cdkn3
Dtl,Myo1g,Hmmr
Rac2,Stx11,Sf3b6
Mad2l1,Ccnb1,Cisd1
Ccl3,Pomp,Tmpo
Cmc2,Zdhhc2,Calr
Uhrf1,Hprt,H4c9
Coro1a,Prc1,Vps29
Snx3,Eif1ax,Psmd13
Rgs1,Ndufb7,Carhsp1
Atp5g3,Cox7a2,Dpy30
Ccl4,Mtch1,Tmem167
Hnrnpab,Cisd1,Hmgb3
Rap1a,Snx3,Fam107b
Prkar1a,Tmpo,Aurkaip1
Ssr2,Arpc4,Traf1
Atp5d,Acadl,Fabp5
Map2k3,Hells,Nme1
Arl6ip1,H1f4,Lsm5
Tipin,Capzb,Clspn
Klrk1,Racgap1,Ncapg2
Traf1,Psmd8,Tnfrsf9
Cenpe,Ska1,Slc25a5
Cox6a1,Prim1,Cwc15
Cisd1,Fignl1,Cenpk
Arpc2,Ppib,Cenpm
Gdi2,Mt1,Uchl3
Odc1,Uqcrb,Rap1a
Fabp5,Cyba,Incenp
Acadl,H2ac8,Atp5g3
Adap1,Kif4,Bag1
Sem1,Traf1,Racgap1
Racgap1,Dpy30,Gdi2
Id2,Map2k3,Prkar1a
Sytl3,Rbm3,Gzmk
Mtch1,Shcbp1,H3f3b
H4c9,Plk1,Atp5j2
Eif1ax,Nuf2,Myl12a
Aurkaip1,Psmd13,Il18r1
Rel,Uchl3,Rad51
Cdk1,Vps29,Map2k3
Atp5c1,Dbf4,Knl1
Tmem167,Calr,Lsm6
Sec61g,Klrk1,Stx11
Tnfrsf9,Sf3b6,Hip1
Chchd2,Rfc4,Ncapg
Lsm6,Bub1b,Prim1
Tpx2,Il18r1,Sumo2
Cwc15,Lsm5,Hnrnpab
Cd44,Prdx4,Sar1b
Edf1,Cenph,Actr3
Prim1,Odc1,Tmem126a
Ide,Fam107b,Hells
Rnaseh2b,Mcm4,H1f4
Ndfip1,Tmem167,Ccnb1
Uchl3,Ccl4,Arl6ip1
Dnajc9,Cenpf,Prc1
Tacc3,Plk4,Cox6a1
Dpy30,Aurkaip1,Psmb3
Psmd13,Ccl3,Zdhhc2
Gzmk,Ehd4,Dbf4
Il18rap,Litaf,Id2
Tmem126a,Nme1,Dnajc9
Cbx3,Rfc5,Sec61g
Clspn,Mcm7,Erh
Cdkn3,Cdc20,Odc1
Dbf4,Arl6ip1,Mcm4
Fam107b,Havcr2,Tma7
Hmgb3,Cwc15,Mt1
Elob,Bag1,Rfc4
H1f5,Il18rap,Vdac3
Mcm4,Tmem126a,Cox6c
Slbp,Nusap1,Swi5
Mt1,Eea1,Mcm7
Tpm3,Sar1b,Ska1
Arhgdia,Aurkb,Ech1
H1f4,Id2,Rnaseh2b
Btf3,Slc25a5,Rfc5
Raly,Hnrnpab,Slbp
Swi5,Rnaseh2b,Klrk1
Ubl5,Bub1,Fignl1
Incenp,Rap1a,Ndfip1
Atp5b,Atp5g3,Ufc1
Anxa6,Prkar1a,Phf5a
Hells,Cep55,Edf1
Phlda1,Gdi2,Anxa6
Ehd4,Lsm6,Atp5c1
Kif11,H3f3b,Arhgdia
Snrpb,Slbp,Ciao2a
Gars,Cit,Gars
Carhsp1,Dhfr,Ostc
Cenpk,Erh,Nasp
Capza2,Cd44,Rnh1
Gadd45b,Dnajc9,Cbx3
Rnh1,Atp5j2,Esd
Sar1b,Knstrn,H2ac8
Lrmp,Fhl2,Dnajb11
Nasp,Psat1,Raly
Rfc5,Myl12a,Ehd4
Vps29,Kif22,Plk4
Mcm7,Nasp,Shcbp1
Hnrnpa3,Phlda1,Atp5d
Ncapg2,Sytl3,Arf1
Uqcrq,Hist1h2ap,Capza2
Erh,Sumo2,Psma1
Bag1,Vdac3,Prdx4
Eea1,Dlgap5,Pdia6
Ostc,Ndc80,Il18rap
Pdia6,Ech1,Supt16
Mrpl27,Actr3,Sytl3
Mrpl33,Gars,Kif4
Rfc4,Orc6,Plk1
Krtcap2,Rgs1,Nuf2
Sh3bgrl,Cdc45,Ppia
Gnptab,Rnh1,Sem1
Dera,Psmb3,Cox4i1
Aldoa,Pdia6,Uqcrq
Ech1,Cox6a1,Mrpl33
Psat1,Ufc1,Eloc
Rab8b,Tubb4b,Eea1
D8Ertd738e,Phf5a,Magoh
Ranbp1,Diaph3,Atp5a1
Pmm1,Dnajb11,Canx
Orc6,Swi5,Bub1b
Cenpm,Sec61g,Ubl5
Supt16,Ciao2a,Cenph
Psma1,Ppia,Ccl4
Stx11,Tma7,Psat1
Hmmr,Cox6c,Psmb4
Vdac3,Rel,Cd44
Ccnb1,Cbx3,Rel
Hip1,Ndfip1,Smap1
Ddx39,Supt16,Ccl3
Arf1,Spc25,Litaf
Ap3s1,Ostc,Ddx39
Psmb4,Sdcbp2,Ebp
Bak1,Ide,D8Ertd738e
Plk4,Anxa6,Rtn3
Esd,Plscr1,Cdc20
1110008P14Rik,Esd,Dhfr
Ctsb,Psma1,Mien1
Plp2,Raly,Orc6
Eif5a,Ncapd2,Ndufc2
Taf12,Arhgdia,Cenpf
Canx,Depdc1a,Nans
Cdk2ap1,Mrpl27,Ccdc124
Micos10,Nans,Idh3a
Pnp,Ddx39,Ide
Phf5a,Edf1,Tubb4b
Commd1,Smap1,Mrpl27
Calm2,Canx,Tbcb
Tbcb,Gins2,Atox1
Rad51,Arf1,Havcr2
Fen1,Idh3a,Snf8
Adprh,Ncaph,Phlda1
Magoh,Capza2,Txnl1
Hip1r,Ebp,Knstrn
Tubb4b,Atp5c1,Arpc2
Dnajb11,Eloc,Metap2
Ndufc2,Magoh,Aurkb
Idh3a,Rtn3,Prdx2
Naa20,Tbcb,Aldoa
H2ac8,Pmm1,Coro1a
Ufc1,Mrpl33,Selenok
Ciao2a,Ccdc124,Rgs1
Nans,Chaf1a,Nusap1
Smap1,Atp5d,Cep55
Nucks1,Tbx21,Commd1
Arpc1b,Atp5a1,Rab8b
Slc25a3,Commd1,Sms
Rpa3,Rab8b,Krtcap2
Knstrn,Ckap2,Fhl2
Knl1,Uqcrq,Cit
H2az2,Mien1,Bub1
Eloc,Sem1,Dlgap5
Rfc2,Psmb4,Cycs
Cldnd1,Adora2a,Ndc80
Nptn,Rpa3,Rac2
Snrnp25,Dera,Micos10
Tceal9,Txnl1,Cmpk1
Ccdc124,Rfc2,Rfc2
Cycs,Cox4i1,Calm2
Prdx4,Snf8,Lamtor5
Sept7,Dapk2,Rpa3
Blmh,Rad51ap1,Mrps36
Ebp,Ndufc2,Psmb2
Pmf1,Ubl5,Kif22
Mdh2,Metap2,Snrpb
Psmb2,E2f2,Dera
Ncapg,Pnp,Snrpc
Adk,Gadd45b,Bsg
Rad21,D8Ertd738e,Pnp
Rtn3,Atox1,Chchd2
Prc1,Cycs,Psmd14
Dhfr,Prdx2,Ranbp1
Lsm2,Coro1a,Mrps16
Ssrp1,Sms,Pmm1
Metap2,Ap3s1,Naa20
Ywhaq,Aldoa,H2az2
Mindy3,Cmpk1,Ap3s1
Prelid3b,Naa20,Hist1h2ap
Ftl1,Mrps36,Elob
Hsph1,Pmaip1,Cdc45
Chaf1b,Cdk2ap1,Ctsb
Mien1,Gldc,Ncapd2
Siva1,Chaf1b,Ssrp1
Ctsc,Siva1,Diaph3
Fhl2,Rad21,Mdh2
Arhgdib,Calm2,Ywhaq
Ncapd2,Aspm,Gadd45b
Hspd1,Tmem97,Hnrnpa3
Adam19,Ctsb,Psmb7
Serf2,Ranbp1,Atp5k
Cmtm7,Selenok,Rad21
Prdx2,Plp2,Lrmp
Mrps16,Krtcap2,Cdk2ap1
Txnl1,Lamtor5,Lsm2
Snf8,Psmd14,Ptpn22
Psmd14,Fen1,Fyn
Glipr1,Arpc2,Adprh
Srsf3,Snrpc,Nptn
Sms,Rfc3,Hspd1
Tuba1b,Lsm2,Pdap1
Aopep,Lrmp,Mrpl20
Tfdp1,Ssrp1,Taf12
Klf6,H2az2,Atp5b
Mpp6,Micos10,Siva1
Ccdc34,Gnptab,Dynlrb1
Selenok,Adprh,Spc25
Adora2a,Ckap2l,Btf3
Gzma,Bsg,Csnk2b
Ostf1,Rac2,Sdcbp2
Mcm2,Psmb2,Gins2
Atox1,Pola1,Plscr1
Mpdu1,Snrpb,Plp2
Mrps36,Nptn,Blmh
Ttc39b,Prdm1,Gnptab
Bsg,Hspd1,Adora2a
Hat1,Mis18bp1,Nucks1
Zdhhc2,Ccdc34,Fen1
Snrpc,Psmb7,Ncaph
