gene_names,A5T,C5P,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.6723896265029907,0.7068589925765991,0.099824920296669,0.7088268432448117,1.0416549444198608,0.099824920296669,0.11451381459411086,2.0486273765563965,0.099824920296669,0.11451381459411086,2.0486273765563965
Lypla1,0.32460933923721313,0.3751668334007263,0.2474195957183838,0.00026935915693766837,4.174793243408203,0.2474195957183838,0.0016975894652022645,3.618975877761841,0.2474195957183838,0.0016975894652022645,3.618975877761841
Gm37988,0.0010231626220047474,0.0028187211137264967,1.4632999897003174,1.0,0.20777682960033417,1.4632999897003174,0.29219681773143075,1.4921859502792358,1.4632999897003174,0.29219681773143075,1.4921859502792358
Tcea1,0.45901015400886536,0.5136465430259705,0.20484352111816406,0.0018176827609743542,3.6588284969329834,0.20484352111816406,0.002273737976890768,3.5329549312591553,0.20484352111816406,0.002273737976890768,3.5329549312591553
Atp6v1h,0.3721000552177429,0.38084274530410767,0.0402061901986599,0.2762644281868453,1.7128359079360962,0.0402061901986599,0.7295270412660236,0.5749841332435608,0.0402061901986599,0.7295270412660236,0.5749841332435608
Rb1cc1,0.3387714922428131,0.3515614867210388,0.06322026252746582,0.04282670291978335,2.601186513900757,0.06322026252746582,0.5871435174857672,0.8210031986236572,0.06322026252746582,0.5871435174857672,0.8210031986236572
Pcmtd1,0.15880261361598969,0.1591525375843048,0.003434806363657117,0.35859214455853744,1.552770972251892,0.003434806363657117,1.0,0.030532466247677803,0.003434806363657117,1.0,0.030532466247677803
Rrs1,0.2693662643432617,0.251557856798172,-0.11208190768957138,1.0,-0.25338301062583923,-0.11208190768957138,0.33883071761300704,-1.3728711605072021,-0.11208190768957138,0.33883071761300704,-1.3728711605072021
Adhfe1,0.0007311067311093211,0.00017148056940641254,-2.0924341678619385,1.0,-0.00016624362615402788,-2.0924341678619385,0.4102550817680846,-1.2176239490509033,-2.0924341678619385,0.4102550817680846,-1.2176239490509033
Mybl1,0.01575610414147377,0.014090548269450665,-0.16238735616207123,1.0,-0.26252639293670654,-0.16238735616207123,0.7374404097777344,-0.5621595978736877,-0.16238735616207123,0.7374404097777344,-0.5621595978736877
