gene_names,A8P,C5P,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.4206181764602661,0.7068589925765991,0.9746819734573364,1.080381147908535e-39,13.370077133178711,0.9746819734573364,4.366010329354158e-44,14.46804141998291,0.9746819734573364,3.7874166700949885e-47,14.955011367797852
Lypla1,0.30224609375,0.3751668334007263,0.3673732578754425,1.3430548031814718e-18,8.985428810119629,0.3673732578754425,8.931470740074595e-05,4.189444065093994,0.3673732578754425,4.684258775309982e-05,4.334649562835693
Gm37988,0.0005745338858105242,0.0028187211137264967,2.296194076538086,0.988844074865757,0.30346745252609253,2.296194076538086,0.12097545167190037,1.845000982284546,2.296194076538086,0.11435708044467562,1.8647421598434448
Tcea1,0.42688098549842834,0.5136465430259705,0.3344174325466156,1.536615644385338e-11,6.9336676597595215,0.3344174325466156,3.819297412574912e-05,4.389118194580078,0.3344174325466156,1.8351172183835286e-05,4.54705810546875
Atp6v1h,0.3417189121246338,0.38084274530410767,0.1863027662038803,3.5846955313699844e-11,6.809614181518555,0.1863027662038803,0.06846542885107486,2.1178178787231445,0.1863027662038803,0.05718888707688092,2.191692590713501
Rb1cc1,0.5737361907958984,0.3515614867210388,-0.8791870474815369,4.698398046478602e-08,-5.6605000495910645,-0.8791870474815369,1.0143469256131311e-23,-10.403268814086914,-0.8791870474815369,1.4529672783407301e-25,-10.805950164794922
Pcmtd1,0.296284943819046,0.1591525375843048,-0.999245822429657,0.10867685684088786,-1.8891997337341309,-0.999245822429657,8.478478509779487e-16,-8.351689338684082,-0.999245822429657,4.987299514319924e-17,-8.684197425842285
Rrs1,0.15368136763572693,0.251557856798172,0.7839333415031433,5.8998331485104126e-27,10.934283256530762,0.7839333415031433,9.583660222932913e-12,7.083352088928223,0.7839333415031433,2.0227338969576035e-12,7.2968430519104
Adhfe1,0.0008459222153760493,0.00017148056940641254,-2.302959680557251,0.988844074865757,0.06747035682201385,-2.302959680557251,0.553190093295905,-0.7813923954963684,-2.302959680557251,0.5261643764709073,-0.8194252252578735
Mybl1,0.01080887671560049,0.014090548269450665,0.38488319516181946,0.38294000469760137,1.205249547958374,0.38488319516181946,0.4609618713126327,0.9338439702987671,0.38488319516181946,0.4400691742797217,0.9648955464363098
Vcpip1,0.22795207798480988,0.23068515956401825,0.019241437315940857,2.7198215148534555e-09,6.141353130340576,0.019241437315940857,0.959697202753462,0.17432115972042084,0.019241437315940857,0.9542879708137164,0.18050266802310944
