gene_names,A8T,C5P,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.42365145683288574,0.7068589925765991,0.9619737267494202,2.1963730631211746e-41,13.662151336669922,0.9619737267494202,2.630313765374979e-46,14.816811561584473,0.9619737267494202,2.630313765374979e-46,14.816811561584473
Lypla1,0.30427104234695435,0.3751668334007263,0.3562055826187134,8.20842390026475e-18,8.779159545898438,0.3562055826187134,7.017289187632124e-05,4.245998382568359,0.3562055826187134,7.017289187632124e-05,4.245998382568359
Gm37988,0.0007041107164695859,0.0028187211137264967,2.0026907920837402,0.986341595372888,0.3112635016441345,2.0026907920837402,0.17293800839622941,1.6486133337020874,2.0026907920837402,0.17293800839622941,1.6486133337020874
Tcea1,0.40655821561813354,0.5136465430259705,0.42046451568603516,4.88003510756795e-14,7.718774795532227,0.42046451568603516,2.4784404228401238e-08,5.839951515197754,0.42046451568603516,2.4784404228401238e-08,5.839951515197754
Atp6v1h,0.3304639160633087,0.38084274530410767,0.24319280683994293,1.1576520076409847e-12,7.295546531677246,0.24319280683994293,0.009618864394208195,2.8744585514068604,0.24319280683994293,0.009618864394208195,2.8744585514068604
Rb1cc1,0.48621079325675964,0.3515614867210388,-0.5716947317123413,0.13308430853471637,-1.7905269861221313,-0.5716947317123413,5.1367214459217234e-11,-6.838747978210449,-0.5716947317123413,5.1367214459217234e-11,-6.838747978210449
Pcmtd1,0.25507575273513794,0.1591525375843048,-0.7520961165428162,0.986341595372888,-0.09146170318126678,-0.7520961165428162,1.0487047970703527e-09,-6.372436046600342,-0.7520961165428162,1.0487047970703527e-09,-6.372436046600342
Rrs1,0.13859140872955322,0.251557856798172,0.944188117980957,1.0229491933339443e-32,12.09876823425293,0.944188117980957,5.858967264857765e-17,8.651347160339355,0.944188117980957,5.858967264857765e-17,8.651347160339355
Adhfe1,0.0008620767621323466,0.00017148056940641254,-2.3302626609802246,0.986341595372888,0.06921276450157166,-2.3302626609802246,0.553047676200629,-0.7856912016868591,-2.3302626609802246,0.553047676200629,-0.7856912016868591
Mybl1,0.005415695253759623,0.014090548269450665,1.3857767581939697,0.2147094191746972,1.5452345609664917,1.3857767581939697,0.004445617523711523,3.127495765686035,1.3857767581939697,0.004445617523711523,3.127495765686035
Vcpip1,0.23260922729969025,0.23068515956401825,-0.013424568809568882,2.4529190250614323e-08,5.769540786743164,-0.013424568809568882,0.985606393982051,-0.1278599053621292,-0.013424568809568882,0.985606393982051,-0.1278599053621292
Sgk3,0.024436544626951218,0.038743164390325546,0.6752757430076599,0.008614046760515878,2.867342472076416,0.6752757430076599,0.021007810007595155,2.595977306365967,0.6752757430076599,0.021007810007595155,2.595977306365967
