wilcoxon,t-test,t-test_overestim_var
Ly6c2,Chchd10,Chchd10
Gzma,Ly6c2,Ly6c2
Chchd10,Gzma,Gzma
Vim,Klrg1,Klrg1
Lat,Ass1,Ass1
Rps17,Esm1,Esm1
Klrg1,Vim,Vim
Ass1,Arl4c,Arl4c
Plac8,Lat,Lat
Ptma,Hsph1,Hsph1
Arl4c,Klf2,Klf2
Hsph1,Hspa8,Hspa8
Cmtm7,Rpl7a,Eif5a
Rpl7a,Eif5a,Rpl7a
Rpl22l1,Cmtm7,Cmtm7
Hsp90aa1,Ptma,Ptma
Tagln2,Hsp90aa1,Hsp90aa1
Hspa8,Rps17,Rps17
Esm1,Plac8,Plac8
Klf2,Runx3,Runx3
Eif5a,Rpl31,Rpl31
H2az1,Rpl41,Rpl41
Dynll1,Gzmk,Hmgb2
Runx3,Hmgb2,Gzmk
Rpl31,Cdca3,Cdca3
Hsp90b1,H2-Q10,H2-Q10
Gapdh,Ccnb2,Ccnb2
Manf,Hsp90b1,Hsp90b1
Hmgb2,Hmgb1,Hmgb1
Rpl41,Rpl22l1,Rpl22l1
Rasgrp2,Tagln2,Tagln2
H2-Q10,Mt3,H2az1
Hmgb1,Rasgrp2,Rasgrp2
Cdca3,H2az1,Mt3
Rps27a,Hopx,Pdia3
Txn1,Pdia3,Hopx
Gzmk,Dynll1,Bsg
Anxa1,Bsg,Dynll1
Hopx,Fabp5,Fabp5
Ccnb2,Anxa1,Manf
Anp32e,Manf,Anxa1
Eef1d,Fam129b,Fam129b
Bsg,Birc5,Birc5
Hsp90ab1,Plin3,Plin3
Chchd2,Glipr2,Glipr2
Ppia,Ccnd3,Ccnd3
Ctla2a,Rcn3,Ctla2a
Fabp5,Emp1,Emp1
Pdia3,Ctla2a,Rcn3
Glipr2,Mt2,Mt2
Birc5,Hsp90ab1,Hsp90ab1
Cks1b,Gapdh,Pycard
Ccnd3,Pycard,Gapdh
Gzmb,Rps27a,Rps27a
Eef1g,Scd2,Eef1g
Rps20,Fos,Fos
Ccr5,Idh2,Scd2
Dnaja1,Eef1g,Cks1b
Mt3,Cks1b,Idh2
Pdia6,Cenpf,Cenpf
Ran,Ccr5,Ccr5
Rpl14,Anp32e,Pdia6
Cenpf,Pdia6,Anp32e
Emp3,Wdr95,Selenos
Nucks1,Selenos,Wdr95
Fos,Gzmb,Gzmb
Rpl26,Ripk3,Eef1d
1500009L16Rik,Eef1d,Ripk3
Ripk3,Fkbp4,Fkbp4
Mt2,1500009L16Rik,1500009L16Rik
Pycard,Dnaja1,Hspd1
Emp1,Hspd1,Dnaja1
Rpl23a,Tnf,Ybx1
Selenos,Ybx1,Gpx1
Tubb4b,Gpx1,Canx
Ybx1,Canx,Tnf
Canx,Ncald,Pdcd5
Rplp1,Pdcd5,Rps19
Rpl36a,Rps19,Ncald
Krtcap2,Ogfrl1,Tubb4b
Rps12,Ccna2,Ccna2
Hspd1,Tubb4b,Ppia
Rcn3,Ppia,Ogfrl1
Rac1,Chchd2,Tuba1a
Rrm2,Creld2,Rac1
Ccnd2,Rps20,Rps20
Rps19,Tuba1a,Creld2
Mif,Cdc20,Chchd2
Gpx1,H1f0,Cdc20
Ccna2,Rac1,Rpl26
Ncald,Rpl26,Atp5b
Fkbp4,Npm1,Npm1
Pdcd5,Txn1,H1f0
Hspe1,Atp5b,Txn1
Selenok,Ndufa12,Ndufa12
Npm1,Cmklr1,Hspe1
Tuba4a,Hspe1,Ran
Atp1b3,Plp2,Plp2
Ndufa12,Ran,Cmklr1
Plp2,Hmmr,Rps8
Rpl27a,Rras2,Rras2
Plin3,Rps8,Hmmr
Lman2,Tuba4a,Tuba4a
Cd69,P4hb,Lman2
