paga1,paga2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_paga1,X_paga2,velocity_paga1,velocity_paga2
-55337.55740362298,-5402.641069632329,-1.1278454,-5.19221,-4.936797,3.7955687,-1.8524256,0.67930347,-0.1304795,0.44439527,-1.1365513,-2.9643269,-0.63777184,0.17009811,-1.7080481,-0.2954504,0.75128496,0.22288623,0.47827262,-1.1352019,1.6255602,0.016104016,0.3102192,-0.09288676,0.7474413,-1.9284647,0.23675913,-0.106021665,1.2920078,1.06075,-1.0408055,0.4533636,-55337.55740362298,-5402.641069632329,-285.36130558017726,-181.7593758311843
-68149.99569250259,9436.999768700472,-3.8123262,-4.197542,-1.8255141,-1.5138733,-0.22504845,-1.1477863,-1.0708661,-3.8448205,2.5104287,1.3997039,-1.4653927,-1.9910817,0.13279355,2.5298946,-4.4261875,-1.791381,-1.1908702,-3.306751,0.23842387,0.9425396,2.3375623,-0.36835966,1.0921352,1.1611124,-2.2085261,0.92796826,2.2555726,-0.0069605215,-0.7082679,-0.18978362,-68149.99569250259,9436.999768700472,-438.42256348395506,-287.37556712804525
-82447.96674632767,2213.6567448320766,-8.32189,1.9712749,4.198355,2.9982336,1.614452,1.0155921,2.8111463,-2.2794774,1.7516468,-1.018045,3.6876314,-1.1213748,-0.6993355,-1.4314384,0.8152828,0.025432516,0.5957689,-0.6849949,0.20259503,-5.161935,-1.7710972,-0.2862633,1.1337168,0.058027904,1.8185377,-0.43063173,0.47958627,-0.53185403,-0.17935596,1.269426,-82447.96674632767,2213.6567448320766,-55.18006914376856,-377.1387782703072
12892.380677693665,11089.62255819878,16.293509,-2.278977,-3.2413814,0.20603831,0.2443395,0.5697431,-0.5073538,0.5949855,1.0837249,0.111789815,0.68558747,0.71252656,2.0590088,0.010606099,-1.2056148,0.38459823,-0.08697799,0.2177594,0.057101864,0.02349893,-0.57428324,-0.4548689,-0.6722,0.09632711,0.09034673,0.20145994,-0.8760064,-0.25129676,0.17675239,-0.64676857,12892.380677693665,11089.62255819878,-650.7580850045193,74.85763611989405
2248.5804578435555,-7005.500330493187,22.828753,3.681275,2.8509777,-1.7773511,-1.4672573,0.0585698,-0.8238436,-0.8755671,-0.2260034,0.50229377,-0.8635312,-0.36382008,-0.7262678,0.2795181,0.637269,0.017668853,-0.16511361,-0.35548714,-0.7354104,0.023295581,0.3215183,-0.14095992,0.076108046,-0.19310027,-0.48163986,-0.24789724,0.2781197,0.19928801,0.5239149,0.40761995,2248.5804578435555,-7005.500330493187,58.653331593551584,333.77692992189594
-63055.105577476905,-2050.197718956962,-1.7518098,-1.4713099,-4.5647926,0.50236654,-1.4006197,-1.2294458,1.7460122,-2.735123,-0.7887197,-1.7867354,-0.18651915,0.9084629,-0.52769166,-0.67806756,0.95086515,0.48495132,-0.2209098,-0.9183959,0.782198,0.7292216,0.56972426,-1.3391457,-0.6672447,-0.18651888,-0.649879,0.7891003,-0.39734694,0.8428148,-0.27567294,0.22146201,-63055.105577476905,-2050.197718956962,-465.7521802215801,-350.21547373513243
-3864.019488892194,-9422.139250968565,16.225023,-3.0068436,0.09978289,-1.7278178,1.3950907,-0.7545777,1.812184,0.7687423,-0.21353552,-0.031337578,-0.9620796,0.19302334,0.967612,-0.18920754,-0.39760864,-0.28986457,-0.2259217,0.4949024,0.5967743,-0.44744292,-1.022086,-0.026604934,-0.45060638,-0.13989219,0.9527363,0.2338624,0.7450127,-0.3027628,-0.12619774,0.059881702,-3864.019488892194,-9422.139250968565,-321.1752754343234,6.2482431498207776
-73142.05431659005,2681.3106019272727,-4.5182667,2.627208,0.17379722,-1.1491717,0.20424289,-0.6536314,1.4423535,2.7995238,3.015841,-1.483652,-1.0198214,0.867713,-0.98023725,-1.4200001,4.363921,-2.2099118,-0.5250877,-0.7922389,1.7312988,-0.05232298,-1.1389236,-0.623815,1.7739056,0.0386699,1.0068264,2.2645273,-0.34312904,0.1494585,2.012231,-0.8836998,-73142.05431659005,2681.3106019272727,-563.3134724176033,-423.116241005267
-5723.618821837759,-14109.493562262684,21.188854,0.043948755,0.75482863,0.65445054,0.114483885,0.2599447,-0.5462777,-0.28602865,-0.3101734,0.14008549,0.1662503,-0.22018276,-0.29114783,0.03999595,0.9958906,0.19739847,-0.03644023,-0.04737737,-0.64644086,0.6330521,0.5791993,0.2788209,0.45466727,-0.11353908,-0.066906855,-0.6601297,-0.02485663,0.31252402,-0.35408,0.28429985,-5723.618821837759,-14109.493562262684,-345.5238660504371,294.63158499737904
10071.61409112322,8098.72388064558,19.192745,1.1467917,0.44543633,-2.8962393,-0.5572954,-0.33497488,1.2223761,1.2614112,0.15678541,0.99653196,-0.705788,-0.1115001,0.9151325,-0.7595311,-0.21030584,-0.8191726,0.15349323,0.12333108,0.63966054,-0.36446646,-0.6311833,-0.3298322,-0.80884594,-0.5281079,0.5910181,0.54114044,-0.5106548,0.061575364,0.32217953,0.28084767,10071.61409112322,8098.72388064558,137.85179379599043,-497.46862754770956
