wilcoxon,t-test,t-test_overestim_var
Tubb5,Birc5,Birc5
Birc5,Pclaf,Pclaf
Ptma,Mki67,Mki67
Hmgb2,Cdca8,Cdca8
Pclaf,Cks1b,Cks1b
Mki67,Cdca3,Cdca3
Tuba1b,Nusap1,Nusap1
Stmn1,Top2a,Top2a
Tubb4b,Tuba1b,Tuba1b
Top2a,Tpx2,Tpx2
Ube2s,Ccna2,Ccna2
Cks1b,Ube2c,Ube2c
Cdca8,Hmgb2,Hmgb2
Cdca3,Tubb4b,Tubb4b
Nusap1,Cdk1,Cdk1
Ube2c,Kif11,Kif11
Ccna2,Spc24,Spc24
Tpx2,Smc2,Smc2
Spc24,Cenpe,Cenpe
Kif11,Hmmr,Hmmr
Smc2,Tubb5,Tubb5
Hmmr,Ccnb2,Stmn1
Cdk1,Stmn1,Ccnb2
Ran,Ptma,Ptma
Ccnb2,Cenpf,Cenpf
H2az1,Aurkb,Aurkb
Cenpe,Prc1,Prc1
Cenpf,Plk1,Plk1
Hmgb1,H2ax,H2ax
H2ax,Ube2s,Ube2s
Aurkb,Incenp,Incenp
Lmnb1,Hmgn2,Hmgn2
Ppia,Knl1,Knl1
Knl1,Lmnb1,Lmnb1
Prc1,Kif15,Kif15
Tmpo,Tacc3,Tacc3
Plk1,H1f5,H1f5
Hmgn2,Tmpo,Tmpo
Cks2,Asf1b,Asf1b
Gapdh,Cks2,Cks2
Kif15,Cenpa,Cenpa
Incenp,Rrm2,Rrm2
Anp32b,Kif22,Kif22
Tacc3,Cdc20,Cdc20
Cenpa,Shcbp1,Shcbp1
H1f5,Ccnb1,Ccnb1
Rrm2,H2ac8,H2ac8
Smc4,H2az1,H2az1
Cdc20,Ran,Ran
Asf1b,Ncapg,Ncapg
Nucks1,Dlgap5,Dlgap5
Shcbp1,Rrm1,Rrm1
Kif22,Nucks1,Nucks1
Ccnb1,Tuba1c,Tuba1c
H2ac8,Dut,Dut
Ncapg,Bub1b,Bub1b
Dut,Smc4,Smc4
Dlgap5,Kif4,Kif4
Cit,Hmgb1,Hmgb1
Kif4,Ppia,Ppia
Bub1b,Ckap2l,Ckap2l
Ly6e,Cit,Cit
Anp32e,Tyms,Tyms
Ckap2l,Nuf2,Nuf2
Tuba1c,Bub1,Bub1
Rrm1,Gmnn,Gmnn
Arl6ip1,Spc25,Spc25
Tyms,Anp32b,Anp32b
Cdkn3,Ska1,Ska1
Spc25,Gapdh,Gapdh
Nuf2,Anp32e,Anp32e
Ska1,Hist1h2ap,Hist1h2ap
Snrpd1,Lsm2,Lsm2
Aspm,Cdkn3,Cdkn3
Alyref,Ndc80,Ndc80
Mis18bp1,Mis18bp1,Mis18bp1
Bub1,Aspm,Alyref
Ncapd2,Fkbp2,Fkbp2
Gmnn,Alyref,Aspm
Hist1h2ap,Depdc1a,Depdc1a
Ndc80,Ncaph,Ezh2
Txn1,Ezh2,Ncaph
Ncaph,Kif23,Kif23
Ccdc34,Sgo2a,Sgo2a
Selenoh,Ncapd2,Ncapd2
Sgo2a,Selenoh,Selenoh
Kif23,Mxd3,Mxd3
Bub3,Mad2l1,Mad2l1
Mad2l1,Snrpd1,Snrpd1
Kif20b,Kif20b,Kif20b
Anxa2,Bub3,Bub3
