wilcoxon,t-test,t-test_overestim_var
Nusap1,Nusap1,Nusap1
H2az2,H2az2,H2az2
Tmsb4x,H2ax,H2ax
H2ax,Ube2c,Ube2c
Top2a,Cenpf,Prc1
Ube2c,Prc1,Top2a
Smc4,Cenpe,Cenpf
Clic1,Kif11,Cenpe
Birc5,Top2a,Tmsb4x
Prc1,Incenp,Kif11
Sh3bgrl3,Tmsb4x,Incenp
Cenpf,Cdk1,Sh3bgrl3
Kif11,Sh3bgrl3,Smc4
Cenpe,Smc4,Cdk1
Incenp,Cdc25b,Cd52
Cdk1,Cd52,Clic1
Cd52,Aurkb,Aurkb
S100a10,Clic1,Cdkn2d
Bub3,Cdkn2d,Ubb
Crip1,Tuba1c,Bub3
Hmgb2,Ubb,Cdc25b
Calm2,Bub3,Tuba1c
Ubb,S100a11,S100a10
S100a11,Calm2,S100a11
Ms4a4b,Arl6ip1,Calm2
Cdkn2d,S100a10,Arl6ip1
Aurkb,Rac2,Crip1
Tuba1c,Lsp1,Ms4a4b
Lsp1,Cit,Rac2
Jpt1,Ms4a4b,Lsp1
Rac2,Crip1,Myl6
Arl6ip1,Myl6,Tpx2
Nkg7,Kif22,Nkg7
Myl6,Jpt1,Jpt1
Stmn1,Tpx2,Birc5
Cdc25b,Nkg7,S100a13
Tpx2,S100a13,Ptprc
Mki67,Mis18bp1,Cit
Cdca8,Kif20b,Kif22
Tspo,Epsti1,Epsti1
S100a13,Racgap1,Racgap1
Racgap1,Ptprc,Tspo
Ptprc,Spc25,Mki67
Emp3,Emp3,Cdca8
Epsti1,Ifngr1,Emp3
Smc2,Ckap5,Ifngr1
Cit,Tspo,Mis18bp1
Kif22,Ifi27l2a,Kif20b
B2m,Birc5,Slfn2
Ifngr1,Kif23,Hmmr
Slfn2,Hmmr,B2m
Cks2,Cdca8,Ckap5
Ubc,Mki67,Ifi27l2a
Cdca3,Plk1,Kif23
Sp100,Slfn2,Spc25
Hmmr,B2m,Plk1
Cd3g,Ckap2l,Ubc
Ckap5,Aspm,Smc2
Cd3d,Knl1,Stmn1
