X_paga1,X_paga2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,paga1,paga2,velocity_paga1,velocity_paga2
29126.45781607816,70005.6888194551,-6.706499,3.0186427,-1.5251477,3.8763585,2.886031,3.320622,2.9379528,7.56995,-0.3281907,-0.21065095,3.330624,2.0847387,-2.986612,-1.9330826,1.5795085,3.4004195,0.29634058,0.93001944,-0.16057834,-0.07216138,-0.15320115,0.68370134,-4.7084556,-0.3710799,-0.3684246,1.3503565,-1.4683758,-0.61780113,-1.6069825,-1.1538978,29126.45781607816,70005.6888194551,419.53202098333503,-22.97963315507542
-2448.8393896366897,8049.330880092225,5.619479,-9.199156,1.3491236,-2.0505753,-0.96768594,-1.3109062,1.947605,-0.43671596,2.464614,-2.230837,-1.8649123,2.6587446,-0.20853582,0.45983756,-0.4950238,-0.35750225,-1.2311511,0.606525,-0.39298055,0.34514242,-0.77794456,-0.25898272,-1.2631783,-0.22985457,-0.22146234,-0.44823378,0.9583421,-0.2884353,0.7191158,-1.692367,-2448.8393896366897,8049.330880092225,96.74558676979962,-648.4061328894047
-30243.46087471957,39691.874592911605,18.12948,3.504958,-1.3031653,5.340676,3.9878507,1.7475852,5.0798492,2.2016015,1.6174195,-2.2891445,1.5876598,-0.76134974,-3.2742052,-0.9286788,-4.627095,4.9412723,-5.241679,-2.86101,2.4129605,-0.6334215,8.475009,5.101937,11.721194,1.946226,-0.02153208,-4.021217,4.7359047,-2.1039953,5.4800787,1.5006514,-30243.46087471957,39691.874592911605,-286.78960904064985,-6.475037132229397
-13676.48999136982,45650.155295803845,6.6823487,2.3125658,-6.963557,1.9435976,1.3449728,-0.6890336,-0.30355716,-2.857186,-1.2510608,-2.2574458,0.4524312,1.7711364,0.6489037,-0.7497399,1.5251724,0.8570865,-3.2240107,-0.98046404,-0.6173901,-1.386541,0.83544004,1.1459268,1.2570702,-0.99596244,1.6813451,-0.38908944,0.90207666,-0.15633854,-1.0404699,-1.8505105,-13676.48999136982,45650.155295803845,-467.68109708836573,-186.64722840204786
14001.2001174884,15810.884212807938,-12.643183,-4.6845865,1.2672968,2.69514,-0.13360572,-2.2699537,1.6431426,3.101819,1.2118958,-3.3229477,-0.26863953,-0.8953059,1.0861093,0.98213685,-0.68129116,0.5381603,-0.4656107,0.06403213,1.345949,0.377446,0.6362932,-0.73773956,0.29034483,-0.16681823,-0.7991924,0.6619268,-0.96442884,-0.49735546,0.20204599,-0.25853968,14001.2001174884,15810.884212807938,507.1191726370618,146.97962314088198
2933.8333351438537,40018.06352068062,-5.300708,-6.0521145,0.08274384,-3.5639334,2.8927436,0.58961546,-1.46279,-1.7989963,0.7510554,2.1317177,-0.21616232,-0.919243,-1.5410999,-0.20496796,-1.7808287,-0.8726743,-0.85024786,0.8234008,0.5161491,-0.5680405,0.4985841,0.057868544,0.55917364,-1.001953,-0.6155179,-1.4841044,-0.25039905,0.5649917,0.05593345,0.44717947,2933.8333351438537,40018.06352068062,-22.475875608704175,-1066.9170970216885
12306.254635922021,59847.442889643025,-4.540175,0.21399845,-4.257459,0.16175118,1.2786062,2.451396,-0.41843548,-1.0333654,-1.3279849,1.0389616,-0.0773127,1.6055318,0.16414298,-0.26591077,-0.610087,0.8828572,-0.10341422,-0.8382766,-0.47462395,1.4159528,-0.16421263,-0.4879453,-0.6120544,0.6648222,0.07176912,0.36275473,-1.2716436,0.93228066,-0.14012904,-0.1426456,12306.254635922021,59847.442889643025,555.6486453643464,-44.62459419440979
5587.493268875575,18146.462966737,-11.407765,-4.0116696,-1.6476692,2.3458629,1.7027622,0.64491284,-0.13680567,1.5706818,0.7354014,-1.597517,0.34899488,-1.1157438,1.5493459,0.97128963,-0.28477377,-0.12057295,0.38544825,-1.0947653,0.43346488,-0.3245411,-0.15147306,-0.28729177,-0.32500702,-0.16897975,0.25323588,0.26695743,-0.40693823,-0.14470047,0.1419307,0.23549423,5587.493268875575,18146.462966737,225.41209822404113,238.7207172623394
-33444.948930597064,41591.929183342894,12.908237,3.7158148,-2.4734733,0.11098586,0.32676497,-0.7445675,-2.778248,1.4091197,-1.2882059,-0.46032897,-0.2849928,-2.0245123,0.7712903,-1.4315087,-1.7745842,-0.8977757,-0.07544517,0.31847265,-0.7134991,0.57221335,0.27408457,9.245988e-05,0.93567514,1.0444622,0.99908084,0.22135434,-0.68945396,-0.14311801,-1.0818597,0.7981224,-33444.948930597064,41591.929183342894,-124.51684780036162,-35.61605401374692
-29182.077774620724,39206.539598762414,10.754913,0.32915124,-2.1615813,-0.18561952,0.24543273,-3.5113003,1.1089319,-1.5848345,-0.97639143,-1.9935006,0.93068415,1.8433211,-1.4340463,-0.54360366,2.2655401,-0.5119281,-1.2202123,-2.4377532,1.9111689,1.5011303,-0.5108354,-0.12556277,0.94360894,-2.2315996,0.47950175,0.4363335,2.1066413,-1.9592909,-0.59727407,-1.6283419,-29182.077774620724,39206.539598762414,-395.31335391496646,268.95964725063567
12892.380677693665,11089.62255819878,-6.438223,2.6256266,1.6857497,-3.4164557,-1.1838129,1.5198227,-1.7913693,-0.34460685,-0.1016574,-0.5711341,-0.85529286,-0.110584535,0.96496373,-0.35595712,0.29439768,-0.20558368,0.43554986,0.312379,0.11694407,-0.80503976,-0.33596632,-1.0982945,0.62368405,1.212487,0.44260108,0.7628442,-0.4646573,1.0499897,-0.36254114,0.23728879,12892.380677693665,11089.62255819878,-212.24564430765233,-97.68851284701485
-4337.071301325317,64382.84037893638,-6.29449,1.5369563,-2.669354,-4.033802,1.6792967,-1.064672,-2.7657394,1.3995587,0.74370617,2.9712877,1.2871644,-0.21467198,-0.093155496,-0.84250164,2.3285334,-0.8349768,-0.21838191,-0.48368728,-0.23091656,0.60512114,0.2532185,0.61105037,-0.55559003,0.39795664,0.9414413,-0.1269167,-0.32547647,-0.22976643,-1.166461,0.47284344,-4337.071301325317,64382.84037893638,-350.9855187982545,-233.76227526264762
-21735.574973642742,48805.18763043667,6.031121,0.6617857,-5.5774937,2.385798,1.9607787,-1.4486232,-3.0556128,-1.1225111,2.2391298,-2.2918072,1.524421,2.7705216,-0.25683087,-0.2812873,0.3809525,-0.34678787,-1.5069685,1.1300567,-2.394551,2.3927207,-0.66187304,0.18309131,-0.74087083,-0.5309469,0.777849,-1.3108048,-0.018176291,1.5545118,-1.0248404,-1.3784877,-21735.574973642742,48805.18763043667,-687.5004016439834,-260.38706713705386
41324.89395591924,56038.83887686972,-5.1398554,2.732936,0.6832793,-0.64257586,2.7751665,2.6006289,3.5194876,-3.739042,-1.5222225,-4.7182407,-1.4841046,-1.817162,1.8517137,0.34532985,0.43163544,-0.35911196,0.78813565,2.7557,0.050316755,-0.5656513,-1.1613966,-0.105393946,-0.83660144,-1.3487464,0.47313887,0.27092707,0.15604827,-0.25188524,-1.0488353,-0.40779534,41324.89395591924,56038.83887686972,336.0911354265573,-272.0844102138607
-16921.071828024065,45172.57409737528,4.5359035,1.4572254,-2.696739,-7.5935016,1.364099,-1.1170534,2.2444541,-2.450518,0.6247416,2.1930134,-1.6600863,-0.7835493,-1.0624787,1.9636859,-0.2604129,-1.1535702,0.1705093,-0.6200864,1.0394714,-0.012210101,0.33073708,-1.972989,-0.37291887,-2.2664888,-0.08743874,-0.030919226,-1.6165352,0.5360913,1.7036228,-0.31015652,-16921.071828024065,45172.57409737528,-498.084454927031,-834.1168701407596
