wilcoxon,t-test,t-test_overestim_var
Rps20,Rps20,Rps20
Rplp1,Rplp1,Rplp1
Rpl12,Rpl12,Rpl12
Rpl13,Rps16,Rps24
Rps16,Rps24,Rpl13
Rps19,Rpl13,Rps16
Rps24,Rps19,Rps19
Rps18,Rpl23,Rpl23
Rps9,Rps18,Rpl27a
Rpl23,Rps9,Rps18
Rpl27a,Rpl27a,Rps9
Rps29,Rps2,Rps2
Rps2,Rps29,Rps7
Rpl39,Rps7,Rps12
Rplp2,Rpl39,Rps29
Rps7,Rplp2,Rpl39
Rps12,Rps27a,Sell
Rps27a,Rps15a,Rps15a
Rps21,Rps21,Rps27a
Rps15a,Rps12,Rplp2
Rpl32,Rps5,Rps21
Rps5,Rpl32,Rps5
Rpl35a,Rpl21,Rpl32
Rpl26,Rps28,Ccr7
Rps28,Rpl35a,Tcf7
Eef1b2,Rpl26,Rpl21
Rpl21,Eef1b2,Rpl26
Rpl36a,Rpl36a,Rpsa
Rpsa,Rpl10,Rpl35a
Rpl8,Rpsa,Rps28
Rpl37,Rpl37,Rpl36a
Rpl10,Rpl9,Eef1b2
Rps26,Rpl8,Rpl8
Rpl9,Rpl15,Rpl9
Rpl15,Rps26,Rpl37
Rpl18a,Rpl18a,Rpl10
Rpl35,Sell,Eef1a1
Eef1a1,Eef1a1,Rpl18a
Rpl19,Rps23,Rpl19
Rpl36,Rpl28,Rpl15
Rps23,Tcf7,Rps23
Rpl22,Rpl19,Rps3
Rpl28,Rpl35,Rpl36
Sell,Rpl22,Rpl28
Rps27,Rpl36,Rps26
Rpl3,Rps3,Rps27
Rps3,Rps27,Rpl35
Tcf7,Ccr7,Rpl3
Rpl10a,Rpl11,Rpl11
Rps4x,Rpl3,Rps4x
Rpl11,Rpl10a,Rpl22
Ccr7,Rps25,Rps13
Rps25,Rps13,Rpl10a
Rps8,Rps4x,Tpt1
Rps13,Rpl18,Rpl17
Tpt1,Rps8,Rps25
Rpl17,Rpl17,Emb
Rpl18,Rpl30,Rpl18
Rpl30,Emb,Rps8
Rpl37a,Rpl6,Rgs10
Rps6,Rpl37a,Rpl30
Rpl6,Tpt1,Il7r
Emb,Rps6,Rpl37a
Rpl41,Rpl41,Rps6
Rpl38,Rpl38,Rpl41
Rps3a1,Ltb,Rpl6
Rpl14,Rps3a1,Ltb
Rplp0,Rps15,Dapl1
Npm1,Npm1,Rps3a1
Ltb,Lef1,Rpl38
Rps15,Rplp0,Ms4a4c
Rpl5,Il7r,Lef1
Il7r,Rpl14,Rplp0
Lef1,Rpl5,Rpl5
Rgs10,Rgs10,Rpl14
Rpl23a,Rpl23a,Rps15
Rpl34,Rpl34,Npm1
Rps14,Ms4a4c,Bcl2
Rpl7,Rpl7,Nsg2
Rps10,Rps14,Rpl23a
Ms4a4c,Dapl1,Actn1
Tubb5,Satb1,Rpl34
Satb1,Rps10,Rps14
Bcl2,Rpl31,Rpl7
Ly6e,Bcl2,Jun
Dapl1,Tubb5,Satb1
Rps17,Jun,Ssh2
Jun,Ly6e,Tubb5
Fau,Rps17,Fam241a
Ssh2,Ssh2,Rps10
Rpl31,Fau,Ly6e
mt-Nd2,mt-Nd2,Fau
Ptma,Rpl7a,Bst2
Rpl7a,Fam241a,Rpl31
Naca,Bst2,Rps17
Fam241a,Actn1,Fos
Bst2,Nsg2,Rapgef6
Fos,Fos,mt-Nd2
Rack1,Ptma,Cd69
Actn1,Rapgef6,Ptma
Cd69,Naca,Rpl7a
Hsp90ab1,Cd69,Ssbp2
Rapgef6,Rack1,Tmem108
Nsg2,Hsp90ab1,Il6ra
Rpl4,Rpl4,Ighm
Hspe1,Evl,Evl
