wilcoxon,t-test,t-test_overestim_var
Klf6,Ly6c2,Ly6c2
Vps37b,Klf6,Vps37b
Ly6c2,Vps37b,Klf6
Tnfaip3,Tnfaip3,Tnfaip3
Jund,Jund,Jund
Gimap6,Gimap6,Cd28
Rpl24,Cd28,Gimap6
Cd28,Rpl24,Tsc22d3
Tsc22d3,Tsc22d3,Rpl24
Klf2,Ppp1r15a,Dusp1
Ppp1r15a,Cd69,Ppp1r15a
Fos,Klf2,Fos
Cd69,Pnrc1,Cd69
Pnrc1,Jun,Nr4a1
Gramd3,Fos,Gramd3
Rpl18a,Rpl18a,Jun
Jun,Gramd3,Klf2
Ifi27l2a,Dusp1,Gpr183
Rpl27,Ubc,Pnrc1
Dusp1,Rpl27,Rpl18a
Eif1,Eif1,Ifi27l2a
Ubc,Ifi27l2a,Rpl27
Srgn,Clk1,Eif1
Fau,Nr4a1,Ubc
Clk1,Gpr183,Pim1
Gpr183,Srgn,Clk1
Hspa8,Fau,Tagap
Nr4a1,Pim1,Fau
Pim1,Emb,Dennd4a
Rpl36,Rpl36,Srgn
Emb,Tagap,Fosb
Rpl41,Rpl32,Emb
Rps12,Rpl41,Ubald2
Tagap,Rps12,Rpl36
Ubb,Gm8369,Atf4
Hsp90aa1,Hspa8,Rpl41
Gm8369,Rpl27a,Cxcr4
Ddx5,Atf4,Hspa8
Rpl32,Ubald2,Gm8369
Junb,Hsp90aa1,Rpl32
Rpl27a,Dennd4a,Rps12
Atf4,Fosb,Pkm
Fosb,Pkm,Hsp90aa1
Ubald2,Ms4a4c,Rpl27a
Dennd4a,Supt4a,Ms4a4c
Ms4a4c,Ubb,Dusp5
Rpl37,Npm1,Ifngr1
Txk,Junb,Supt4a
Supt4a,Cxcr4,Ubb
Btf3,Rpl37,Rhob
Npm1,Ifngr1,Junb
Rbm39,Txk,Txk
Pkm,Ube2s,Riok1
Ifngr1,Stk17b,Npm1
Ccr7,Ddx5,Ube2s
H3f3b,Dusp5,Ddx5
Hspa5,Riok1,Rpl37
Ube2s,Rbm39,Rnf138
Stk17b,Ccr7,Hopx
Naca,Hspa5,Il2rb
Riok1,Fam241a,Stk17b
Rnf138,Rnf138,Fam241a
Vgll4,Vgll4,Ccr7
Fam241a,H3f3b,Vgll4
Cxcr4,Rhob,Rbm39
Rpl7a,Il2rb,Hspa5
Dusp5,Rps13,Rgs1
Dusp2,Naca,Dusp2
Ugcg,Btf3,H3f3b
Rpl22,Hopx,Ctla2a
Rpl38,Dusp2,Csrnp1
Rps13,Rps9,Btf3
Il2rb,Rpl22,Mxd1
Rps9,Rpl7a,Irf7
Cox8a,Elf1,H1f2
Thy1,Thy1,Naca
Dnajc15,Rpl38,Rps13
Itpkb,Csde1,Thy1
Elf1,Rgs1,Arid5a
B2m,B2m,Rps9
Tra2b,Irf7,Ccl5
Polr1d,Itpkb,Itpkb
Rpl19,Rpl39,Ugcg
Irf7,Ugcg,Rpl7a
Csde1,Polr1d,Elf1
Hopx,Csrnp1,Sidt1
Sidt1,Arid5a,Rpl38
Srsf5,Sidt1,Rpl22
Slc3a2,Dnajc15,Csde1
Hnrnpa1,Slc3a2,Irs2
Bcl2,H1f2,Slc3a2
Arid5a,Ctla2a,Dnajb9
Hnrnpdl,Rpl19,Polr1d
Ccnl1,Mxd1,B2m
Bst2,Hnrnpdl,Rpl39
Rgs1,Tra2b,Dnajc15
Akap13,Bst2,Hnrnpdl
Chd2,Ccl5,Rpl19
Rhob,Ccnl1,Sik1
Rpl39,Bcl2,Bcl2
Rpl29,Dnajb9,Rgs2
Lgals1,Rpl18,Tra2b
Rpl34,Chd2,Bst2
H2-Q7,Irs2,Samd3
H1f2,Sik1,Ccnl1
Rpl18,Ncl,Ctla4
Ccl5,Lgals1,Lgals1
Dnajb9,Selenok,Per1
Ier2,Hnrnpa1,Bend4
Sfpq,Cox8a,Maff
Selenok,Rgs2,Chd2
Tra2a,Srsf5,Cblb
Csrnp1,Cblb,Coq10b
Fam107b,Coq10b,Odc1
Sub1,Fam107b,Selenok
Rgs2,Sfpq,Rpl18
Cd53,Ier2,Cox8a
Rps2,Akap13,Cks2
Sik1,Tra2a,Hnrnpa1
Ly6a,Bend4,Nfkbiz
Traf1,Per1,Gm4707
Cblb,Nfkbiz,Fam107b
Coq10b,Odc1,Srsf5
Mxd1,Rpl34,Lcn4
Ctla2a,Rpl29,Ncl
Ncl,Rps2,Sfpq
Ms4a6b,Cks2,Eomes
Nfkbiz,Traf1,Traf1
Pabpc1,Ctla4,Tra2a
Eif3m,Sh2d2a,Ier2
Sh2d2a,Zfp622,Rbbp8
Mcl1,Ly6a,Atad2
Hexim1,Samd3,Zfp622
Atad2,H2-Q7,Akap13
Rpl11,Lcn4,Kpna1
Plac8,Gm4707,Gzmm
Zfp622,Atad2,Sh2d2a
Satb1,Hexim1,Hexim1
Taf1d,Rps21,Cxcr3
H2-D1,Maff,Rpl29
Irs2,Eomes,Sqstm1
Dusp11,Kpna1,Rpl34
Adgre5,Sqstm1,Map3k8
Ssh2,Taf1d,Rps2
Rps21,Mcl1,Tgif1
Kif1b,Cxcr3,H2-Q7
Odc1,Rbbp8,Ccl4
Sf3b1,Ms4a6b,Bcl2l11
Rbm3,Pabpc1,Ly6a
Sqstm1,Bcl2l11,Crybg1
Ythdc1,Frat2,Nr4a2
Fus,Ddx24,Frat2
Cks2,Sub1,Kdm6b
Rhoa,Cd53,Gem
Frat2,Tgif1,Taf1d
Smchd1,Kif1b,Kif1b
Plcxd2,Kdm6b,Plcxd2
Kdm6b,Dusp11,Icos
Ddx24,Plcxd2,Fosl2
Trbc2,Adgre5,Nt5e
Eef1d,Rpl11,Xcl1
Klhl6,Eif3m,Nr4a3
Nfkbia,Map3k8,Oasl2
Bend4,Crybg1,Zbtb10
Eif3f,Satb1,Adgre5
Eif4a2,Icos,Ms4a6d
Kpna1,Plac8,Ifrd1
Ftl1,Ifrd1,Ahnak
Samhd1,Fosl2,Mcl1
Btg1,Smchd1,Rps21
Lcn4,Sf3b1,Klrc2
Bcl2l11,Klhl6,Ddx24
Smad7,Gzmm,Sub1
Per1,Tut4,Cd53
Uqcrh,Nr4a2,Dusp11
Ptpn22,Ythdc1,Atg2a
Tut4,Ssh2,P2ry10
Dnaja1,Ccl4,Ms4a6b
Ifrd1,Ahnak,Lilr4b
Gm4707,Map1lc3b,Plac8
Ube2d3,Eef1b2,Ccr5
Eif3e,Nfkbia,Klhl6
Eomes,Hscb,Hscb
Il4ra,Oasl2,Pabpc1
Tgif1,Ms4a6d,Plek
Gzmb,Nr4a3,Izumo1r
Hmgb2,Gem,Rpl11
Map1lc3b,Nt5e,Klhdc2
Rps3,Ube2d3,Eif3m
Mrpl30,P2ry10,Mapre2
Pold4,Llph,1700025G04Rik
Llph,Samhd1,Smchd1
Hscb,Klhdc2,Il18rap
Taf7,Ptpn22,Ythdc1
Birc2,Atg2a,Nfkbia
Klhdc2,H2-D1,Serpinb6b
Ranbp2,Fus,Lamb3
Ddx3x,Eif4a2,Satb1
Icos,Gzmb,Ssh2
Avl9,Rhoa,Rnf157
Rlim,Zbtb10,Tut4
Nabp1,Dazap2,Klre1
Mrpl52,Xcl1,Gzmb
Rexo2,Il4ra,Cd44
Cxcr3,Lamb3,Il4ra
Cytip,Serpinb6b,Sf3b1
Sfr1,Mrpl52,Map1lc3b
Gnl3,Mrpl30,Llph
Dhx9,Eef1d,Samhd1
Fosl2,Uqcrh,Ptpn22
Irf1,Avl9,Fus
Dazap2,Pold4,Myb
Zbp1,Taf7,Pglyrp1
Zfp36,Ranbp2,Avl9
Pfkp,Nabp1,Nfkb2
Crybg1,Rps3,Taf7
