,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.575663,-2.1361868381500244,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.4990125,0.2938193678855896,True
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.5598569,-1.6030330657958984,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.5654606,-0.6228572130203247,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,0.57233614,0.13412725925445557,True
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,8.285984,-2.212836742401123,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.42539695,0.6167165040969849,True
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.4447314,-0.7444045543670654,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.003983976,-2.4678115844726562,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,5.8662524,-5.900814056396484,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.14535408,-3.062594413757324,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.13810569,0.7791855931282043,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.46940136,-0.8947980403900146,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,58.387127,-1.030958890914917,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.28967264,-0.7138990163803101,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5975439,-0.8135830163955688,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.06628131,-3.963512897491455,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,0.9221509,0.34768229722976685,True
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,2.7754478,0.3089955449104309,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.44689927,-1.525010585784912,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.0430523,-1.0433640480041504,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.6370298,-0.6487268209457397,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.9711995,-0.2942928075790405,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.9725579,0.5646971464157104,True
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.6423695,-1.5010507106781006,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.35551864,-0.9080120325088501,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.9122636,-0.5794669389724731,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.028248394,-8.775729179382324,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.6923658,0.013378143310546875,True
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.94162816,-0.5943543910980225,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.8362451,-0.8590140342712402,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.055665027,-0.8309453725814819,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,2.2683828,-0.6905994415283203,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,17.106379,0.6317689716815948,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.51790917,-1.1124424934387207,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.43217903,-0.642562747001648,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.20126675,0.013750195503234863,True
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,2.1977499,-1.1097135543823242,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.3571348,-1.6497485637664795,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.4287436,-0.39323437213897705,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.6487521,-0.5812147855758667,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,4.360004,-0.6021037101745605,False
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,7.2709055,-2.212994337081909,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.94602734,0.5274147093296051,True
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,1.5059457,0.12147736549377441,True
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.29048464,-0.5141123533248901,False
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.4843272,-0.8058507442474365,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.60694605,-0.6331337690353394,False
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.7200868,-0.6311880350112915,False
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.3133848,-1.881173849105835,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,9.62153,-0.09675729274749756,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.29355243,-1.1762828826904297,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.03869174,-0.16186141967773438,False
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,0.5037501,-0.5488719940185547,False
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,10.591435,-0.536653995513916,False
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.2835929,-0.7109586000442505,False
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,2.412417,-0.2216506004333496,False
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.2082143,-3.2776832580566406,False
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.29186606,-0.6962136030197144,False
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,1.0252348,-0.27181553840637207,False
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.47905532,-0.4231147766113281,False
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,1.870039,-2.3154563903808594,False
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.44825932,-0.09438931941986084,False
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,3.1379893,-5.30790901184082,False
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,14.286379,-8.592604637145996,False
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.40285954,-0.4841986894607544,False
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,3.5914626,0.19838660955429077,True
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,1.5138421,-6.573729991912842,False
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.5920149,0.043866872787475586,True
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,0.9924212,0.618783563375473,True
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.30888483,-1.5267970561981201,False
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,7.1677265,-2.0986945629119873,False
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.4606499,-0.9823589324951172,False
Kansl1l,ENSMUSG00000026004,1,66817562,66719248,-,-0.022,5.5167627,-2.296910524368286,False
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.2298,0.1343661,0.27710264921188354,True
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,-0.0089,0.5790162,-0.7195726633071899,False
