wilcoxon,t-test,t-test_overestim_var
Lgals3,Lgals3,
Ifi27l2a,Lman2,
Rpsa,Ndufa8,
Zbtb32,Lgals1,
Lpgat1,Prelid1,
Trdc,Ifi27l2a,
S100a6,Smdt1,
Rps2,Tkt,
Lgals1,Slc25a3,
Cd9,Rexo2,
Tox,Smarca5,
Tnfrsf9,Tmem160,
Atp6v1a,Myo1g,
,Arap2,
,Cox5b,
,Rab5if,
,S100a6,
,Swi5,
,Ybx1,
,Pfkp,
,Dynll1,
,Clic1,
,Chic2,
,Cd9,
,Rom1,
,Zbtb32,
,Atpif1,
,Pdia3,
,Polr2m,
,Gzmb,
,Anxa2,
,Cenpa,
,Atp5pb,
,Cwc15,
,Efhd2,
,Lrmp,
,Ppp1r35,
,Prdx5,
,Lpgat1,
,Prdx1,
,Gapdh,
,Pim1,
,Lsm6,
,Ly6a,
,Hif1a,
,Tox,
,Atp5a1,
,Def6,
,Cd48,
,Atp6v1a,
,Nudt21,
,Rtn3,
,Mtch1,
,Ctsd,
,Cct7,
,Eif3i,
,Uchl3,
,Esyt1,
,Atp5d,
,Sec61b,
,Rpa1,
,Serinc3,
,Rap1a,
,Rps2,
,Rnh1,
,Prkar1a,
,D8Ertd738e,
,Atp5c1,
,Sec61g,
,Serpinb6b,
,Cox4i1,
,Top1,
,Tmed5,
,1810037I17Rik,
,Tnfrsf9,
,Hsp90aa1,
,1700017B05Rik,
,Crip1,
,Rpl10,
,Sms,
,Pstpip1,
,Trdc,
,Rps20,
,Plek,
,Sri,
,Rpl35,
,Ewsr1,
,Casp3,
,Tmed3,
,Spcs2,
,Dph3,
,Cnih1,
,Arpc1b,
,Micos13,
,Mcm4,
,Ndfip1,
,Rilpl2,
,Pycard,
,S100a4,
,Ucp2,
,Eif2s2,
