,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.6901818,-0.6964551210403442,False,,,,,,,,,,,,,,,
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.561642,-0.16639459133148193,False,,,,,,,,,,,,,,,
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.7192967,-0.6650636196136475,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.2800803,0.14907532930374146,True,0.4075596239751229,1.118291255099085,0.3469725156446557,10.893645223838316,0.20779896341264248,0.103154756128788,0.23455661535263062,0.2789773009964141,0.0,0.0,0.34979071759743774,0.2688365304436578,0.6593476476725832,0.6009730713367243,1.936485316203178
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3957024,-0.5505775213241577,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.609587,-5.972609519958496,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.49145937,-0.9792033433914185,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.6769202,-0.5576733350753784,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.008014362,-7.105602264404297,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.976459,-6.283016204833984,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.087920815,-0.31778502464294434,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.14074259,0.6930566728115082,True,2.8444610053227666,4.812631905815887,0.6299938900404036,9.501969707468662,0.06762718096375465,0.18782354891300201,1.312292218208313,0.525946082404706,0.0,0.0,0.492997263694224,0.5323171802706352,3.6838018479917585,0.1538783065527418,1.3826383020062085
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.5560032,-0.5684940814971924,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,20.050543,-1.4840092658996582,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.24005497,-0.780264139175415,False,,,,,,,,,,,,,,,
