X_paga1,X_paga2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,paga1,paga2,velocity_paga1,velocity_paga2
41537.15466691175,53171.72041625287,11.993598,0.58347553,-0.7521812,3.2551672,1.2810451,-2.3651793,-4.5237465,-1.8264693,0.24322686,0.31088528,4.533274,-0.26979545,-4.074821,-1.613632,0.4217153,-1.2386302,-0.21534152,3.3542235,-1.1776944,-1.9300051,1.1586875,1.422859,-1.6669178,-1.9729236,0.6795881,0.29316622,0.20401321,-0.7118582,0.07973556,0.4856649,41537.15466691175,53171.72041625287,393.0458763115553,-376.5404444802717
-8402.621848549532,53880.26592252071,5.9857106,-4.931567,-1.4196001,0.27296034,5.020415,0.8241101,0.7561843,0.85491425,3.4168723,-1.718753,1.4428371,1.892602,-0.44998658,-2.1019468,0.5632374,-0.24226765,-1.3382771,-0.67011595,1.2196394,-0.13138232,0.6580549,0.13703118,0.5252474,-0.93904203,1.1721301,0.37576723,-0.8030318,0.028107395,1.1985756,1.8066826,-8402.621848549532,53880.26592252071,-840.9305801386164,-673.3923015085358
-55337.55740362298,-5402.641069632329,-3.4645736,-8.998427,-0.20413493,-1.8197777,-4.351545,5.2741203,-0.6865795,-0.46000832,0.48328295,-0.7545615,-0.23341219,0.26754844,-0.2629716,0.34961972,-2.7542536,-0.5477731,0.5945036,-0.03016153,0.6396205,1.0945472,0.85920024,-0.04874725,-0.39415774,-0.43545517,1.2591357,-0.66116506,-0.4693395,-1.1346613,-0.6476381,-0.30755746,-55337.55740362298,-5402.641069632329,-160.28227615743205,-117.15808643826706
43723.3679313671,55636.62119023887,10.922032,-3.3468704,0.5830281,6.853382,-0.03436588,-1.2055002,-0.74076515,1.0419903,1.6467457,-4.0839195,-0.2733074,0.70061815,0.73791575,-0.5309314,0.39661905,0.4592145,-0.74553615,1.1327903,0.63828444,-0.39083135,-0.7021926,0.113452315,1.4246018,1.8407637,1.178298,-1.0681392,-0.34295008,-0.11832017,-1.1512759,-0.20931968,43723.3679313671,55636.62119023887,653.901075149308,-231.19623408648818
10530.49445572625,-13158.01591250058,17.28861,7.969041,2.6028962,-4.7039905,-4.153327,-0.6617977,0.30441523,0.8279377,-1.8753014,-0.5650885,-1.1526395,-0.021669034,0.60994685,-0.015229925,0.3300033,-0.07014251,0.10437056,0.38709295,-1.294791,-0.6997731,0.11459084,-0.818203,0.22678961,0.3729449,0.86833024,-0.28172007,0.041617148,0.1940835,0.63900685,0.0503168,10530.49445572625,-13158.01591250058,-452.95894111580225,367.3889751275752
-68149.99569250259,9436.999768700472,-5.7857895,-8.266912,1.4611764,-1.2595854,0.50532854,0.69707143,-0.06302842,-0.7902869,-0.7987621,-0.047606952,1.978395,-0.7002277,-0.018051526,3.4271135,2.9729352,-0.09821299,-0.7937899,-0.79444474,-1.9803888,-1.2119098,-0.47846338,-3.2336886,-0.18677051,-1.4774493,0.3808023,1.1034381,0.782982,-0.8645756,1.0153077,-1.4694164,-68149.99569250259,9436.999768700472,-383.19324445980675,-262.9280803725104
11871.277676727237,-20928.864690491588,17.975687,11.209603,3.8732436,-6.7126746,-4.712038,-0.760361,0.33244967,0.6390977,-2.6299303,-1.7707249,-1.4859279,-1.1613313,0.23827496,0.4037417,1.0405666,0.23597232,0.4247358,0.9431586,-1.2533424,-0.3392323,-1.3982955,-0.9235763,0.326691,0.31970552,0.46223786,-0.6808358,-0.01275651,-0.18987527,0.6246252,-0.9958279,11871.277676727237,-20928.864690491588,-349.2972339491215,69.58745537595816
46625.56798257875,53483.866502221295,13.178252,-1.2880951,-0.5784461,4.7126718,-2.5942993,-1.9857192,0.17603837,2.222626,1.1658331,-3.2680562,1.0777237,-0.42034546,-1.3282092,0.014703733,-0.6080407,-0.45460203,0.551557,0.3145034,0.5773085,-0.08103294,-2.6105037,-1.050774,1.4053699,1.5503086,-1.1861975,-0.4164887,-0.88881415,-1.686977,0.20831747,-0.78027296,46625.56798257875,53483.866502221295,521.5238821002268,-231.855775988332
-82447.96674632767,2213.6567448320766,-9.789562,-7.0401945,8.162659,2.148868,-0.70983845,0.22491665,3.0895672,-0.57856166,2.2382476,1.141125,-0.8528575,-0.6856029,0.37189344,1.1321036,1.1345778,-1.8803153,-0.43121877,-0.6269412,0.32943135,-1.0236034,0.83348006,0.8998165,-2.1774309,0.23974063,-0.2611196,-0.26774094,0.8535241,1.3289582,1.749863,-1.2064976,-82447.96674632767,2213.6567448320766,59.219663706264946,-266.79164736979914
8718.510556020106,40795.54665497975,16.399137,2.5677857,0.7349487,-1.170881,1.325604,-0.7266096,-0.67494655,-0.5615265,2.5959952,-0.09988699,0.5613192,0.41485018,-0.4526366,0.5370961,0.028550876,-0.4612047,0.49843448,-0.6747211,-0.1077048,-0.4528693,-0.4945858,0.10803161,-0.41831762,0.47357026,0.31827217,0.7463295,1.5771843,0.48634562,-0.35715327,0.5435675,8718.510556020106,40795.54665497975,380.2266979768705,-89.75509427934819
