wilcoxon,t-test,t-test_overestim_var
Top2a,Top2a,Top2a
Prc1,Prc1,Prc1
Aurkb,H1f5,H1f5
Nusap1,Aurkb,Nusap1
Cdk1,Cdk1,Aurkb
H1f5,Nusap1,Cdk1
Kif11,Kif11,Kif11
Incenp,Incenp,H2ac8
Hist1h2ap,H2ac8,Hist1h2ap
H2ac8,Hist1h2ap,Incenp
Esco2,H1f4,Esco2
H1f4,Esco2,H1f4
Bub3,Bub3,Kpna2
Kpna2,H4c4,H4c4
H4c4,Smc4,H2ac20
Smc4,Kpna2,Bub3
H2ac20,H2ac20,Cdca2
Mis18bp1,Aurka,Ccnf
Ccnf,Cdca2,Aurka
Cdca2,Ccnf,Mis18bp1
Aurka,Mis18bp1,Smc4
Cdkn2c,Spc25,Spc25
Spc25,H2ax,Cdkn2c
Sgo2a,Sgo2a,H2ax
H2ax,Ncaph,Sgo2a
Fbxo5,Cdkn2c,Ncaph
Ncaph,Fbxo5,Fbxo5
H3c3,Ezh2,H3c3
Ezh2,Cdca5,H1f1
Mki67,H3c3,Cdca5
Tuba1b,Spdl1,Spdl1
Cdca5,H3f3b,Plk1
Spdl1,Kif22,Ezh2
H1f1,Plk1,H2ac4
Kif20b,Kif20b,Cenpf
H3f3b,Cdc25b,Kif22
Kif22,H1f1,H3f3b
Samd1,Cenpf,Kif20b
Plk1,Samd1,Cdc25b
Mxd3,Calm2,Samd1
Arl6ip1,Mxd3,Mxd3
Cdc25b,Arl6ip1,Arl6ip1
Cenpf,Npm1,Kif18b
Ckap2l,H2ac4,Cdkn2d
Tubb5,Cdkn2d,Mki67
Kif18b,Rps27a,Calm2
H2ac4,Kif23,Kif23
Cenpl,Hjurp,Npm1
Calm2,Ndc80,Hjurp
Cdkn2d,Mki67,Ndc80
Ect2,Kif18b,Ckap2l
Sgo1,Ckap2l,Fzr1
Kif23,Tuba1c,Anln
Smc2,Fzr1,Tuba1c
Fzr1,Kif15,H2bc18
Ndc80,Nuf2,Pbk
Hjurp,Smc2,Espl1
Espl1,Tuba1b,Cenpl
Npm1,Ect2,Ect2
Nuf2,Espl1,Nuf2
H1f3,Shcbp1,Kif15
Tmpo,Cenpe,Rps27a
Tuba1c,Pbk,Cenpe
Cenpe,Cenpl,Smc2
Prr11,Sgo1,Hist1h2an
Aspm,H2bc18,Tuba1b
Pbk,Anln,Sgo1
H2bc18,Ubb,Shcbp1
Kif15,Rpl23,H3c6
Shcbp1,Tmpo,Ube2c
Kif14,Aspm,Aspm
Rps27a,Dnmt1,Rpl23
Kif18a,Rpl13,Depdc1b
H3c6,Ncapg,Ncapg
Anln,Hist1h2an,Ubb
Rpl23,Rps9,Kif18a
Ube2c,H3c6,Tmpo
Cdca4,Stag2,Prr11
Spag5,Rps20,H1f3
Ncapg,Frg1,Dnmt1
Oas3,Kif18a,Cdca4
Ttk,Prr11,Rpl13
Ccng2,Ube2c,Stag2
Dnmt1,Smarcc1,Gtse1
Stag2,Akirin2,Kif14
Foxm1,H1f3,Ttk
Pclaf,Rplp1,Rps9
Depdc1b,Cbx5,Knl1
Cep57,Depdc1b,Akirin2
Meaf6,Cdca4,Smarcc1
Knl1,Knl1,Cbx5
Akirin2,Rps23,Gm10184
E2f8,Atad2,Frg1
Kifc1,Cep57,Atad2
Frg1,Kif14,Cep57
Ube2t,Rpl15,Rplp1
Arhgap11a,Trir,Spag5
Neil3,Rrm1,E2f8
Mastl,Ctcf,Rps23
H1f2,Clspn,Rrm1
Kif2c,Tubb5,Clspn
Cit,Rpl36,Rps20
Traip,Rpl3,Tubb5
Lap3,Ttk,Meaf6
Ticrr,Ncapd3,Trir
Rpl3,E2f8,H2ac10
Atad2,Gtse1,Rpl15
Cxcr4,Spag5,Ncapd3
Rpl13,Brd8,Kif4
Rps2,Rpl8,Ctcf
Rrm1,Meaf6,Cit
Trir,Ubc,Brd8
Lrr1,Eef1a1,Ube2t
Kif4,Rpl27a,Rpl36
Brd8,Rrm2,Brip1
Gtse1,Cit,Ska1
Hsp90ab1,Eef1b2,Rpl3
Ctcf,Kif4,Hyls1
Hsp90aa1,Ska1,Neil3
Cbx5,Rbm25,Lrr1
Brip1,Ube2t,Rrm2
Stil,Fbl,Ubc
Taf5,Plk4,Rpl27a
Pole,Tpx2,Foxm1
Smarcc1,Fabp5,Fabp5
Ska1,Foxm1,Tpx2
Ubb,Ncapg2,Eef1a1
Hist1h2an,Ipo5,Rpl8
Ncapd3,Rps18,Ckap5
Rbl1,Brip1,Mastl
Ncl,Rpl6,Ncapg2
Cad,Tyms,Kifc1
Hyls1,Gpx4,Plk4
Hirip3,Ckap5,Ipo5
Rps9,Lrr1,Lap3
Ubc,Neil3,Ccnb1
Rpl15,Hspe1,Tyms
Haspin,Arhgap11a,Oas3
Polh,Rpl9,Rbm25
Rps20,Kifc1,Kif2c
Eef1a1,Hyls1,Arhgap11a
Ncapg2,Tk1,Eef1b2
Tpx2,Lap3,Tk1
Clspn,Cks2,Rpl9
Plk4,Suz12,Ticrr
Setd1b,Mastl,H1f2
Tyms,Hsp90aa1,Hspe1
Mcph1,H1f2,Fbl
Ubap2,Rps5,Rps18
Ckap5,Kif2c,Hsp90aa1
Msi2,Hsp90ab1,Stil
D030056L22Rik,Ccnb1,Taf5
Sass6,Ssrp1,Cks2
Fabp5,Stag1,Cxcr4
Cks2,Rbl1,Rbl1
Trim37,Gm10184,Rpl6
H2bc11,Ncl,Hsp90ab1
Rrm2,Oas3,H2bc11
Pola1,Baz1b,Ncl
Rpl8,Hnrnpu,Gpx4
Ercc6l,Rps2,Suz12
Bub1,Runx3,Stag1
Oip5,Pola1,Pola1
Ska3,Ticrr,Fam83d
Rad51ap1,Stil,Traip
Atl2,Taf5,Bub1
Ccnb1,H2ac10,Ssrp1
Ybx1,Pa2g4,Rps5
Bora,Bub1,Bub1b
Ipo5,Tcerg1,H4c8
Hspe1,Smc6,Pa2g4
Rplp1,Rps4x,Baz1b
Eef1b2,Traip,Runx3
Rbm25,Ubap2,Tcerg1
Sin3a,Smc1a,Ubap2
Rps23,Hmgn1,Hmgn1
Smc1a,Tubb4b,Rad51ap1
Gen1,Bub1b,Ccna2
Slc25a39,Ccna2,Rps4x
Stag1,Cxcr4,Hirip3
Nop9,Ankrd44,Cad
Bub1b,Rps3a1,Tubb4b
Fbxl14,Plec,Rps2
Ube2s,Rpl11,Rps3a1
Mtfr2,Smchd1,Smc6
Bard1,Hirip3,Hnrnpu
Ska2,Rad51ap1,Smc1a
Smco4,Asf1b,Oip5
Mecr,Txndc9,D030056L22Rik
Hspd1,H2bc11,Ercc6l
Ssrp1,Nipbl,Haspin
Gsto1,Cse1l,Asf1b
Mis18a,Rps15,Plec
Rps3a1,Mpp6,Shmt2
Cse1l,D030056L22Rik,Rpl11
Tcerg1,H4c9,Cse1l
Rplp0,Pgp,H4c9
Ankrd44,Shmt2,Ska3
