wilcoxon,t-test,t-test_overestim_var
Rps2,Stmn1,Pclaf
Tuba1b,Pclaf,Birc5
Hsp90aa1,Tuba1b,Cks1b
Tubb5,Cks1b,Stmn1
Ptma,Ptma,Ccnb2
Ran,Birc5,Tuba1b
H2az1,Rps2,Cdca8
Stmn1,Tubb5,Ccna2
Pclaf,H2az1,Mki67
Ube2s,Ran,Rrm2
Cks1b,Ccnb2,Spc24
Birc5,Ube2s,Cdca3
Rrm2,Mki67,Ptma
Ccnb2,Hsp90aa1,Tpx2
Mki67,Cdca8,Smc2
Tubb4b,Rrm2,Tubb4b
Tpx2,Ccna2,Lig1
Cdca8,Tubb4b,Kif15
Cdca3,Spc24,Ran
Ccna2,Smc2,Gmnn
Dut,Dut,Top2a
Spc24,Hmgn2,Tubb5
Smc2,Cdca3,Asf1b
Lmnb1,Lmnb1,Rps2
Hsp90b1,Gmnn,H2az1
Hmgb1,Hsp90ab1,Hmmr
Hsp90ab1,Tmpo,Hmgb2
Ybx1,Hmgb2,Hsp90aa1
Anp32b,Lig1,Dut
Ppia,Nucks1,Cdk1
Ccnb1,Hsp90b1,1500009L16Rik
Cdk1,Rpl41,Lmnb1
Rps17,Tpx2,Tacc3
Ube2c,Anp32b,Ube2s
Hmmr,Mcm5,Kif11
Top2a,Ppia,Mcm5
Hmgb2,Hmgb1,Rrm1
Hmgn2,Hnrnpab,Ccnb1
Gmnn,Cks2,Cenpe
Kif11,Top2a,Ube2c
1500009L16Rik,Cenpa,Hmgn2
Cep55,Selenoh,Fabp5
Kif15,Pdia6,Tk1
Tmpo,Rrm1,Tmpo
Ranbp1,Alyref,Shcbp1
Cenpe,1500009L16Rik,Rfc4
Nucks1,Hspd1,Dlgap5
Cks2,Mcm3,Cdc20
Eif5a,Asf1b,Mcm3
Hspd1,Pcna,Tyms
Tk1,Kif15,Rad51
Tacc3,Dbi,Cks2
Gapdh,Ywhah,H1f5
Lig1,Ranbp1,Plk1
Asf1b,Ezh2,Nusap1
Nme1,Nme1,Uhrf1
Cdc20,Anp32e,Clspn
Rrm1,Tyms,Ccdc34
Bub1,Mcm7,Hsp90ab1
Fabp5,Ddx39,Mcm7
Dlgap5,Tacc3,Cep55
Rad51,Rps17,Knl1
Rpl41,Sdf2l1,Hsp90b1
H1f5,Canx,Cenpa
Nusap1,Rfc4,Bub1
Clspn,Cdk1,Cenpm
