paga1,paga2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_paga1,X_paga2,velocity_paga1,velocity_paga2
8718.510556020106,40795.54665497975,17.85832,-0.18691717,-0.5331571,0.62700784,-1.2973398,-0.30622044,-0.10481704,0.26032805,-0.06272794,0.4133853,-0.9363061,-0.49074462,-0.20583808,-0.4892408,-0.973551,0.3385132,0.7954587,0.8310179,-0.19686279,0.2288214,0.004497435,-0.022627674,-0.47491542,-0.51537627,0.72646934,-0.08426897,-0.7746587,0.48826805,-0.36192837,-0.059568923,8718.510556020106,40795.54665497975,238.87859200058034,-196.03262105583394
7921.707387329347,42252.66080139783,17.668882,0.18675475,-3.043343,2.1401896,-0.43560308,-1.701436,1.0601244,-0.38840643,0.77740955,-0.39770067,-1.0187376,0.25208047,0.20469017,-1.0844204,-1.0851434,0.6047254,0.33716795,0.42550546,-0.21007213,-0.30486217,0.36681882,0.05470528,-0.19195409,0.3655848,0.72799295,-0.11437541,0.6700119,0.03874213,-0.03751019,-0.58793527,7921.707387329347,42252.66080139783,191.21108116819883,-95.8269008088238
-31140.41290757395,4538.502706752906,-6.593325,1.2118217,4.679672,1.513529,-0.22795084,-2.8186784,-1.8459016,-1.7754228,0.799757,-3.6307356,1.7601787,-0.9326058,-0.24055639,-0.6776008,-1.6489233,-0.14531997,-2.1292284,0.2681964,0.45011592,1.5291404,1.662101,0.9801033,-0.9199672,-1.1018778,-1.5668279,-0.11505705,-0.084135145,0.73723465,1.3023137,-2.6524673,-31140.41290757395,4538.502706752906,-29.247155476071867,-251.62494015007292
28879.35969065589,49964.291063302284,13.752093,1.2890525,0.03174051,1.9773324,-0.5833614,1.7362467,-1.4721752,3.3421147,2.0863454,0.7304817,1.800483,-2.223203,0.37628418,0.50811166,0.03322808,2.1018765,1.9283701,1.5305977,0.909964,0.09886822,-1.7933129,-1.1553303,0.19635883,-0.5502703,-0.86261886,-0.02943734,0.3934918,0.17688982,-0.71318954,0.6427705,28879.35969065589,49964.291063302284,73.81573151899113,41.16542827113547
2178.8727587435,49968.81202171038,11.045414,-2.8501751,2.5102909,-0.057038512,1.7969542,2.3598433,-0.77081126,-0.06575023,-1.6292671,1.2847403,0.7338957,0.63476276,0.32242486,0.4971007,-0.6351292,0.5052924,-0.81758267,-0.60854757,-0.2044949,0.033167295,0.7359614,0.69590867,-0.16079272,0.2418085,0.67481357,-0.58049625,-0.78764814,-0.21092406,0.60198736,0.030391198,2178.8727587435,49968.81202171038,-365.7873808601458,-177.3064909135832
-27345.6123157506,7786.626307588358,-5.745999,-1.8664613,4.7115993,-0.13466293,-1.7703215,5.509625,0.4954791,-3.054566,-0.32351977,1.1536512,3.4783082,1.0825546,-1.0773427,0.33021533,-1.4728242,2.033287,-0.0763603,0.7769777,0.021263829,-2.4337845,0.006414105,0.5358481,-1.9480281,-0.45727694,0.7222981,0.3870081,-1.7982935,-0.994357,0.52669704,-1.5879352,-27345.6123157506,7786.626307588358,-132.3813547102303,-600.937533010045
39045.7351991646,58073.662480037536,11.473377,-0.66659033,1.5930439,0.91457546,5.2189956,2.1741629,-4.4740267,3.3669314,0.9934984,0.9147736,-1.530283,-1.0964307,3.0223134,-1.793552,-1.5934505,1.747795,-0.671243,1.3635019,1.162161,0.8055449,-1.5770948,-0.30849084,-0.5425369,-0.4529767,-0.7368515,-0.69359046,0.46219298,0.17405069,-0.22176236,0.7302804,39045.7351991646,58073.662480037536,-18.605036727788264,79.78558992065615
6620.4756147883145,49225.722445823,17.84269,-0.7853763,0.09954244,0.7342414,-0.11971753,0.42694137,-0.23641282,-0.7805223,0.089666665,-2.6664522,0.29739606,-0.6618182,-1.7008705,0.7806248,-0.45087948,-0.63147664,1.4111226,0.4392322,-0.7836754,-0.12294885,1.5673699,1.2656024,0.04911079,-0.30582407,0.8987531,0.2701421,-0.06232692,-0.5989206,0.5828141,0.6016781,6620.4756147883145,49225.722445823,56.60867541990222,54.728397078450406
17814.744736591045,70181.09705139716,15.559015,1.9473749,3.540471,-6.048108,-3.8025508,-3.2702549,-0.97292465,1.8116871,1.6120969,-1.8822149,0.5085823,1.0996431,-1.6712844,-0.5445107,3.1708345,0.7796252,-0.4714282,0.80860436,-1.5269438,-0.6945441,0.38253325,0.23310009,-0.07778885,0.62034094,0.1492542,1.1758293,-0.06938941,0.07635609,0.68684644,-0.3751448,17814.744736591045,70181.09705139716,-239.3845214137904,2.6257728408596166
8717.400577101309,64083.14800605989,12.507414,-0.5908293,2.3349733,-0.6634522,-0.7466149,0.3577173,-1.2005311,-1.1491398,-0.044649776,0.53612834,-0.77265805,1.5324081,0.6152361,0.31643978,-1.6564221,-1.9850062,-0.35895336,-0.9707734,-1.6137526,-0.0091279615,0.07717831,0.5497225,0.28125736,-0.09109083,0.14699896,0.002212529,-1.7561333,0.7030854,0.501163,0.24611895,8717.400577101309,64083.14800605989,-261.7934663635022,-116.9271236099658
-26987.362411625865,15570.210655472743,3.127518,-7.3953533,3.5921214,-0.26102936,1.748041,2.7346795,-0.5695383,1.0481488,0.097252846,-0.75112444,-0.35772896,-1.1132305,2.2317197,-1.6519692,1.2243339,1.0353354,0.66716796,-0.7092934,-0.34644854,0.006416941,0.10780214,2.1440287,0.07416306,2.1628482,-1.5672528,-0.5829356,-0.30378973,-0.4436315,-0.34799927,-0.052453905,-26987.362411625865,15570.210655472743,-979.3009544011223,-589.3556212538017
-51390.196478931015,12524.678344345106,-5.3490043,1.1416268,0.65092236,-4.15616,2.3296566,3.564213,-1.3212588,-3.305226,0.7835675,-3.6294477,2.0455518,-0.31579575,-3.5087779,-0.89078546,-0.3702088,2.6511633,2.043913,0.93766654,-1.9650798,0.6672839,-2.8683097,3.303476,0.68503535,0.010876754,-0.46176818,0.29685915,-0.016460123,1.9743923,-1.7315929,0.7449602,-51390.196478931015,12524.678344345106,-280.376793536077,-308.6624211474423
-30267.0108265447,12842.876531621348,-5.49712,-3.37977,3.985882,-2.973799,-0.5654376,4.395911,1.0069705,-1.9477583,-0.43313816,-1.9750396,0.06466594,1.7324287,0.23227589,0.37222803,-0.35915682,0.7274505,0.48709276,-1.6412528,0.827758,0.075552985,-0.40771887,1.3136905,0.118224025,0.35150316,-1.611889,-0.31529906,0.27061784,-0.6438801,-0.58910346,-0.18908393,-30267.0108265447,12842.876531621348,-427.5314690715785,-741.0844940561846
8493.625810663023,45802.670799478095,16.930492,-0.15718454,1.2513233,-0.86482424,-1.091415,0.5043052,0.36428156,1.064574,-0.35803288,-0.5353929,-0.40183127,-0.36014685,-0.575851,-0.49532655,-0.7062208,0.29834944,1.6129001,-0.6047771,-0.82035077,-0.069428176,0.048004076,0.9507309,0.64470106,0.26390263,1.1200527,0.17451017,-0.03741835,-0.14619245,-0.42485088,0.38704893,8493.625810663023,45802.670799478095,15.365447963284073,-6.202616102875753
-23755.536300507763,12318.230478334435,11.608365,-4.6755567,1.4323742,1.5460941,-0.2297086,0.73805034,1.1219327,1.6769928,1.0730779,-0.4154089,0.6299241,0.65300995,-1.5442252,-0.7372667,-0.5646121,-1.085966,0.8703843,0.9882798,-0.4349712,0.7283065,-0.37772036,-0.22314711,0.43094385,-0.10352424,0.4550768,0.30162346,-0.033764753,-0.18731947,-0.40399504,-0.626325,-23755.536300507763,12318.230478334435,-45.05125025240359,-120.31696176863522
24125.464937351397,62590.539183586574,15.907,4.7161803,-0.99753886,2.6360552,-0.35517025,-1.0419166,4.381277,-0.62713593,0.52881944,-1.5704997,-1.0620996,0.089934014,-0.35297072,-1.3259733,0.0085060485,-0.4006101,0.678614,0.3764471,1.0520514,0.1346907,-1.5641203,0.7440046,1.1070693,1.0342823,-0.7727523,-0.39656466,0.5763696,-0.8496953,-0.8830263,1.7441188,24125.464937351397,62590.539183586574,38.18083837436953,-226.47892996868637
16989.373116105482,57546.74387570252,15.437299,-0.32975984,-1.1823173,1.164049,1.3345324,-1.4910043,-1.892294,-0.7961531,1.274686,-0.19028614,-0.05234727,-2.544067,-2.2011101,1.9439775,0.89312273,-1.4336826,1.0970926,-0.3239315,-1.6799135,-0.34681785,-0.71798813,-0.50877726,-0.39284995,-0.06988924,-0.07911267,1.4397134,-0.022630729,-0.2709196,1.304611,0.1805413,16989.373116105482,57546.74387570252,293.87183234738296,-103.40151464582932
-8268.95802768206,17935.119458363817,14.189163,-2.8396232,-0.82551533,0.18202585,1.7233161,-0.3137059,-0.4937423,0.15941533,0.9244801,-1.3830482,-0.36736318,0.27038884,1.1004561,-0.54610693,-0.24033342,0.8703826,0.6363119,1.024431,0.57652575,0.4205663,-0.46774864,-0.054056026,-1.2923018,-0.71387964,0.3191635,-0.36263293,0.29863945,-0.3417197,0.057585157,0.20290352,-8268.95802768206,17935.119458363817,-155.03132513873308,-120.92520967245825
-48124.53522130751,14671.436040365483,-5.248351,-1.3258699,0.7317464,-4.812273,0.029141651,-1.4318058,-0.04004691,-0.866529,3.606203,2.5971653,0.5817989,0.56833535,-3.1660383,1.9869001,2.6913059,0.7820045,-1.9968597,1.0930037,-0.045459554,-3.8297637,-1.0317659,-0.9044205,-0.9293217,3.014479,-2.2476234,-3.723961,2.3883803,3.370693,-1.9384077,-0.44014218,-48124.53522130751,14671.436040365483,-335.8874447819169,-406.6412054841109
20109.185040484637,50300.98616090944,15.938591,-0.6312062,0.05581905,0.17611317,0.09089529,0.39955708,-0.9494354,0.37993646,-0.012060863,-0.7244272,-1.2969875,-0.514446,0.8951076,-1.1912537,-1.2311018,0.64972454,1.2174971,0.03814394,-0.74083644,0.34312367,-0.91430944,-0.16931848,-0.19943526,-0.30536136,0.46473786,-0.22408368,0.70190686,-0.4201047,0.10864608,0.2820531,20109.185040484637,50300.98616090944,546.8341901155162,78.87196395350901
5765.041438006792,41554.36513786516,6.347292,-0.026617043,7.261274,-1.4375476,-4.505739,2.0350323,-0.13911524,4.0301003,2.9465208,0.94002503,6.7225094,-1.4487567,-1.8556947,0.16156884,-0.26337045,0.099115975,1.8939137,0.4292675,-0.12774058,2.355267,2.3309562,2.9476662,-0.8691705,0.62639153,-3.2754533,-0.18383703,0.46987885,-0.36723965,-0.7548927,1.5811714,5765.041438006792,41554.36513786516,-1064.9175557221986,-1232.8389258560298
-46725.706223207664,9953.207255662684,-5.0013757,-3.6143477,0.09625925,-2.6593068,1.2347764,1.4847041,2.5301564,2.6236732,-0.74721205,-0.22741184,-1.7616988,0.05939753,-3.338608,-1.3827164,-0.384202,-0.052251842,-3.3645592,0.4521142,0.59721726,1.3416773,0.26977456,0.012118302,-0.9005106,0.3077641,1.0897698,1.4078395,-1.0110416,0.8435124,-1.756722,2.6888688,-46725.706223207664,9953.207255662684,-315.6382949341693,-548.5714023219964
-35451.603925823765,7237.280052582078,-8.601334,2.0430694,1.6889498,-1.9078016,-0.95387214,3.7061017,0.38286743,-0.18359366,-0.67079335,1.6751138,-0.45838353,-0.55259997,0.7146339,-3.5378256,-0.21395312,0.62996733,0.056216575,-1.0937799,1.9910393,1.1112309,1.602822,-2.3642685,-1.3881061,-1.8006109,-1.1821957,2.0428321,2.5225823,-0.24192527,0.72314745,0.011406215,-35451.603925823765,7237.280052582078,-169.40901742375067,-300.38625374376045
27724.01943284525,59569.32702483588,14.604366,-0.39378506,-1.6186342,0.7998064,1.9204699,2.1224568,-1.8893858,0.26037887,-2.425301,0.80258554,-1.0049145,0.17329994,2.1131728,0.15260927,-0.2325024,1.5135804,-1.1605316,1.8707825,0.42559108,-0.30641764,-1.540498,0.42356282,-0.24113178,-0.58512366,0.31977478,-0.83946645,1.2234645,-0.1320497,0.573064,0.09778719,27724.01943284525,59569.32702483588,14.156920608719581,165.08865233566075
17053.33058078725,60596.072487748126,14.674952,-0.6334593,-2.3621643,0.87420857,4.1230555,0.1281222,1.5611883,-2.1335185,1.9662222,-0.114568114,-1.2440381,-0.89726543,-0.15284841,-2.7583365,0.9431309,-0.58436835,-1.752525,-0.16214445,-2.365521,-0.4416266,1.1392154,-0.11416825,-0.9748069,0.841424,0.41432834,0.19020087,0.54481703,1.5118977,0.8832449,-0.20822008,17053.33058078725,60596.072487748126,246.7428518025471,258.5285876032793
