wilcoxon,t-test,t-test_overestim_var
Lag3,Lag3,Lag3
Ifi27l2a,Tox,Tox
Tox,Ifi27l2a,Ifi27l2a
Pglyrp1,Pglyrp1,Pdcd1
Pdcd1,Pdcd1,Pglyrp1
Ighm,Nrgn,Nrgn
Nrgn,Ighm,Ighm
Ly6a,Ctla4,Ctla4
Ctla4,Ly6a,Gldc
Ly6e,Gldc,Ly6a
Cd9,Cd9,Cd9
Ptms,Ly6e,Ly6e
Bcl2a1b,Ptms,Rgs16
Serpinb6b,Rgs16,Ptms
S100a11,Serpinb6b,Serpinb6b
Cd27,Bcl2a1b,Bcl2a1b
Batf,Batf,Batf
Rgs16,Cd27,Cd27
Apobec3,Cd160,Cd160
Casp3,Casp3,Casp3
Gldc,Apobec3,Bcl2
Bcl2,Bcl2,Apobec3
Cd160,S100a11,S100a11
B4galnt1,Slamf6,Slamf6
S100a4,B4galnt1,Ikzf2
Ptpn6,Ikzf2,Irf8
Sh2d2a,Irf8,B4galnt1
Arpc3,Rpsa,Inpp4b
Rilpl2,Sh2d2a,Sh2d2a
Trbc2,Rilpl2,Rilpl2
Hif1a,Ptpn6,Rpsa
Slamf6,Zbtb32,Zbtb32
Zbp1,Hif1a,Ptpn6
Rpsa,Inpp4b,Rbm3
mt-Atp6,Rbm3,Ddit4
Zbtb32,Rpl28,Hif1a
H2az2,Trbc2,Il1rl1
Lgals3,S100a4,Trbc2
Bcl2l11,Ddit4,H2az2
Rtp4,H2az2,Rpl28
Arap2,Il1rl1,S100a4
Vmp1,Arpc3,Arpc3
Crlf2,Psme2,Psme2
Xaf1,Rps20,Smco4
Sept7,Gapdh,Rtp4
Cd3g,Vmp1,Zbp1
Nrp1,Zbp1,Vmp1
Tnfaip8,Sept7,Tnfsf8
Uhrf2,Rtp4,Rps20
Ptpn11,Smco4,Sept7
Psme2,Arap2,Bcl2l11
Irf8,Bcl2l11,Ptpn11
Bcl2a1d,Ptpn11,Arap2
Nfkbiz,Tnfsf8,Gapdh
Limd2,Anxa2,Crlf2
Pfn1,Crlf2,Tnfaip8
S100a6,Tnfaip8,Anxa2
Rap1a,Lgals3,Eea1
Cox6c,Eea1,Lgals3
Plek,mt-Atp6,mt-Atp6
Gimap4,Bcl2a1d,Bcl2a1d
Icos,Limd2,Limd2
mt-Cytb,Cd3g,Uhrf2
Cblb,Uhrf2,Xaf1
Cd3e,Rps26,Nrp1
Cd3d,Xaf1,Cd3g
Atp5e,Nrp1,Rps26
Ipcef1,Cox6c,Cox6c
Ptprcap,Rap1a,Rgs10
Coro1a,Icos,Icos
Gm8369,Nfkbiz,Nfkbiz
Rpl28,Gimap4,Rap1a
Eea1,Pfn1,Gimap4
Slfn1,Plek,Pfn1
Tmsb4x,Rgs10,Plek
Smco4,Coro1a,Serinc3
Atp5j,Gm8369,Itih5
Lbh,Atp5j,Cblb
Inpp4b,Serinc3,Gm8369
Ndfip1,Ndfip1,Coro1a
Ikzf2,Cblb,Actn1
Stat1,Lbh,Ndfip1
Sub1,Actn1,Atp5j
mt-Co2,Cd3d,Lbh
Rbm3,Litaf,Litaf
Serinc3,Itih5,Sdcbp2
Rps26,Sdcbp2,Pecam1
Cst7,Cd3e,Cd3d
Lrmp,Pecam1,Plscr1
Grk6,Ipcef1,Ubash3b
Rps20,Ehd4,Ehd4
Ddit4,Plscr1,Psen2
Anxa2,Psen2,Ipcef1
Psen2,Ubash3b,Cd3e
Ctsb,Cst7,Cst7
Stk39,Ptprcap,Grk6
Actn1,Grk6,Tacc2
Pecam1,Psmb9,Ptprcap
Nfatc1,Stk39,Stk39
Psmb9,Lrmp,Asap1
Sdcbp2,Asap1,Psmb9
Gimap3,Atp5e,Lrmp
Pou2f2,Sec11c,Ctsb
Oaz1,Ctsb,Tox2
Sec11c,Tacc2,Slfn1
Nucb1,Slfn1,Sec11c
Prkca,Stat1,Hivep3
Cd226,S100a6,Atp5e
Ifi206,mt-Co2,Vax2
Trim30a,Sub1,Stat1
Ehd4,Hivep3,mt-Co2
Litaf,Tox2,S100a6
Srpk2,Vax2,Sub1
Clic1,Tnfrsf9,Xcl1
Ifi203,Xcl1,St6galnac3
Atxn1,St6galnac3,Tnfrsf9
Lgals3bp,mt-Cytb,Napsa
Asap1,Rnh1,mt-Cytb
Jaml,Cd52,Maf
Fundc2,Napsa,Rnh1
Rnh1,Nucb1,Pacsin1
Trim12c,Fundc2,Adk
Plscr1,Oaz1,Cxcr4
Ifi213,Adk,Twsg1
Zap70,Cxcr4,Nucb1
Traf1,Gimap3,Ccdc28b
Il1rl1,Jaml,Jaml
Ndufb7,Maf,Fundc2
Ubash3b,Nfatc1,Cd52
Ppp1r16b,Tmsb4x,Oaz1
Ubl5,Twsg1,Nfatc1
Orai1,Ccdc28b,Tmsb4x
Rabgap1l,Pacsin1,Id3
Bst2,Psmb8,Gimap3
Gimap5,Srpk2,Gm45716
Stap1,Gm45716,Srpk2
Selenow,Bst2,Bst2
Rnf213,Actg1,Traf1
Ppm1h,Rps29,Rps29
Serpinb9,Traf1,Actg1
Rps29,Id3,Psmb8
Ifi35,Naa20,Cdc14a
Actg1,Ndufb7,Srgap3
Tnfrsf18,Clic1,Naa20
Ndufa1,Serpinb9,Tnfrsf4
Crip1,Srgn,Serpinb9
Sla,Cdc14a,Clic1
Naa20,Rplp2,Phf11c
Trbc1,Zap70,Ndufb7
Srgn,Cox5b,Rplp2
Tnfrsf9,Rpl10,Srgn
Itm2c,Atxn1,Zap70
Vamp8,Lgals3bp,Lgals3bp
Tnfsf8,Ndufa1,Pou2f2
Cd52,Pou2f2,Trim30a
Parp9,Phf11c,Atxn1
Rplp2,Trim30a,Trib2
Shisa5,Srgap3,Ndufa1
Tnfrsf1b,Tnfrsf4,Rpl10
Trps1,Trib2,Cox5b
Sla2,Ifi203,Oxsr1
Stat3,Fkbp1a,Capg
Igtp,Ubl5,Ifi203
Ccdc50,Dut,Etfb
Mndal,Etfb,Ubl5
Ctsc,Oxsr1,Ncf1
mt-Nd2,Capg,Ifi213
Ndufa13,Ifi213,Fkbp1a
Siah2,Selenow,Dut
Commd3,Vamp8,Mmd
Pkp3,Rpl35,Siah2
Adk,Nap1l1,Timp2
mt-Co1,Tnfrsf1b,Tnfrsf1b
Isg15,Siah2,Vamp8
Ddx24,Trim12c,Selenow
Sh3kbp1,Mmd,Cd200
Cxcr4,Trps1,Trps1
Anapc16,Ncf1,Trim12c
Ucp2,Cd226,Ifih1
Arf5,Ifi206,Rpl35
Sirt2,Ifih1,Slc22a15
Psme1,Timp2,Lclat1
Phf11c,Calm3,Pitpnm2
Tmbim4,Ndufa13,Nap1l1
Anxa5,Sem1,Ifi206
Ifih1,Commd3,Cd226
Lyst,Tnfrsf18,Tnfrsf18
Fis1,Ppp1r16b,Isg15
Anxa11,Prkca,Spock2
Sem1,Pitpnm2,Ppp1r16b
Etfb,Isg15,Commd3
Hdac7,Orai1,Calm3
mt-Co3,Cd200,Prkca
Socs3,Lclat1,H2ax
Fkbp1a,Anapc16,Orai1
Gimap1,H2ax,Ndufa13
Arpc5,Slc22a15,Sem1
Rpl39,Stap1,Gpr65
Eif3h,Psme1,Stap1
Vamp5,Gpr65,Anapc16
Ciapin1,Rps2,Syt11
Calm3,Ctsc,Sla2
Capg,Sla2,Ctsc
Gpr65,Smdt1,Psme1
Nmi,Syt11,Socs1
Clec2i,Ddx24,Arl14ep
Mitd1,Spock2,St14
Rab27a,Socs1,Ddx24
Cdc14a,Arl14ep,Rps2
Irf9,Pkp3,Smdt1
Nfat5,St14,Btla
Hmgn5,Rpl39,Pkp3
Atf7ip,Parp9,Rpl39
Oxsr1,Dbi,Parp9
Stmn1,Btla,Cxcl10
Gpr18,Arf5,Igtp
mt-Nd4,Gdi2,Ifi35
Cfl1,Hmgn2,Ppm1h
Klhdc2,Ifi35,Dbi
Syt11,Ppm1h,Hmgn2
Actr3,Igtp,Arf5
Tia1,Gimap5,Rnf213
Psmb8,Cxcl10,Gdi2
Gnai2,Sla,Spry2
Ap1s2,Rnf213,Sla
Gm45716,Snrpe,Gimap5
Slc44a2,Atp5g2,Ccdc50
Rgs10,Ccdc50,Socs3
Mllt3,Sh3kbp1,Ephx1
4930453N24Rik,Socs3,Sh3kbp1
H2ax,Ndufs8,Atp5g2
Rel,Rab27a,Rab27a
Nab1,Spry2,Snrpe
Sh3bgrl,Gnai2,Ndufs8
Irf7,Tmbim4,Aff3
Csrp1,Shisa5,Lyst
Cntrl,Itm2c,Clec2i
Ndufs8,Mndal,Itm2c
Smdt1,Lyst,Usp18
Xcl1,Clec2i,Tmbim4
Ddx58,mt-Co1,Mndal
Rinl,Txn1,mt-Co1
Tbc1d1,Hmgn5,Gnai2
Ccni,Usp18,Hmgn5
Inpp5b,Ephx1,Shisa5
Timm17b,Aff3,Trbc1
Socs1,Trbc1,Fam110a
Sri,Fis1,Ciapin1
Slfn2,Anxa5,Anxa5
Tmem243,Ciapin1,Fis1
Hint3,Fam110a,Txn1
Nedd9,Pomp,Rps12
Tmem126a,Rps12,Rabgap1l
Rpl35,Rabgap1l,Pomp
Cd44,Gimap1,Anxa11
Hmgn2,Anxa11,Mitd1
Cr1l,Il2rb,Mdfic
Resf1,Ppib,Zc3h12d
Dut,Mitd1,Gimap1
Il18r1,Esd,Il2rb
Zfp207,Arpc5,Csrp1
Traf5,Ucp2,Serpinb1b
Cep57,Mdfic,Ucp2
Pcmt1,Csrp1,Esd
Ubr5,Zc3h12d,Setbp1
Tap1,Stat3,Arpc5
Trim12a,mt-Co3,Ppib
Ms4a6d,Rpl3,Stat3
Cenpa,Rpl36a,mt-Co3
Usp18,Zfp207,Cpt1a
