,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.5386098,-0.6908941268920898,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.12688898,0.020807862281799316,True
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.45615572,-1.4027583599090576,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.5208078,0.5728709697723389,True
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.6460857,-0.0912705659866333,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.520479,-10.022433280944824,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.45241407,0.08986091613769531,True
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8837497,-0.4056568145751953,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0041610133,-3.1890993118286133,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,5.7115273,-6.297499179840088,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.07378862,-0.4890625476837158,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.10851946,0.9281105622649193,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,1.3759797,-1.0913643836975098,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,91.562996,-0.3445160388946533,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.22683205,-0.20615148544311523,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.46314073,-1.2005622386932373,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.05045728,-5.92343282699585,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.5366473,-0.23640525341033936,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,3.157176,0.3394126296043396,True
