gene_names,A5P,C8P,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.8280590772628784,0.5624982118606567,0.7714619040489197,4.236174189488808e-33,12.19676685333252,0.7714619040489197,1.5228747675835403e-37,13.494298934936523,0.7714619040489197,2.4588527873926102e-54,16.150056838989258
Lypla1,0.3690175712108612,0.36035171151161194,0.04091401398181915,0.002731904016001325,3.2595057487487793,0.04091401398181915,0.7299688265484039,0.4938417375087738,0.04091401398181915,0.6507793132738016,0.592452883720398
Gm37988,0.001271101413294673,0.0007248242036439478,0.8107693791389465,0.9949342595621984,0.13120539486408234,0.8107693791389465,0.6188671419133718,0.6684808731079102,0.8107693791389465,0.5643013798657351,0.7279879450798035
Tcea1,0.5933987498283386,0.45037025213241577,0.5099961161613464,2.53374924042408e-11,6.894646167755127,0.5099961161613464,2.0255681822390697e-13,7.687399864196777,0.5099961161613464,7.64097846156242e-19,9.158951759338379
Atp6v1h,0.334088534116745,0.2831641137599945,0.2772126793861389,1.4902048461718578e-10,6.630417346954346,0.2772126793861389,0.005404472577585526,3.088862419128418,0.2772126793861389,0.0006089438409658492,3.68938946723938
Rb1cc1,0.2578388750553131,0.3892613351345062,-0.6941734552383423,0.00500647812148231,-3.074948787689209,-0.6941734552383423,1.9624236724655458e-11,-7.043421745300293,-0.6941734552383423,1.419559468453577e-16,-8.553568840026855
Pcmtd1,0.12234684824943542,0.2234431654214859,-0.9439568519592285,0.09431792118472489,-1.9827427864074707,-0.9439568519592285,2.1491372789995088e-11,-7.033354759216309,-0.9439568519592285,1.0414977424997539e-16,-8.594841957092285
Rrs1,0.3524760901927948,0.2300979048013687,0.7078341841697693,3.061508364011889e-23,10.145853042602539,0.7078341841697693,1.6101626711524455e-13,7.708189964294434,0.7078341841697693,2.247034170256405e-18,9.029658317565918
Adhfe1,0.0008436516509391367,0.0015659742057323456,-0.8928614258766174,0.9949342595621984,0.10085427016019821,-0.8928614258766174,0.6649135571937563,-0.5959184169769287,-0.8928614258766174,0.5635463407181697,-0.7293967008590698
Mybl1,0.025709860026836395,0.029860610142350197,-0.2189299613237381,0.26196251002402726,1.4596600532531738,-0.2189299613237381,0.57994290726769,-0.7323672771453857,-0.2189299613237381,0.47042671918236006,-0.8860746622085571
Vcpip1,0.21729479730129242,0.243660107254982,-0.18496489524841309,0.01003738954759423,2.8497655391693115,-0.18496489524841309,0.15858593001924678,-1.7049503326416016,-0.18496489524841309,0.07422979790881211,-2.0463039875030518
Sgk3,0.059945423156023026,0.023373017087578773,1.3853702545166016,2.914831685452999e-08,5.7749342918396,1.3853702545166016,9.30053453175344e-09,6.040266990661621,1.3853702545166016,2.988982512103793e-11,6.903901100158691
Mcmdc2,0.0025458966847509146,0.00020427574054338038,3.6412670612335205,0.9949342595621984,0.3617633283138275,3.6412670612335205,0.011923524076402986,2.821500778198242,3.6412670612335205,0.009665325947254846,2.855401039123535
Ppp1r42,0.00024622262571938336,0.0,17.909788131713867,0.9949342595621984,0.10970668494701385,17.909788131713867,0.4259202112350142,1.0,17.909788131713867,0.40765334130376346,1.0
Cops5,0.6047748923301697,0.4456181526184082,0.5653999447822571,1.9334414227270644e-15,8.162121772766113,0.5653999447822571,9.832538896488043e-17,8.670299530029297,0.5653999447822571,2.797959364347042e-23,10.255268096923828
Cspp1,0.23967407643795013,0.2811162769794464,-0.2612834572792053,0.03128791094560962,2.4436609745025635,-0.2612834572792053,0.032572659228537644,-2.4455623626708984,-0.2612834572792053,0.007132077864642093,-2.9563910961151123
Arfgef1,0.29068613052368164,0.3659469485282898,-0.3894267976284027,0.4243020703975922,-1.1601402759552002,-0.3894267976284027,3.483516505699139e-05,-4.440019130706787,-0.3894267976284027,3.219605116818153e-07,-5.365121364593506
Prex2,0.001747213420458138,0.0010386547073721886,0.750850260257721,0.9949342595621984,0.30082395672798157,0.750850260257721,0.668220772807561,0.5909205675125122,0.750850260257721,0.5804147367687229,0.7024455070495605
A830018L16Rik,0.0,0.0,0.0,0.9949342595621984,0.07959267497062683,0.0,1.0,0.0,0.0,1.0,0.0
Slco5a1,0.0,0.0019762066658586264,-20.915729522705078,0.9953811827676192,-0.01928561180830002,-20.915729522705078,0.26084421223819126,-1.4028284549713135,-20.915729522705078,0.12412321899809114,-1.7955491542816162
Ncoa2,0.2371026873588562,0.3132982850074768,-0.4595062732696533,0.9954703246290323,0.014424690045416355,-0.4595062732696533,3.2341567799214026e-05,-4.4574079513549805,-0.4595062732696533,2.674194575490721e-07,-5.400844573974609
Tram1,0.898820698261261,0.9263121485710144,-0.06627121567726135,0.04706313749897887,-2.2815117835998535,-0.06627121567726135,0.29846823673384315,-1.304276704788208,-0.06627121567726135,0.18794750629058457,-1.563658356666565
Lactb2,0.15985603630542755,0.1625283658504486,-0.02589770033955574,6.2321787484304094e-06,4.755405426025391,-0.02589770033955574,0.915851464933018,-0.20444318652153015,-0.02589770033955574,0.8813149702442715,-0.24528631567955017
Xkr9,0.00015904117026366293,0.0,17.279165267944336,0.9949342595621984,0.10970668494701385,17.279165267944336,0.4259202112350142,1.0,17.279165267944336,0.40765334130376346,1.0
Eya1,0.0,0.0,0.0,0.9949342595621984,0.07959267497062683,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.02193814516067505,0.008022110909223557,1.4614510536193848,0.11424304038371927,1.8931516408920288,1.4614510536193848,0.0005706042482861331,3.741704225540161,1.4614510536193848,0.00010682627238160266,4.132105350494385
Trpa1,0.0017150184139609337,0.0,20.711030960083008,0.9949342595621984,0.320504754781723,20.711030960083008,0.015596523221278072,2.726095676422119,20.711030960083008,0.013911388847832343,2.726095676422119
Terf1,0.26049238443374634,0.22826388478279114,0.21473245322704315,2.350545159644415e-09,6.196569919586182,0.21473245322704315,0.0598318964599539,2.184699058532715,0.21473245322704315,0.01920902129773492,2.6049416065216064
Sbspon,0.0002671139081940055,0.0,18.027294158935547,0.9949342595621984,0.13982069492340088,18.027294158935547,0.25991599911649244,1.4055231809616089,18.027294158935547,0.24301398641911046,1.4055231809616089
4930444P10Rik,0.0,0.0,0.0,0.9949342595621984,0.07959267497062683,0.0,1.0,0.0,0.0,1.0,0.0
Rpl7,3.2591936588287354,3.139657974243164,0.17979109287261963,6.367302494963424e-24,10.301876068115234,0.17979109287261963,1.5468586648799889e-18,9.17064380645752,0.17979109287261963,6.038773226744368e-26,10.869237899780273
Rdh10,0.025832805782556534,0.04032892361283302,-0.6531248688697815,0.5199977021180557,1.017632246017456,-0.6531248688697815,0.0535327135588163,-2.2358999252319336,-0.6531248688697815,0.013162238937404524,-2.7446272373199463
Stau2,0.00576331140473485,0.012052444741129875,-1.0688992738723755,0.9949342595621984,-0.05975378304719925,-1.0688992738723755,0.09654264575025576,-1.9637268781661987,-1.0688992738723755,0.031694093839754196,-2.4121642112731934
Ube2w,0.07387153059244156,0.15448708832263947,-1.1236540079116821,0.20844763884013903,-1.5875457525253296,-1.1236540079116821,3.6988578151945213e-11,-6.955861568450928,-1.1236540079116821,1.3106619582752603e-16,-8.5729341506958
Eloc,1.1790728569030762,0.9791054725646973,0.437811017036438,3.8879175856092426e-14,7.782416343688965,0.437811017036438,1.2176181169719128e-18,9.225082397460938,0.437811017036438,2.784129305651814e-27,11.185551643371582
Tmem70,0.2899651825428009,0.22340919077396393,0.4262527525424957,5.817591925579507e-14,7.730329513549805,0.4262527525424957,1.684419733636002e-05,4.602578639984131,0.4262527525424957,1.9628033363755783e-07,5.456313133239746
Ly96,0.030009448528289795,0.03853544965386391,-0.3669545650482178,0.1901274405992828,1.636984944343567,-0.3669545650482178,0.27438762160873537,-1.3614659309387207,-0.3669545650482178,0.15950430866506146,-1.656590461730957
Pi15,0.00015199655899778008,0.0,17.21379852294922,0.9949342595621984,0.10970668494701385,17.21379852294922,0.4259202112350142,1.0,17.21379852294922,0.40765334130376346,1.0
Il17a,0.0008861194364726543,0.0,19.757781982421875,0.9949342595621984,0.13982069492340088,19.757781982421875,0.2841422685055535,1.3378798961639404,19.757781982421875,0.2681746611678116,1.3378798961639404
Il17f,0.0036564506590366364,0.0,21.804651260375977,0.9231488114894368,0.5011888146400452,21.804651260375977,0.0009913848329282926,3.5948331356048584,21.804651260375977,0.0008743242086757736,3.5948331356048584
