wilcoxon,t-test,t-test_overestim_var
Rps2,Pclaf,Pclaf
Ran,Birc5,Birc5
Gapdh,Ptma,Ptma
Ptma,Rps2,Rps2
Hsp90aa1,Cks1b,Cks1b
Pclaf,Rrm2,Rrm2
Dut,Dut,Dut
Ybx1,Ran,Ran
Anp32b,Gmnn,Tuba1b
Hsp90ab1,Tuba1b,Gmnn
Rpl41,Ccnb2,Hmgb2
Rps17,Hmgb2,Ccnb2
Birc5,Stmn1,Stmn1
Eif5a,1500009L16Rik,1500009L16Rik
Hsp90b1,Hsp90aa1,Hsp90aa1
Hmgb2,Ccna2,Ccna2
Cks1b,Cdca3,Mki67
Tubb5,Mki67,Cdca3
Nme1,Mcm5,Tubb5
Ppia,Spc24,Mcm5
Tuba1b,Tubb5,Spc24
Hmgb1,Cdca8,Cdca8
Rrm2,Lig1,Lig1
H2az1,Mcm3,Mcm3
Stmn1,Fabp5,Gapdh
Ldha,Rfc4,Hmgn2
1500009L16Rik,Hmgn2,Hsp90ab1
Gmnn,Hsp90ab1,Fabp5
Ccnb2,Gapdh,Rfc4
Mif,Tubb4b,Anp32b
Rps27l,Anp32b,Tubb4b
Snrpd1,Tyms,Hsp90b1
Rpsa,Rrm1,Tyms
Ranbp1,Hsp90b1,Rrm1
Mki67,Uhrf1,Rpl41
Txn1,Lmnb1,Lmnb1
Cdca3,Rpl41,Ppia
Ccna2,Ppia,H2az1
Ube2s,H2az1,Uhrf1
Hnrnpab,Mcm7,Sdf2l1
Spc24,Sdf2l1,Mcm7
Fabp5,Tpi1,Tpi1
Rps20,Tk1,Ybx1
Tubb4b,Nme1,Nme1
Cdca8,Asf1b,Ranbp1
Rpl28,Ybx1,Tk1
Hmgn2,Smc2,Smc2
Alyref,Ranbp1,Mif
Lmnb1,Mif,Snrpd1
Mcm5,Snrpd1,Asf1b
Mcm3,Alyref,Alyref
Atp5b,Rps27l,Rps27l
Selenoh,Ube2s,Ube2s
Lig1,Eif5a,Eif5a
Rfc4,Pdia6,Hmgb1
Uhrf1,Hmgb1,Pdia6
Pdia3,Ldha,Ldha
Hspd1,Selenoh,Selenoh
Tpi1,Hnrnpab,Hnrnpab
Set,Hells,Rps17
