gene_names,A5P,NP14B,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.8280590772628784,0.4120159447193146,1.3379400968551636,6.975503626175668e-61,16.578182220458984,1.3379400968551636,1.5257561040313067e-75,19.7679500579834,1.3379400968551636,3.712157620516489e-98,22.378742218017578
Lypla1,0.3690175712108612,0.2019980400800705,0.995552122592926,1.2815712213183198e-65,17.226186752319336,0.995552122592926,8.026342289073132e-23,10.16197681427002,0.995552122592926,1.2609378360570871e-28,11.404472351074219
Gm37988,0.001271101413294673,0.0,20.278566360473633,0.9796317792239286,0.23421898484230042,20.278566360473633,0.07211979430224406,2.0122225284576416,20.278566360473633,0.06944667618566482,2.0122225284576416
Tcea1,0.5933987498283386,0.36423298716545105,0.8825874924659729,9.141970385269441e-37,12.779210090637207,0.8825874924659729,9.899267630391933e-28,11.318885803222656,0.8825874924659729,2.1518828550753269e-35,12.798137664794922
Atp6v1h,0.334088534116745,0.2754685878753662,0.3227725028991699,3.0425199505511824e-31,11.739080429077148,0.3227725028991699,0.002472335036263915,3.241448163986206,0.3227725028991699,0.0005047804852889478,3.671985626220703
Rb1cc1,0.2578388750553131,0.49541744589805603,-1.1242812871932983,0.07260070113511809,-2.021372079849243,-1.1242812871932983,1.8805161035405226e-24,-10.606138229370117,-1.1242812871932983,4.939315519620972e-32,-12.171103477478027
Pcmtd1,0.12234684824943542,0.37769898772239685,-1.8181231021881104,0.00019813199130754488,-3.886481523513794,-1.8181231021881104,8.510295995568002e-36,-13.12224006652832,-1.8181231021881104,1.0224597644338577e-47,-15.16132640838623
Rrs1,0.3524760901927948,0.21136921644210815,0.8443232774734497,4.979899997835479e-47,14.517168045043945,0.8443232774734497,6.860297469669884e-16,8.331464767456055,0.8443232774734497,1.0774908991787064e-19,9.318265914916992
Adhfe1,0.0008436516509391367,0.0022032582201063633,-1.3858990669250488,0.9796317792239286,0.11466023325920105,-1.3858990669250488,0.4798944698022991,-0.8359335660934448,-1.3858990669250488,0.3980434129944514,-0.9661113619804382
Mybl1,0.025709860026836395,0.0011397801572456956,4.513256549835205,0.00039990383735912487,3.709015369415283,4.513256549835205,1.0713582372674717e-18,9.095479965209961,4.513256549835205,1.3679859237227078e-19,9.325424194335938
Vcpip1,0.21729479730129242,0.24076971411705017,-0.1655796319246292,5.463655703511064e-16,8.220547676086426,-0.1655796319246292,0.2373163158078664,-1.3709869384765625,-0.1655796319246292,0.1696714115918839,-1.5579408407211304
Sgk3,0.059945423156023026,0.11536514759063721,-0.9850466847419739,0.008523358709664438,2.823713779449463,-0.9850466847419739,1.2350982114804606e-05,-4.586304187774658,-0.9850466847419739,3.6227116148674595e-07,-5.282654285430908
Mcmdc2,0.0025458966847509146,0.00246193609200418,0.048441193997859955,0.9796317792239286,0.3363180160522461,0.048441193997859955,1.0,0.043496932834386826,0.048441193997859955,1.0,0.04944388568401337
Ppp1r42,0.00024622262571938336,0.0,17.909788131713867,0.9796317792239286,0.10727746784687042,17.909788131713867,0.3876039131774463,1.0,17.909788131713867,0.38031846021499255,1.0
Cops5,0.6047748923301697,0.2554023265838623,1.5136462450027466,1.4032001210254235e-77,18.763235092163086,1.5136462450027466,6.451406038016948e-73,19.204748153686523,1.5136462450027466,4.113551506124806e-92,21.457672119140625
Cspp1,0.23967407643795013,0.25232285261154175,-0.08369515836238861,5.93184874447733e-21,9.507527351379395,-0.08369515836238861,0.5694490502625061,-0.6892109513282776,-0.08369515836238861,0.5019387586172523,-0.7851056456565857
Arfgef1,0.29068613052368164,0.3600413501262665,-0.3614375591278076,9.85857226790618e-09,5.868980407714844,-0.3614375591278076,0.0008966950744223354,-3.5345356464385986,-0.3614375591278076,0.00011969459422366905,-4.039988994598389
Prex2,0.001747213420458138,0.0009570213151164353,0.8690022230148315,0.9796317792239286,0.31707385182380676,0.8690022230148315,0.5627685906282544,0.6998417377471924,0.8690022230148315,0.5043879882370629,0.7807697057723999
A830018L16Rik,0.0,0.0009038609568960965,-19.786394119262695,0.9863447884252445,0.03177036717534065,-19.786394119262695,0.3876039131774463,-1.0,-19.786394119262695,0.31065604015956005,-1.1733081340789795
Slco5a1,0.0,0.0,0.0,0.9796317792239286,0.07554209232330322,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.2371026873588562,0.29379335045814514,-0.35199058055877686,1.4658674366002676e-09,6.181435585021973,-0.35199058055877686,0.004124192771266527,-3.0844202041625977,-0.35199058055877686,0.0008956258952626209,-3.5164475440979004
Tram1,0.898820698261261,0.5327951312065125,1.0497008562088013,2.6116806649110475e-38,13.055206298828125,1.0497008562088013,9.61992046492141e-52,15.975069046020508,1.0497008562088013,4.6364198084232203e-67,18.121604919433594
