gene_names,A5P,A5T,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.8280590772628784,0.6723896265029907,0.4266375005245209,9.820892152426953e-16,8.3171968460083,0.4266375005245209,1.0791804186248546e-21,9.954476356506348,0.4266375005245209,1.0791804186248546e-21,9.954476356506348
Lypla1,0.3690175712108612,0.32460933923721313,0.218866765499115,3.1931640826516577e-06,4.945775985717773,0.218866765499115,0.0022111882763650764,3.4025933742523193,0.218866765499115,0.0022111882763650764,3.4025933742523193
Gm37988,0.001271101413294673,0.0010231626220047474,0.3132222294807434,0.9954664043237563,0.10368061065673828,0.3132222294807434,0.8599146124186731,0.2968663275241852,0.3132222294807434,0.8599146124186731,0.2968663275241852
Tcea1,0.5933987498283386,0.45901015400886536,0.47587865591049194,2.1838880716077467e-18,9.040966033935547,0.47587865591049194,1.2295213096677555e-18,9.174864768981934,0.47587865591049194,1.2295213096677555e-18,9.174864768981934
Atp6v1h,0.334088534116745,0.3721000552177429,-0.18448984622955322,0.9954664043237563,0.11404313147068024,-0.18448984622955322,0.01684416052632175,-2.7382569313049316,-0.18448984622955322,0.01684416052632175,-2.7382569313049316
Rb1cc1,0.2578388750553131,0.3387714922428131,-0.45512133836746216,0.14336765555288858,-1.81089186668396,-0.45512133836746216,7.205253528633091e-08,-5.716433525085449,-0.45512133836746216,7.205253528633091e-08,-5.716433525085449
Pcmtd1,0.12234684824943542,0.15880261361598969,-0.4031708836555481,0.6258296010032984,0.8904563188552856,-0.4031708836555481,0.0015226791217740146,-3.5128843784332275,-0.4031708836555481,0.0015226791217740146,-3.5128843784332275
Rrs1,0.3524760901927948,0.2693662643432617,0.451009064912796,4.024456853037405e-14,7.849525451660156,0.451009064912796,1.575435437646826e-09,6.364791393280029,0.451009064912796,1.575435437646826e-09,6.364791393280029
Adhfe1,0.0008436516509391367,0.0007311067311093211,0.20664630830287933,0.9954664043237563,0.10356978327035904,0.20664630830287933,0.9299086720221922,0.17859064042568207,0.20664630830287933,0.9299086720221922,0.17859064042568207
Mybl1,0.025709860026836395,0.01575610414147377,0.7136160731315613,0.1184527308821041,1.9037944078445435,0.7136160731315613,0.0070192448500538875,3.041346788406372,0.7136160731315613,0.0070192448500538875,3.041346788406372
Vcpip1,0.21729479730129242,0.23210583627223969,-0.10621295124292374,0.15687759756266792,1.7648423910140991,-0.10621295124292374,0.3380678415790629,-1.2599660158157349,-0.10621295124292374,0.3380678415790629,-1.2599660158157349
