wilcoxon,t-test,t-test_overestim_var
Ran,Pclaf,Pclaf
Ptma,Birc5,Birc5
Hsp90aa1,Ptma,Ptma
Ybx1,Cks1b,Cks1b
Pclaf,Rrm2,Rrm2
Anp32b,Ran,Ran
Gapdh,Dut,Dut
Rps2,Stmn1,Stmn1
Dut,1500009L16Rik,1500009L16Rik
Hsp90b1,Tuba1b,Tuba1b
Eif5a,Hsp90aa1,Hsp90aa1
Hmgb1,Hmgb2,Hmgb2
Hsp90ab1,Rps2,Rps2
Nme1,Gmnn,Gmnn
1500009L16Rik,Cdca3,Cdca3
Rrm2,Ccnb2,Ccnb2
Birc5,Mki67,Mki67
Cks1b,Lig1,Lig1
Hmgb2,Ccna2,Ccna2
Rps27l,Cdca8,Cdca8
H2az1,Hsp90b1,Hsp90b1
Tuba1b,Lmnb1,Lmnb1
Ppia,Mcm3,Mcm3
Snrpd1,Anp32b,Anp32b
Rpl41,Hmgn2,Hmgn2
Hnrnpab,Ybx1,Ybx1
Mif,Mcm5,Mcm5
Rps17,Fabp5,Fabp5
Ldha,Hsp90ab1,Hsp90ab1
Ranbp1,Ppia,Ppia
Stmn1,Tpi1,Tpi1
Ccnb2,Rrm1,Rrm1
Ube2s,Spc24,Spc24
Tubb5,Snrpd1,Snrpd1
Cdca3,Pdia6,Pdia6
Mki67,Uhrf1,Uhrf1
Gmnn,Hnrnpab,Hnrnpab
Ccna2,Rfc4,Rfc4
Lmnb1,Hmgb1,Hmgb1
Cdca8,Rexo2,Rexo2
Fabp5,Gapdh,Gapdh
Lig1,Tubb4b,Tubb4b
Nap1l1,Nme1,Nme1
Cmtm7,Rps27l,Rps27l
Hspd1,H2az1,H2az1
Mcm3,Tubb5,Tubb5
Rexo2,Eif5a,Eif5a
Spc24,Ranbp1,Ranbp1
Tubb4b,Ube2s,Ube2s
Hmgn2,Nasp,Nasp
Pdia6,Mcm7,Mcm7
Selenoh,Hspd1,Hspd1
Tpi1,Tyms,Tyms
Uhrf1,Smc2,Smc2
Set,Cmtm7,Cmtm7
Alyref,Sdf2l1,Sdf2l1
Pdia3,Tipin,Tipin
Mcm5,Tk1,Tk1
Nucks1,Siva1,Siva1
Nasp,Mif,Mif
Rfc4,Alyref,Alyref
Calr,Selenoh,Selenoh
Txn1,Pcna,Pcna
Pcna,Rpl41,Rpl41
Pgk1,Asf1b,Asf1b
Tk1,Nucks1,Nucks1
Anp32e,Ldha,Ldha
Rrm1,Anp32e,Anp32e
Dynll1,Dctpp1,Dctpp1
Sdf2l1,Phgdh,Phgdh
Smc2,Nap1l1,Nap1l1
Tyms,Lsm2,Lsm2
Asf1b,Kif15,Kif15
Mcm7,Tpx2,Tpx2
Tipin,Cenpa,Cenpa
Trav14-1,Hells,Hells
Prdx1,Fkbp2,Fkbp2
Slc25a5,Clspn,Clspn
Tpx2,Ppa1,Ppa1
Siva1,Cisd1,Cisd1
Manf,Rps17,Rps17
Kif15,Mcm4,Mcm4
Clspn,Pdia3,Pdia3
Hells,Atpif1,Atpif1
Cenpa,Hmmr,Hmmr
Atp5b,Orc6,Orc6
Ywhae,Tmpo,Tmpo
Ube2c,Pgk1,Pgk1
Hmmr,Rad51,Rad51
Vim,Calr,Calr
Dbi,Manf,Manf
Ccnb1,Set,Set
Phgdh,Dhfr,Dhfr
Cox5a,Ddx39,Ddx39
Dctpp1,Ppil1,Ppil1
Rad51,Cenpw,Cenpw
Ywhah,Ccnb1,Ccnb1
Ppa1,Hsph1,Hsph1
Dhfr,Dbi,Dbi
Cbx3,Mcm2,Mcm2
Atpif1,Ywhah,Ywhah
Lsm2,Dynll1,Dynll1
Cenpm,Ywhae,Ywhae
Snrpf,Eif1ax,Eif1ax
Srsf3,Txn1,Txn1
Tmpo,Tacc3,Tacc3
Tacc3,Stip1,Stip1
Orc6,Pgam1,Pgam1
Mcm4,Cenpm,Cenpm
Snrpe,Mcm6,Mcm6
Ccdc34,Dtymk,Dtymk
Ddx39,Chchd10,Chchd10
Cisd1,Ezh2,Ezh2
Trdc,Cbx3,Cbx3
Fkbp2,Anxa2,Anxa2
Chchd10,Mrpl18,Mrpl18
Dek,Impdh2,Impdh2
Mrpl18,Ccdc34,Ccdc34
Cdc20,Canx,Canx
Rpl28,Trav14-1,Trav14-1
Hsph1,Banf1,Banf1
Anxa2,Cks2,Cks2
Mcm2,Dek,Dek
Eif4a1,Pa2g4,Pa2g4
Ncapg2,Rfc5,Rfc5
Eif1ax,Lsm3,Lsm3
Dlgap5,Ube2c,Ube2c
Atp5a1,Hpf1,Hpf1
Cdkn3,Rnaseh2b,Rnaseh2b
Pgam1,Dlgap5,Dlgap5
Cenpw,Prdx1,Prdx1
Mcm6,Slbp,Slbp
Ppil1,Ppih,Ppih
Hnrnpa2b1,Ncapg2,Ncapg2
Top2a,Cdc20,Cdc20
Fignl1,Vim,Vim
Cenpe,Supt16,Supt16
Cenph,Rbbp7,Rbbp7
Banf1,Cbx5,Cbx5
Cks2,Tfdp1,Tfdp1
Canx,Snrpf,Snrpf
Kif11,Fignl1,Fignl1
Mad2l1,Uchl3,Uchl3
H1f5,Top2a,Top2a
Rpsa,Tcp1,Tcp1
Rfc5,Dnmt1,Dnmt1
Hmgb3,Lyar,Lyar
Slbp,Cenph,Cenph
Stip1,Cycs,Cycs
Ezh2,Mad2l1,Mad2l1
Dtymk,Cacybp,Cacybp
Snrpg,Srsf3,Srsf3
Supt16,Atp5b,Atp5b
Prim1,Slc25a5,Slc25a5
Impdh2,Anapc15,Anapc15
Mt1,Dtl,Dtl
Knl1,Snrpa1,Snrpa1
Tfdp1,Ptges3,Ptges3
Ncapg,Trdc,Trdc
Rnaseh2b,H1f5,H1f5
Pa2g4,Mrpl51,Mrpl51
Cdk1,Ccne1,Ccne1
Tcp1,Hmgb3,Hmgb3
Bub1,Fkbp4,Fkbp4
Ccne1,Eif4a1,Eif4a1
Cenps,Mt1,Mt1
Cbx5,Cox5a,Cox5a
Psat1,Mcm10,Mcm10
Chaf1a,Rpl28,Rpl28
Dtl,Ssrp1,Ssrp1
Shcbp1,Prim1,Prim1
Rfc3,Chaf1a,Chaf1a
Creld2,Psat1,Psat1
Knstrn,Cenps,Cenps
Cycs,Erh,Erh
Rbbp7,Rpsa,Rpsa
Ppih,Knl1,Knl1
Plk1,Mrpl28,Mrpl28
Lsm3,Ndufab1,Ndufab1
H2ac8,Lsm6,Lsm6
Anapc15,Creld2,Creld2
Ska1,Lrrc59,Lrrc59
Lyar,Rfc3,Rfc3
Serbp1,Syce2,Syce2
Bub1b,Snrpe,Snrpe
Ncapd2,Plk1,Plk1
Gins2,Dnajb11,Dnajb11
Cenpk,G3bp1,G3bp1
Fbxo5,Hat1,Hat1
Hpf1,Ska1,Ska1
Cenpf,Gins2,Gins2
Dnmt1,Kif11,Kif11
Hnrnpu,Dpy30,Dpy30
Cacybp,Bub1b,Bub1b
Atad5,Bub1,Bub1
Ptges3,Cenpe,Cenpe
Prdx4,Pebp1,Pebp1
Srsf2,Cct3,Cct3
Uchl3,Cdkn3,Cdkn3
Snrpd2,Calm3,Calm3
Mcm10,Rpa3,Rpa3
Ssrp1,Ncapg,Ncapg
Tagln2,Hnrnpa2b1,Hnrnpa2b1
