,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.5696902,-1.3347125053405762,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.7747695,-0.5712711811065674,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.8341067,-0.5525370836257935,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.4952968,-0.2695668935775757,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.7971623,-0.22942328453063965,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,11.257864,-6.182498455047607,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.5873619,-2.635077476501465,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.94882303,-1.1968677043914795,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.002570514,-3.3847408294677734,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.7310634,-23.42536735534668,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.07819008,-1.2557392120361328,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.111033075,0.7214896976947784,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,2.1562426,-2.440577507019043,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,77.77769,-2.4818336963653564,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.40442887,-1.0377702713012695,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.46565938,-2.52286958694458,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.05066557,-3.453047752380371,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.3320934,-1.9718408584594727,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,5.007826,-2.0180599689483643,False
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.280917,-1.779256820678711,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,2.2074869,-1.9849662780761719,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.8507755,-1.2964646816253662,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.9169548,-0.4202808141708374,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.9804837,0.540675163269043,True
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,1.6408774,-1.9768476486206055,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.24586721,-1.8747501373291016,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,1.7007326,-2.8702762126922607,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.0,0.0,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.4290817,-2.8117029666900635,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.28996694,-1.5306470394134521,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,2.4770007,-0.5092359781265259,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.07855559,-1.5598726272583008,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,4.98861,-1.1179118156433105,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,8.1733885,0.401954710483551,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.7551227,-1.2466154098510742,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.764219,-2.4849300384521484,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.37435764,-0.24230515956878662,False
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,2.812586,-0.5038565397262573,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.37256524,-2.4056668281555176,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.6919192,-1.0220351219177246,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,1.3117431,-0.9780639410018921,False
