gene_names,A,C,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.7672469019889832,0.7957451939582825,-0.07582341134548187,0.9944060968798544,-0.039310023188591,-0.07582341134548187,0.9048572300744561,-0.6492148041725159,-0.07582341134548187,0.5154880953824248,-1.0951533317565918
Lypla1,0.38999128341674805,0.39753153920173645,-0.03342249244451523,0.9930868737298698,0.20167750120162964,-0.03342249244451523,1.0,-0.21909581124782562,-0.03342249244451523,0.923323649097864,-0.3582872450351715
Gm37988,0.0,0.0,0.0,0.9930868737298698,0.26576992869377136,0.0,1.0,0.0,0.0,1.0,0.0
Tcea1,0.5884332060813904,0.5486748814582825,0.1323096752166748,0.8192556984090517,1.813388466835022,0.1323096752166748,0.7396755126833378,1.012669324874878,0.1323096752166748,0.24524376323149813,1.711377501487732
Atp6v1h,0.37671416997909546,0.376189261674881,0.0024139077868312597,0.9930868737298698,0.08118373900651932,0.0024139077868312597,1.0,0.01310486439615488,0.0024139077868312597,1.0,0.021992387250065804
Rb1cc1,0.342422217130661,0.320607990026474,0.11156939715147018,0.9930868737298698,0.1743314117193222,0.11156939715147018,0.921280127983154,0.6072611808776855,0.11156939715147018,0.5576491027399239,0.948062539100647
Pcmtd1,0.15396492183208466,0.14141449332237244,0.13194787502288818,0.9930868737298698,-0.3076436519622803,0.13194787502288818,0.993150538840418,0.4301694631576538,0.13194787502288818,0.7416476822808105,0.6523216366767883
Rrs1,0.27805519104003906,0.2924485206604004,-0.0836869552731514,0.9930868737298698,-0.4708656966686249,-0.0836869552731514,0.9977275660959555,-0.41773828864097595,-0.0836869552731514,0.7134210949570812,-0.6982928514480591
Adhfe1,0.0,0.004202955402433872,-22.006006240844727,0.9930868737298698,0.04358285292983055,-22.006006240844727,0.7396755126833378,-1.0,-22.006006240844727,0.1045620642528069,-2.25353741645813
Mybl1,0.028790732845664024,0.03827303647994995,-0.41760221123695374,0.9930868737298698,0.3204621374607086,-0.41760221123695374,0.9416669042270613,-0.5510551333427429,-0.41760221123695374,0.5242992736474295,-1.0799732208251953
