wilcoxon,t-test,t-test_overestim_var
Ly6c2,Klrg1,Ly6c2
Hspa8,Ly6c2,Klrg1
Lat,Chchd10,Hspa8
Klrg1,Ass1,Chchd10
Plac8,Ccr2,Ass1
Ass1,Hspa8,Lat
Chchd10,Hpcal1,Ccr2
Ctla2a,Fcgrt,Ctla2a
Ccr2,Esm1,Arl4c
Atp1b3,Arl4c,Atp1b3
Gzmk,Ccnd2,Gzma
Gzma,Fam129b,Gzmk
Arl4c,Lat,Sema4a
Ccr5,Arhgap21,Ccnd2
Ccnd2,Sema4a,Hpcal1
Sema4a,Gzma,H2-Q10
Hpcal1,Mgst2,Esm1
Rbm3,Crybb1,Plac8
Rbms1,Ctla2a,Rras2
H2-Q10,Gzmk,Thy1
Rras2,Rras2,Fcgrt
Glipr2,a,Ccr5
Gpx4,Atp1b3,Gpx4
Pkm,1700025G04Rik,Mgst2
Dynll1,Tanc1,Rbms1
Thy1,Thy1,Fam129b
Znrf2,Plac8,Fdps
Mgst2,2010300C02Rik,1700025G04Rik
Esm1,Ccr5,Znrf2
Rpl10,H2-Q10,Glipr2
1700025G04Rik,Eomes,Klf2
Fdps,Mrm1,Pkm
Klf2,Pkm,Eomes
Rps6,Dclre1a,Arhgap21
Cd69,Gpx4,Cgas
Fcgrt,Hes1,Rpl7a
Npc2,Tgfbr3,a
Rpl7a,Tsacc,Ccl5
Lrrc8a,Rbms1,Saraf
Itm2b,Ddhd1,2010300C02Rik
Tm6sf1,Cgas,Klf3
Cd8b1,Sema4f,Dclre1a
Slc9a3r1,Adgrg5,Tanc1
Vim,Fdps,Slc9a3r1
Eomes,Snx13,Ddhd1
Ccl5,Zmat1,Ggh
Tspan3,Zfp788,Rps6
Rrm2,Prss36,Ccne1
Rps25,Znrf2,Rpl10
Ccne1,Grifin,Mid1ip1
,Ggh,Cd69
,Map1a,H2-Q7
,Ogfrl1,Tm6sf1
,Padi2,BC147527
,Tbc1d2,Tspan3
,Rnf215,Crybb1
,Zrsr1,Lrrc8a
,Klf3,Npc2
,Hsd17b11,Tbc1d2
,Lzts1,Padi2
,Gm20517,Gstp3
,Nutf2,Epas1
,Cntln,Pla2g12a
,Tmem79,Gclm
,Glipr2,Klrk1
,Trim3,Vegfb
,Slc26a6,Ablim1
,Fgl2,Sema4f
,Slc25a35,Spata13
,Igfbp6,Cotl1
,Tm6sf1,Rnf215
,BC147527,Rpl41
,Mid1ip1,Fos
,Ifit1bl1,Slc3a2
,Ly6k,Ubl7
,Ccl5,Rpl34
,E130208F15Rik,Tgfb1
,Arrdc3,Ano6
,Cyp2s1,Ogfrl1
,Ano6,Ccnd3
,Zfp523,Rpl8
,Tnfrsf22,Rplp1
,Rph3al,Edem1
,Cyth3,Zfp788
,Daam1,Rps3
,Epas1,Rnf113a1
,Rnf113a1,Cd8b1
,Tsc22d1,Rps9
,Klf2,Samd1
,Lrrc49,Pik3cd
,Lrrc27,Adgrg5
,Ptov1,Igfbp6
,Rpl7a,Esyt2
,Gstp3,Grap2
,Slc12a7,Klrd1
,Aph1b,Snx13
,Ccne1,Slc38a2
,Saraf,Cnnm3
,Syngr4,Slc25a53
,Ttll8,Zfp36l1
,Vegfb,Sash3
,Tmprss13,Mrm1
,Lcn4,Gnpda1
,Clec11a,Sidt1
,Ankrd24,Arrdc3
,Purg,Hes1
,Gpx7,Tgfbr3
,Ubl7,Rpl36
,Klre1,Tsacc
,1700028J19Rik,Sec24d
,H1f10,Fgl2
,Lrp6,H3f3b
,Pla2g12a,Itm2b
,H2bc13,Wdr95
,Npc2,Hsd17b11
,Tspan3,Eef1a1
,Lrrc8a,Lrp6
,Slc9a3r1,Toe1
,Numbl,Cdk2ap1
,Gm3435,Wrap53
,Gpr155,Tbca
,Cd69,Ifit1bl1
,Prr5l,Dynll1
,Cnnm3,Gtf2i
,Rpl10,Abcb8
,Zbtb34,Tmem50b
,Pard6b,Aamp
,Zfp709,Cmklr1
,H2-Q7,Ier2
,Alpk2,Slc12a7
,Rps6,Lcn4
,Rpl34,Rack1
,Rev1,Slco3a1
,Spata13,Satb1
,Pnpla7,E2f8
,Ablim1,Tspan5
,Cmklr1,Arid3a
,Tbc1d8b,Bola2
,H4f16,Fam234b
,Gclm,Bet1
,Slc25a53,Scp2
,Hacd1,Zmat1
,Rnf144a,Rps25
,Samd3,Zrsr1
,Nhsl2,Ltb
,Antxr2,Arsb
,Slc49a4,Rps27a
,AC168977.1,Myb
,,Exo1
,,Rps20
,,H4f16
,,Tbc1d8b
,,Ogfod3
,,Zfp950
,,Ube2g2
,,Rev1
,,Mospd1
,,Rrm2
,,Tnfsf10
,,Ssr3
,,Plin3
,,Rnf144a
,,Dpy19l1
,,Gadd45g
,,Cyba
,,Rps19
,,Prss36
,,Golm1
,,Gna11
,,Capn2
,,Psip1
,,Grifin
,,Emp3
,,Rapsn
,,Anxa1
,,Map1a
,,Tfpi
,,Ms4a4c
,,Dyrk2
,,Fut7
,,Cdc37
,,Mapkapk2
,,Ublcp1
,,Nhsl2
,,Rpl26
,,Daam1
,,Rp9
,,H2-Q4
,,Brd1
,,As3mt
,,Ccne2
,,Dck
,,Gimap6
,,Med26
,,Rpl32
,,Gng12
,,Pibf1
,,Misp3
,,Rpl24
,,Fth1
,,Rps18
,,Hsd17b10
,,Tbl2
,,Gnl1
,,Plcxd2
,,Dennd4c
,,Cuta
,,Idh2
,,Lman2l
,,Macroh2a1
,,Zfp709
,,Nudt3
,,Dhfr
,,Lzts1
,,Tsen15
,,Siva1
,,Nploc4
,,Gm20517
,,E2f2
,,Rpl27a
,,Fam241a
,,Csnk1e
,,Nutf2
,,Rps14
,,Cntln
,,Pnpla7
,,Tmem79
,,Klf6
,,H4c14
,,Trim3
,,Antxr2
,,Surf1
,,Sfr1
,,Ubxn1
,,Slc26a6
,,Ncald
,,Gzmm
,,Tesc
,,Impad1
,,Slc25a35
,,Mgat4a
,,Ikbip
,,Mdh1
,,Kifap3
,,Plec
,,Axin2
,,Krtcap3
,,Atp1a1
,,Letmd1
,,Hsp90ab1
,,Tra2b
,,Pdlim5
,,Hopx
,,Pycrl
,,Hipk2
,,Ly6k
,,Klre1
,,Bloc1s1
,,Pdlim1
,,Dcun1d4
,,Jun
,,Sirt6
,,E130208F15Rik
,,Dipk2a
,,Pik3r1
,,Cyp2s1
,,Ptcd1
,,Chst10
,,Kdsr
,,Nod1
,,Rpl23a
,,Zfp523
,,Fdxacb1
,,Ptdss2
,,Rcn2
,,Rps4x
,,Dnaja1
,,Uqcrh
,,Ppat
,,Tnfrsf22
,,Smad3
,,Rph3al
,,Cyth3
,,Mtmr1
,,Tex15
,,Tnfrsf13c
,,Tagln2
,,Hsph1
,,1700066B19Rik
,,Zdhhc15
,,Tsc22d1
,,Nrde2
,,Rps15
,,Dmac1
,,Lrrc49
,,Scd2
,,Dnaja4
,,Cnpy3
,,Lrrc27
,,Ptov1
,,Sos2
,,Alg10b
,,Ddx19a
,,Selenok
,,Immp2l
,,Krtcap2
,,Slc35b4
,,Qk
,,Klf16
,,Ntpcr
,,Cacna1i
,,Dnaaf2
,,Men1
,,Trim28
,,Ntmt1
,,Srebf2
,,Cks1brt
,,Neurl3
,,Svbp
,,Dhcr7
,,Pigh
,,Cd8a
,,Txndc5
,,Inpp4a
,,Cdc26
,,Atxn2
,,Usp7
,,Nme4
,,Pigt
,,Aph1b
,,Srsf10
,,Rtn3
,,Rasgrp1
,,Syngr4
,,Glrx
,,Coq4
,,Psmb10
,,Rpl9
,,Ifitm10
,,Ttll8
,,Camsap2
,,Nin
,,Pcyt2
,,Tmprss13
,,Rffl
,,Clec11a
,,Cd7
,,Samd3
,,Ankrd24
,,Purg
,,Retreg1
,,Arpp19
,,Atp11a
,,Zfp664
,,Gpx7
,,Rwdd2a
,,Tnf
,,1700028J19Rik
,,Serpinb6a
,,H1f10
,,Lrpap1
,,Dpp4
,,Gfod2
,,H2bc13
,,Dnmt3a
,,Maff
,,Itgb7
,,Zmiz1
,,Rps12
,,Rps29
,,Uhrf1
,,Dnajc3
,,Pacs2
,,Rpl15
,,Ldlr
,,Numbl
,,Oma1
,,Stx4a
,,Gm3435
,,Gpr155
,,Slc20a1
,,Tmem161b
,,Mrpl3
,,Psmb2
,,Prr5l
,,Rab37
,,Zbtb34
,,Zfp959
,,Unc5cl
,,Prorp
,,Tmem131
,,Phf20
,,Slc19a2
,,Cdc14b
,,Slc12a9
,,Zeb2
,,Lrrk1
,,Pard6b
,,Spata6
,,Alpk2
,,Klf13
,,Cyp51
,,Trim12a
,,Sgcb
,,Lmo4
,,Bri3bp
,,Jmy
,,Rundc3b
,,Fgr
,,Tmem64
,,H1f1
,,Ppcs
,,Rpl19
,,Emp1
,,Galnt6
,,Atg3
,,Golim4
,,Kif1c
