gene_names,A,C,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.6998072266578674,0.6496559381484985,0.1474957913160324,0.3539785107198944,2.0494823455810547,0.1474957913160324,0.2113213696450376,2.12821364402771,0.1474957913160324,0.1910527248761586,2.1685070991516118
Lypla1,0.3465030789375305,0.360439658164978,-0.0675337240099906,0.9989499558656963,-0.6937211751937866,-0.0675337240099906,0.822910799786315,-0.6786040663719177,-0.0675337240099906,0.810090686643347,-0.6907867193222046
Gm37988,0.0,0.002106619765982,-21.008018493652344,0.9989499558656963,-0.0620808228850364,-21.008018493652344,0.416917972039645,-1.629987359046936,-21.008018493652344,0.3788346012565901,-1.6887755393981934
Tcea1,0.4837692677974701,0.5030528903007507,-0.071440577507019,0.9989499558656963,-0.7397285103797913,-0.071440577507019,0.7236069225145166,-0.8560377359390259,-0.071440577507019,0.7069577557101516,-0.8718920946121216
Atp6v1h,0.3083739280700683,0.2957421541213989,0.0699106976389885,0.9989499558656963,0.4928029179573059,0.0699106976389885,0.8548964918013726,0.6184980869293213,0.0699106976389885,0.8436745173500925,0.6290385127067566
Rb1cc1,0.3172424435615539,0.3143539130687713,0.0153891732916235,0.9989499558656963,-0.0354081988334655,0.0153891732916235,1.0,0.1321795731782913,0.0153891732916235,1.0,0.1344960033893585
Pcmtd1,0.1591076701879501,0.1426170468330383,0.1700512617826461,0.9989499558656963,1.049899697303772,0.1700512617826461,0.6461303283293158,1.0407196283340454,0.1700512617826461,0.6367654249139377,1.0589728355407717
Rrs1,0.1693164408206939,0.1622097492218017,0.0671293139457702,0.9989499558656963,0.2972424924373626,0.0671293139457702,0.9318815135183393,0.4670570790767669,0.0671293139457702,0.923270926939712,0.4751727879047394
Adhfe1,0.0,0.0014899858506396,-20.50794219970703,0.9989499558656963,0.05392761901021,-20.50794219970703,0.6461303283293158,-1.0,-20.50794219970703,0.6367654249139377,-1.036066651344299
Mybl1,0.041702501475811,0.0430673733353614,-0.0474528558552265,0.9989499558656963,0.1881060600280761,-0.0474528558552265,1.0,-0.1453046798706054,-0.0474528558552265,1.0,-0.1481651067733764
Vcpip1,0.2249816656112671,0.2289910167455673,-0.0284848511219024,0.9989499558656963,-0.1768080443143844,-0.0284848511219024,1.0,-0.225562572479248,-0.0284848511219024,1.0,-0.2296968102455139
Sgk3,0.0353042371571064,0.0189726222306489,0.9077563881874084,0.8913099034708851,1.3407360315322876,0.9077563881874084,0.093964088182798,2.567819356918335,0.9077563881874084,0.0851169276323309,2.601505756378174
Mcmdc2,0.0018574126297608,0.0,20.82620429992676,0.9989499558656963,0.2733652591705322,20.82620429992676,0.381436312491651,1.714482069015503,20.82620429992676,0.3691645201766945,1.714482069015503
Ppp1r42,0.0,0.0,0.0,0.9989499558656963,0.1119318380951881,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.520581841468811,0.525388240814209,-0.0170267578214406,0.9989499558656963,0.0287691615521907,-0.0170267578214406,1.0,-0.2140056788921356,-0.0170267578214406,1.0,-0.2178917825222015
Cspp1,0.3190971910953522,0.3222876787185669,-0.0167773459106683,0.9989499558656963,0.3507042229175567,-0.0167773459106683,1.0,-0.1477249264717102,-0.0167773459106683,1.0,-0.1505680829286575
Arfgef1,0.2854610085487366,0.310556560754776,-0.140562817454338,0.9989499558656963,-1.0596835613250732,-0.140562817454338,0.5750961621648062,-1.2804429531097412,-0.140562817454338,0.5509441355560942,-1.3048709630966189
Prex2,0.0019147652201354,0.0021232350263744,-0.1492470353841781,0.9989499558656963,0.0992361307144165,-0.1492470353841781,1.0,-0.1244906857609748,-0.1492470353841781,1.0,-0.1269393116235733
A830018L16Rik,0.0,0.0006352384807541,-19.27739906311035,0.9989499558656963,0.05392761901021,-19.27739906311035,0.6461303283293158,-1.0,-19.27739906311035,0.6367654249139377,-1.036066651344299
Slco5a1,0.0,0.0,0.0,0.9989499558656963,0.1119318380951881,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.3115593791007995,0.3170835673809051,-0.029549291357398,0.9989499558656963,0.1370902955532074,-0.029549291357398,1.0,-0.2609955370426178,-0.029549291357398,1.0,-0.2660543620586395
