wilcoxon,t-test,t-test_overestim_var
Ly6c2,Ly6c2,Ly6c2
Ctla2a,Chchd10,Ctla2a
Cd69,Arl4c,Chchd10
Chchd10,Ccr2,Cd69
Plac8,Mttp,Arl4c
Lat,Ctla2a,Hopx
Hopx,Cd69,Lat
Arl4c,Egln3,Plac8
Dnaja1,Klhl22,Cotl1
Cotl1,Klrg1,Plin2
Plin2,Plin2,Ass1
H2-Q7,Ass1,Thy1
Cd8b1,Akt3,H2-Q7
Dynll1,Tbc1d17,Dnaja1
Ass1,Rnaset2b,Gzmk
Atp1b3,Ier3,Scd2
Thy1,Cbarp,Atp1b3
Hspa8,Endou,Dusp2
Dusp2,Lat,Ccr2
Scd2,Slc35e3,Cd8b1
Calm2,Hopx,Klrg1
Glipr2,Ccr5,Hspa8
Klf6,Thy1,Rnaset2b
Ccr2,Plac8,Capn2
Gzmk,Cotl1,Mt3
Mt3,BC147527,Sema4a
Zyx,Gzmf,H2-Q10
Ablim1,Cd151,Ablim1
Gzmb,Cacna1i,Calm2
S100a10,Scd2,Ccr5
H2-Q10,Eps8,Gzmb
Capn2,Sema4a,Gzma
Tagln2,Kbtbd11,Glipr2
Ppp1r15a,Gzmk,Tbc1d17
Fos,Eomes,Eomes
Jun,Capn2,Jun
Ier2,Hspa8,Hsph1
Rnaset2b,Tmem254a,Dpy19l1
Manf,Zfp523,Ccnd3
Atp6v0c,Hdac5,Klf6
Ubb,Cd8b1,Dnajc3
Hsph1,Rbm8a2,S100a10
Ccnd3,Gng12,Ccnd2
Higd1a,Dnaja1,Kbtbd11
Dnajc3,H2-Q7,Rras2
Krtcap2,Dusp2,Ubb
Emp3,Gzma,Ier2
Fosb,Nod1,Ctsa
Mtpn,Mt3,Saraf
Ccnd2,Pih1d2,Glrx
Rras2,Bambi,Ggh
Rrm2,Cdk19,Fam241a
Sema4a,Idh2,Mtpn
Gzma,Ctsa,Mttp
Hsp90b1,Cabp4,Dynll1
