wilcoxon,t-test,t-test_overestim_var
Ighm,Tox,Tox
Tox,Pglyrp1,Pglyrp1
Pglyrp1,Ighm,Ighm
Ctla4,Ctla4,Pdcd1
Pdcd1,Pdcd1,Ctla4
S100a4,Cd226,Cd226
Cd226,Lag3,Lag3
Lag3,S100a4,S100a4
Cd3e,Ifi27l2a,Ifi27l2a
Ifi27l2a,Nfkbia,Nfkbia
Nfkbia,Sh2d2a,Sh2d2a
Cd3g,Rgs16,Rgs16
Sh2d2a,Nrgn,Nrgn
Srgn,Cd3e,Cd3e
Trbc2,Cst7,Cst7
Cst7,Srgn,Srgn
Casp3,Casp3,Bcl2a1b
Il18r1,Il18r1,Il18r1
Plek,Bcl2a1b,Casp3
Gimap3,Nrp1,Nrp1
Ptpn6,Pnrc1,Pnrc1
Nrgn,Trbc2,Trbc2
Bcl2a1b,Plek,Ptpn6
Nfkbiz,Gimap3,Plek
Rgs16,Ptpn6,Gimap3
Pnrc1,Nfkbiz,Nfkbiz
Slfn2,Slfn2,Slfn2
Uhrf2,Sla,Sla
Gm8369,Gm8369,Gm8369
Tpt1,Uhrf2,Uhrf2
Lbh,Limd2,Cd3g
Nkg7,Cd3g,Limd2
Limd2,Tpt1,Tpt1
Nrp1,Lbh,Lbh
Sla,Bcl2a1d,Bcl2a1d
Gimap5,Gimap5,Gimap5
Atxn1,Atxn1,Atxn1
Cd52,Itgb1,Itgb1
Fxyd5,Stat3,Stat3
Cd3d,Gldc,Gldc
B4galnt1,Icos,Icos
Fyn,Cd52,Eea1
Icos,Eea1,Cd52
Ptprcap,Fyn,Fyn
Shisa5,Cd3d,Lyst
Junb,Bhlhe40,Bhlhe40
Bcl2a1d,D16Ertd472e,D16Ertd472e
Arpc3,Lyst,Cd3d
Itgb1,Cxcr6,Cxcr6
Bhlhe40,Tnfaip8,Tnfaip8
Cxcr6,B4galnt1,Rabgap1l
D16Ertd472e,Rabgap1l,B4galnt1
Tnfaip8,Orai1,Ikzf2
Stat3,Bcl2l11,Bcl2l11
Vasp,Tnfrsf9,Orai1
Hif1a,Ikzf2,Tnfrsf9
Ifngr1,Slamf6,Slamf6
Pou2f2,Nkg7,Sdcbp2
Gpr183,Sdcbp2,Nkg7
Rel,Junb,Junb
Sub1,Gpr183,Gpr183
Irf2,Pou2f2,Pou2f2
S100a11,St3gal6,St3gal6
Stk24,Irf2,Irf2
Ccdc50,Fxyd5,Bcl2
Slamf6,Bcl2,Fxyd5
Eea1,Rel,Rel
Smap2,Vasp,Vasp
Tmsb4x,Arpc3,Arpc3
4930453N24Rik,Ifngr1,Ifngr1
Orai1,4930453N24Rik,4930453N24Rik
Tnfrsf9,Tmsb4x,Tmsb4x
Serf2,Shisa5,Shisa5
Ifi203,Ptpn11,Ptpn11
Rabgap1l,Ifi203,Ifi203
Dnajc9,Stk24,Stk24
Gimap4,Irf8,Irf8
Emb,Jaml,Jaml
Ptpn11,Ccdc50,Ncoa1
Sept1,Ncoa1,Ccdc50
mt-Nd2,Smco4,Psen2
Lyst,Psen2,Smco4
Akap13,Irak3,Irak3
Ets1,Vax2,Vax2
Ucp2,Cblb,Cblb
Ms4a4b,Hif1a,Crlf2
Gldc,Grk6,Hif1a
Bcl2l11,Crlf2,Grk6
Grk6,Asap1,Asap1
Sh3kbp1,Smap2,Smap2
Batf,Ypel3,Ypel3
Rap1a,Serf2,Xaf1
Smco4,Xaf1,Serf2
Jund,Ifi213,Ifi213
Stat4,Emb,Emb
Tnfaip3,Oaz1,Dus2
Oaz1,Hcst,Hcst
Cblb,Dus2,Oaz1
Irf8,Ucp2,Ucp2
Baz1a,Btg3,Btg3
St3gal6,Tgif1,Tgif1
Prdx6,mt-Nd2,Prkca
Psen2,Prkca,mt-Nd2
Cd27,Arpc1b,Ppp1r16b
Ncoa1,Ppp1r16b,Tnfaip3
