,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.6852364,-0.662541389465332,False,,,,,,,,,,,,,,,,0.16987425088882446
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.5148284,-0.11855018138885498,False,,,,,,,,,,,,,,,,-0.09476101398468018
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.7164773,-1.0028653144836426,False,,,,,,,,,,,,,,,,-0.9762305021286011
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.3289595,0.14992433786392212,True,0.31819467744031926,0.7666905563278488,0.23322456064426408,15.068459311590017,0.17133765242993834,0.10566967725753784,0.2914066016674042,0.4152573379516437,0.0,0.0,0.3733020317520825,0.2873139011180008,0.9020797592298737,0.31409828683248536,3.489853607026393,0.2753429412841797
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3212293,-0.32948875427246094,False,,,,,,,,,,,,,,,,-0.24029207229614258
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,5.723801,-11.129436492919922,False,,,,,,,,,,,,,,,,-6.915757179260254
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.3991771,0.42088305950164795,True,0.2718714606243132,0.23429427065345756,0.09576634828977271,32.58392674159663,0.29989121586084366,0.33835703134536743,0.5331056118011475,0.31651649816949534,0.0,0.0,0.4219446023748194,1.0250260873976738,1.917020366623484,0.5315942430239581,6.4045275789945215,0.5498392879962921
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8556674,-0.6778488159179688,False,,,,,,,,,,,,,,,,-0.5953292846679688
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0029118822,-3.118746757507324,False,,,,,,,,,,,,,,,,-0.1372828483581543
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.864623,-2.197112798690796,False,,,,,,,,,,,,,,,,-2.09521222114563
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.08397016,-0.4456833600997925,False,,,,,,,,,,,,,,,,-0.1634533405303955
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.13535467,0.6337408125400543,True,2.4367602493856078,3.9499819773399545,0.5041013452065466,7.64715650582733,0.07282655261456966,0.20116671919822693,1.4018528461456299,0.5548332065642292,0.0,0.0,0.48844913934117073,0.5120945252021125,3.7353784161908874,0.17725160095904546,1.6802034850306706,0.774850144982338
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,1.0680621,-0.6313071250915527,False,,,,,,,,,,,,,,,,-0.6158809661865234
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,9.970734,-1.441401720046997,False,,,,,,,,,,,,,,,,-1.4065728187561035
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.2873347,-0.24784374237060547,False,,,,,,,,,,,,,,,,-0.04736185073852539
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.46533474,-2.033794403076172,False,,,,,,,,,,,,,,,,-2.0256011486053467
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.063540906,-1.139927864074707,False,,,,,,,,,,,,,,,,-0.118377685546875
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,0.9853522,-5.666374206542969,False,,,,,,,,,,,,,,,,-4.469192028045654
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,5.634764,0.5678210556507111,False,0.08741612237860046,0.04432927880496346,0.20914710620416832,9.919061654361295,10.428681445121764,0.7856166958808899,0.09228207916021347,0.32425452862008375,0.0,0.0,0.3756927157890819,1.967473564881984,0.24946079391921902,0.49017037975748895,2.523636047059612,0.6419182419776917
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.2405303,-0.21174585819244385,False,,,,,,,,,,,,,,,,-0.14346778392791748
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.8512351,-1.1979906558990479,False,,,,,,,,,,,,,,,,-1.148761510848999
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,0.9183611,-1.2862749099731445,False,,,,,,,,,,,,,,,,-1.284743309020996
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.6028286,-1.0500376224517822,False,,,,,,,,,,,,,,,,-1.0373244285583496
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.77867573,-0.8867069482803345,False,,,,,,,,,,,,,,,,-0.8586581945419312
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.4333871,-1.4524195194244385,False,,,,,,,,,,,,,,,,-1.4172694683074951
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.24450876,-0.8140616416931152,False,,,,,,,,,,,,,,,,-0.21640682220458984
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,3.7956755,-0.22431480884552002,False,,,,,,,,,,,,,,,,-0.027342677116394043
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.055109467,-3.723341464996338,False,,,,,,,,,,,,,,,,0.026217758655548096
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,0.76434046,0.1938847303390503,True,0.04794964531652957,0.06503663262082797,0.08308127168755969,22.726448718222922,3.328218270242214,0.2774062156677246,0.11533524096012115,0.3439122417489176,0.0,0.0,0.2246604113624469,0.6928667304719854,0.28895938627678774,0.47016931380444715,6.603243988387612,0.25273048877716064
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.49531052,-0.7283750772476196,False,,,,,,,,,,,,,,,,-0.7280555963516235
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.1733228,-1.1066925525665283,False,,,,,,,,,,,,,,,,-1.0330612659454346
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.099332556,-3.112631320953369,False,,,,,,,,,,,,,,,,-0.0896294116973877
