wilcoxon,t-test,t-test_overestim_var
Junb,Junb,Junb
Ccl5,Klrg1,Jak1
Jak1,Jak1,H2-Q7
H2-Q7,Arl4c,Cd8b1
Cd8b1,Ppp1r15a,Arl4c
Arl4c,H2-Q7,Klrg1
Ier5,Cd8b1,Ccl5
Srsf5,Zeb2,Ppp1r15a
Gabarapl2,Ier5,Ier5
Ppp1r15a,S1pr5,Zeb2
Klf6,Txk,Txk
Ddx5,Ccl5,Klf6
H2-K1,Fos,H2-K1
Tnfaip3,Klf6,Ccr2
Ier2,Ccr2,Tnfaip3
H2-D1,Dennd4a,H2-D1
Klrg1,Tnfaip3,Dennd4a
Txk,Klf3,Gabarapl2
Hopx,Gabarapl2,Srsf5
Pnrc1,Srsf5,Hopx
Rap1b,Ier2,Ddx5
Ppp1r12a,Cx3cr1,Ier2
Btg1,H2-K1,Klf3
Dennd4a,Gzma,Fos
Eif1,Hopx,Btg1
Ccr2,Ccdc88c,Pnrc1
Laptm5,Slco3a1,Tpt1
Ptprc,Ddx5,Ly6c2
Fth1,H2-D1,Ccdc88c
Tpt1,As3mt,S1pr5
Nfkbia,Pnrc1,Ptprc
Sp100,Fosb,Eif1
Ccdc88c,Tpt1,Ppp1r12a
Zeb2,Nfkbia,Cx3cr1
Rps27,Vps37b,Nfkbia
Gramd3,Ppp1r12a,Slco3a1
Ly6c2,Gramd3,Gramd3
Krtcap2,Eif1,Gzma
Epsti1,Rap1b,Ypel3
Klf3,Ptprc,Rap1b
Selplg,Btg1,Laptm5
Ypel3,Ypel3,Vps37b
Ubc,Laptm5,Rps27
Itgb1,Kdm6b,Fth1
S100a10,Acss2,Sp100
Cyba,Rps27,Fosb
Apbb1ip,Fcgrt,Itgb1
Fau,Borcs7,Fau
Vps37b,Gpr183,Selplg
Clk1,Rara,Ugcg
Rac2,Ly6c2,Cd69
Stk17b,Itgb1,Klrd1
Ankrd11,Fth1,Krtcap2
Hcst,Sp100,Gpr183
Thy1,Ugcg,As3mt
Bcl11b,1700025G04Rik,Kdm6b
Macroh2a1,Esm1,Clk1
Ugcg,Cd69,Rora
Jund,Krtcap2,Klf2
Klrd1,Rora,Ubc
Fos,Fau,Epsti1
Ubb,Nr4a1,Apbb1ip
Klf2,Clk1,S100a10
Atp5h,Selplg,Hcst
Rora,Apbb1ip,Ubb
Arhgdib,Atp2b1,Bcl11b
Cx3cr1,Bcl11b,Borcs7
Cd69,Dusp5,Thy1
Atp2b1,Epsti1,Rac2
Slco3a1,Ubc,Atp2b1
Serf2,Gzmm,Dusp5
Saraf,Klf2,Cyba
Zyx,Thy1,Jund
H2-Q6,Klrd1,Stk17b
Btg2,Rac2,Acss2
Supt4a,Cyba,Rara
4930523C07Rik,Foxp1,Nr4a1
Cd28,St3gal6,Btg2
Npc2,Hcst,Arhgdib
Dusp5,Jund,Ankrd11
H3f3b,S100a10,H2-Q6
Xrn2,Stk17b,Foxp1
Myl6,Kdm7a,4930523C07Rik
Ostf1,4930523C07Rik,Fcgrt
Eif4a2,Ankrd11,Zyx
Ablim1,Tagap,Atp5h
Fyb,H2-Q6,1700025G04Rik
Lck,Btg2,St3gal6
Rpl13a,Ubb,Macroh2a1
Gzma,Klre1,Eif4a2
Ets1,Eif4a2,Esm1
Dock2,Atp5h,H3f3b
Ahnak,Smad7,Serf2
Rpl37a,Zyx,Zfp36
Ccnl1,Dock5,Kdm7a
Gimap6,Slc4a7,Saraf
Fyn,Cd28,Cd28
Lat,Macroh2a1,Smad7
Foxp1,Zfp36,Ablim1
Itgb2,Arl5c,Rpl37a
Gpr183,Phf21a,Tagap
Dnajc15,Ccr5,Ccr5
Rps14,H2-Q10,Gtf2i
Rbm39,Actn2,Supt4a
Ms4a4b,Arhgdib,Vsir
Scp2,Saraf,Arl5c
Il2rg,Gtf2i,Fam189b
Gtf2i,Vsir,Ccnl1
Ankrd44,Fam189b,Slc4a7
Cotl1,Gadd45b,Dock5
Zfp36,Serf2,H2-Q10
Fosb,Nhsl2,Npc2
S1pr5,Ablim1,Wdr95
Elf1,Ccnl1,Phf21a
Ube2d3,Wdr95,Myl6
Vsir,H3f3b,Gzmm
Il18rap,Slc20a1,Dock2
Sept1,Runx1,Cmah
Tprgl,Supt4a,Slc20a1
Diaph1,Chd3,Gadd45b
Arf4,Cmah,Chd3
Fus,Rpl37a,Runx1
Pim1,Fasl,Ms4a4b
Rnf138,Npc2,Gimap6
S100a13,Sidt1,Irf1
Tut4,Frat2,Fyb
Fam189b,Irf1,Xrn2
Kdm6b,Myl6,Fasl
Irf1,Klrc2,Ahnak
Tax1bp1,Slc9a9,Fyn
Arhgap45,Itgb2,Rpl13a
Nr4a1,Dock2,Lck
Ms4a6b,Fyb,Klrc2
Rpl19,Xrn2,Rps14
Smad7,Fyn,Itgb2
Macf1,Ifitm10,Ets1
Itk,Gimap6,Klre1
Zfp36l2,Ets1,Ostf1
Ccr5,Rgs2,Il18rap
Skap1,Lck,Sidt1
Akap13,Fcgr2b,Tprgl
Atp1b3,Il18rap,Tut4
Satb1,Rpl13a,Il2rg
Mkrn1,Tprgl,Lat
St3gal6,Chil5,Dusp1
Klrc2,Ahnak,Itgax
1810058I24Rik,Tob1,Rgs2
Tmsb10,Rsu1,Ankrd44
Cox7a2l,Ostf1,Rnf138
Arl5c,Rps14,Ifitm10
Arpc2,Gpr132,Frat2
Zc3hav1,Vgll4,Vgll4
Arl6ip5,Icam1,Actn2
Borcs7,Tut4,Klk8
Cmah,Csrnp1,Rsu1
Kdm7a,Rnf138,Gpr132
Spn,Dusp1,Tob1
H2-Q4,Il2rg,Zdhhc20
Grap2,Klk8,Csrnp1
Wdr95,Lat,Icam1
Fryl,Itgax,H2-Q4
Dusp1,Ms4a4b,Pim1
Sf3b1,Zdhhc20,Grap2
As3mt,Ankrd44,Slc9a9
Itgax,Grap2,Tmsb10
Nsd3,Stard10,Scp2
Klk8,Kcnj8,Rpl19
Slc38a2,Iqgap2,Rbm39
Tagap,H2-Q4,Fryl
Rara,Ddx3x,Jun
Znrf2,Jun,Itk
Itgal,Fgf13,Iqgap2
Atp11b,Fryl,Nhsl2
Ccdc12,Scp2,Dnajc15
Sp110,Itk,Diaph1
Chd3,Tcp11l2,Ddx3x
Slc20a1,Prkx,Elf1
Zdhhc20,Esyt2,Stard10
Anp32a,Ncald,Esyt2
Vgll4,Elf1,Tcp11l2
H2-Q10,Sgk1,Satb1
Syf2,Rbm39,Fcgr2b
Cdkn1b,Cdkn1b,Cotl1
Rpl30,Pim1,Cdkn1b
S1pr4,Diaph1,Ube2d3
Acss2,Satb1,Ncald
Ctla2a,Evl,Evl
Dnajb6,Egr1,Arf4
Bin2,Srcin1,Egr1
Chd2,Arf4,Macf1
Calm2,Rpl19,Prkx
Smap2,Dnajc15,Spata13
Runx1,Spata13,Arhgap45
Lsp1,Cotl1,Sgk1
Slc4a7,Hexim1,Mkrn1
Ubald2,Ccl9,Tespa1
Rpl17,Ube2d3,Fus
Fasl,Tespa1,Tax1bp1
Rps15,Tgif1,Atp11b
Dock5,Tmsb10,Slc38a2
Ppp2r5a,Smad3,Pik3cd
Esyt2,Smpdl3b,Hexim1
Pdcd4,Mkrn1,Ppp3ca
Ppp3ca,Atp11b,Atp1b3
Rps3,Macf1,Fgf13
Ddx3x,Arhgap45,Ms4a6b
Ywhaq,Pik3cd,Tgif1
Chd7,Fus,Chil5
Atf4,Ppp3ca,Smpdl3b
Gabarap,Slc38a2,Zfp36l2
Sidt1,Galnt10,Sept1
Rpl9,Emp1,Chd7
Jun,Arid5a,Il17ra
Gmfg,Il17ra,Arid5a
Ncor1,Tax1bp1,S100a13
Klrc1,Mbp,Smad3
Grap,Jmjd1c,Sema4a
Cd2,Sema4a,Jmjd1c
Phf21a,Chd7,Znrf2
Pik3r1,Gm20696,Mbp
Sh3bgrl3,Sept1,March7
Fcgrt,March7,Zc3hav1
March7,Pde4d,Arpc2
Cd226,Zfp36l2,Emp1
Bhlhe40,Dnajb9,Skap1
Klf13,Dok2,Grap
mt-Nd2,Ms4a6b,Nsd3
Gpsm3,Adrb2,Dok2
Pik3cd,Znrf2,Card11
Gadd45b,Atg2a,Usp48
Map1lc3b,Card11,Lef1
Myl12a,S100a13,Sun2
Emb,Atp1b3,Rnf125
Ddx6,Zc3hav1,Dtx1
Tnrc6b,Samd3,Sp110
Eif5,Gprin3,Cox7a2l
Evl,Dtx1,Chd2
Son,Sorbs1,Pde4d
1700025G04Rik,Grap,Gprin3
Scand1,Sun2,Dnajb9
Zfp36l1,Nr4a3,Atg2a
Cd37,P3h4,1810058I24Rik
Stat4,Usp48,Atp2a3
Slc3a2,Rnf125,Birc2
Rabac1,Kpna1,Adrb2
Jmjd1c,Nsd3,Cd226
Myl12b,Lef1,Pik3r1
Cd8a,Znrf3,Zfp36l1
Esm1,Atp2a3,Trp53inp1
Iqgap2,Itgam,Kpna1
Tcp11l2,Trp53inp1,Galnt10
Lamtor2,Sp110,Tmem71
Cd53,Skap1,Spn
Itga4,Mylip,Kcnj8
Mbnl1,Birc2,Zmiz1
Lef1,1810058I24Rik,Nr4a3
Birc2,Chd2,Akap13
Rgs2,Arpc2,Atf4
Klrk1,Zmiz1,Arl6ip5
Ifitm10,Rapgef2,Otulinl
Vps28,Tanc1,Ubald2
Tmem71,Antxr2,Fam204a
Usp48,Cox7a2l,Itgam
Dok2,Rap2a,Rps3
Stk4,Phf1,Mylip
Themis,Pik3r1,Rpl30
Gsk3b,Med12l,Rasgrp1
Fam204a,Plcb2,Rapgef2
Picalm,Rrad,S1pr4
Bnip3l,Tmem71,Pdcd4
Otulinl,Cd226,Phf1
Id2,Gpx8,Fam49a
Csde1,Spn,Orai2
Mettl23,Rasgrp1,Tnrc6b
Sema4a,Fam204a,Rpl9
Nfatc3,Atf4,Rap2a
Tpp2,Wfikkn2,Itpr2
Ube2b,Gab3,Samd3
Ltb,Zfp36l1,Srcin1
Spata13,Otulinl,Ccl9
Tagln2,Akap13,Tgfbr2
Cdc42,Ubald2,Med12l
Rsu1,Orai2,Rrad
Srrm2,Fam49a,Ctla2a
B2m,Skil,Tpp2
Ptpn18,Cpne3,Aplp2
Tespa1,Slc15a2,Ppp2r5a
Csrnp1,Fbxl22,Klhl6
Ncald,Fkbp10,Tanc1
Ranbp2,Arl6ip5,Gab3
