,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.6901818,-0.6964551210403442,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.561642,-0.16639459133148193,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.7192967,-0.6650636196136475,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.2800803,0.14907532930374146,True
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3957024,-0.5505775213241577,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.609587,-5.972609519958496,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.49145937,-0.9792033433914185,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.6769202,-0.5576733350753784,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.008014362,-7.105602264404297,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.976459,-6.283016204833984,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.087920815,-0.31778502464294434,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.14074259,0.6930566728115082,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.5560032,-0.5684940814971924,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,20.050543,-1.4840092658996582,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.24005497,-0.780264139175415,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.56888723,-0.23566734790802002,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.046826325,-1.6595356464385986,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.2633901,-2.5940749645233154,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,4.8282905,0.4202589988708496,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.3075002,-0.7826448678970337,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.8631768,-0.9310294389724731,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.3396806,-1.0702195167541504,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.9255496,-2.1163501739501953,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.7077163,-0.019729971885681152,False
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.71235573,-1.0297718048095703,False
