wilcoxon,t-test,t-test_overestim_var
Trdc,Trdc,Trdc
mt-Cytb,Trav14-1,mt-Cytb
mt-Atp6,mt-Cytb,mt-Atp6
mt-Nd4,mt-Atp6,mt-Co3
mt-Co3,Trbv13-3,mt-Nd4
Rps8,mt-Nd4,Trav14-1
mt-Co2,Ccr9,mt-Co2
Ppia,mt-Co3,Rps8
mt-Nd2,mt-Co2,Ccr9
Cd52,Rps8,Trbv13-3
Rps3a1,Igfbp4,mt-Co1
Bcl11b,Itgae,Ppia
mt-Co1,Ppia,Cd52
Rpl22l1,Tspan32,mt-Nd2
Cd3e,mt-Nd2,Rps3a1
Limd2,Bcl11b,Bcl11b
Pfn1,Cd52,Rpl22l1
Rpl5,Cxcr6,Igfbp4
Trav14-1,Rps3a1,Pfn1
Ccr9,mt-Co1,Rpl5
Rps29,Rpl22l1,Cd3e
Cd3g,Eps8l1,Limd2
Ighm,Cd3e,Tspan32
Arl4c,Pfn1,Rps29
mt-Nd1,Rpl5,Itgae
mt-Nd3,Tespa1,Cxcr6
Coro1a,Rflnb,Tespa1
Clec2d,Limd2,Clec2d
Igfbp4,Clec2d,Cd3g
Actb,Rps29,Rflnb
Tespa1,Il6st,Ighm
Rinl,Ramp1,Il6st
Ltb,Ighm,mt-Nd1
Tle5,Cd3g,Ramp1
Itgb7,AI467606,Actb
Rps17,mt-Nd1,Coro1a
Ramp1,Rinl,Rinl
Il6st,Actb,Arl4c
Arhgdib,Coro1a,mt-Nd3
Mbnl1,1700017B05Rik,Eps8l1
Ccnd2,Arl4c,AI467606
Rflnb,mt-Nd3,Nrip1
Gnas,Nrip1,AC149090.1
Trbv13-3,Cdk5rap1,Ccnd2
Grap2,Mmp16,Ltb
Tmsb4x,Casp1,Arhgdib
Rpl35a,AC149090.1,1700017B05Rik
Txnip,Id3,Mbnl1
AC149090.1,Ccnd2,Gnas
Tspan32,Zfp950,Tle5
Themis,Ltb,Rpl35a
Shisa5,Stap1,Itgb7
Cxcr6,Zfp652,Tmsb4x
Arhgef1,Arhgdib,Rps17
Rps4x,Tle5,Cdk5rap1
Top2b,Itgb7,Id3
Rpl12,Tent5a,Themis
Ptprcap,Arhgap5,Grap2
mt-Nd5,Dntt,Txnip
Pura,Nrros,Git2
Git2,Rpl35a,Zfp652
Nrip1,Casp4,Tent5a
Sh3bgrl3,Zbtb1,Stap1
Cnn2,Git2,Fam78a
Hnrnpr,Themis,Crtc3
Fam78a,Gnas,Zfp950
Ogt,Idh2,Casp1
Itm2b,Fam78a,Arhgap5
Arpc2,Mbnl1,Zbtb1
Lcp1,Gsn,Idh2
Cd8b1,Crtc3,Pdk1
Cd8a,Trat1,Tecr
Ddx39b,Rps17,Trat1
AI467606,Grap2,Pura
Ppdpf,Prrg1,Top2b
Arhgap45,Txnip,Nrros
Ppp1r14b,Tmsb4x,Il27ra
Cd27,Pdk1,Mmp16
Gimap1,Zfp329,Arhgef1
Tasor,Tecr,Hnrnpr
Itgae,Ddit4,Trbc1
Crtc3,Il27ra,Gsn
Tecr,Pura,Brd7
Selenow,H2-DMa,H2-DMa
Pdk1,Brd7,Tasor
Jpt1,Gm4951,Shisa5
Il27ra,Stub1,Rps4x
Tmem59,Zfp322a,Stub1
Tuba1b,Top2b,Zfp329
Etnk1,Scn2b,Rapgef4
mt-Nd4l,Rapgef4,Rabgap1l
Zfp652,Hnrnpr,Ppdpf
Slc44a2,Tasor,Synj2bp
Tent5a,Slc16a5,Izumo4
Stap1,Amer1,Ddit4
Tprgl,Slc14a1,Etnk1
Rabgap1l,Arhgef1,Tia1
Skap1,Izumo4,Lipa
Id3,Lipa,Ddx39b
Rsrp1,Rabgap1l,Cdc37l1
Smc4,Kctd2,Tmem59
Brd7,Cdc37l1,Prrg1
Tnrc6c,Synj2bp,Zfp322a
Scp2,St6gal1,Fyco1
Tagln2,Fyco1,Kctd2
