wilcoxon,t-test,t-test_overestim_var
Rps24,Rps24,Rps24
Rps29,Rps29,Tpt1
Rps7,Rpl12,Rps29
Rpl12,Tpt1,Rps7
Rpl35a,Rps7,Rpl12
Rps16,Rps16,Rps27
Rps15a,Rps15a,Rps16
Tpt1,Rpl30,Rps15a
Rplp1,Rps27,Rps14
Rpl21,Rpl35a,Rpl30
Rps14,Rpl23,Rpl17
Rpl30,Rplp1,Rpl35a
Rpl5,Rpl17,Rpl21
Rps27,Rps14,Rplp1
Rpl23,Rpl21,Rpl23
Rpl17,Rps19,Rpl5
Rps9,Rplp2,Rpl19
Rps19,Rpl5,Rpl37a
Rpl19,Rpl19,Rps19
Rplp2,Rpl9,Rpl18a
Rpl9,Rpl37a,Fau
Rps3a1,Rps9,Rpl9
Rpl13,Rpl39,Rplp2
Rpl37a,Rpl18a,Rps9
Rps20,Rps20,Rpl39
Rpl39,Rps21,Rpl13
Rpl18a,Rpl13,Rps20
Rpl26,Rps13,Rps21
Fau,Fau,Rps13
Rps23,Rps3,Rps23
Rps3,Rps23,Rps3a1
Rps21,Rpl26,Rps3
Rps4x,Rpl27a,Rpl27a
Rps13,Rps3a1,Rpl26
Rpl27a,Rps4x,Rps4x
Rpl34,Rps28,Rpl34
Rps27a,Sell,Rps28
Rps28,Rpl34,Rps27a
Rps18,Rps5,Rps18
Rpl36a,Rps27a,Btg1
Rpl8,Rps18,Sell
Rpl18,Tcf7,Tcf7
Rps5,Dapl1,Rps5
Rpl37,Rpl18,Rpl18
Btg1,Rpl8,Rpl8
Rps8,Rpl36a,Rpl37
Rack1,Rpl32,Rpl36a
Rpl36,Rpl37,Rack1
Ltb,Rack1,Ltb
Rpl32,Btg1,Rpl36
Rps6,Rpl36,Rpl32
Rpl11,Rgs10,Rps8
Rps15,Ltb,Rps6
Eef1a1,Lef1,Rps15
Tcf7,Rps15,Shisa5
Shisa5,Ccr7,Dapl1
Rps10,Rps6,Eef1a1
Sell,Eef1a1,Rpl11
Rpl38,Rps10,Rps10
mt-Nd2,Rps8,Lef1
Rpl35,Rapgef6,Rpl38
Eef1b2,Shisa5,Foxp1
Lef1,Foxp1,Rapgef6
Rps26,Rpl11,Rgs10
Cox7a2l,Rpl38,Rpl7
Rpl7,Evl,Arl4c
Rapgef6,Arl4c,mt-Nd2
Arl4c,Rpl7,Ccr7
Rps11,Cox7a2l,Evl
Rpl23a,Ramp1,Cox7a2l
Rps25,Rpl35,Rps26
H2-K1,mt-Nd2,Rpl35
Rpl22,Il7r,Eef1b2
Foxp1,Eef1b2,Satb1
Satb1,Rps26,H2-K1
Rpl15,Igfbp4,Rps25
mt-Nd4,Rpl23a,Rpl23a
Npc2,Satb1,Il7r
mt-Atp6,Peli1,Rps11
Dapl1,Rps25,mt-Atp6
Ptpn18,Rpl22,Rpl22
Limd2,Rps11,mt-Nd4
Tmsb10,Il6st,Rpl15
Rpl3,Tespa1,Npc2
Cd3d,Il6ra,Peli1
Rpl6,Rflnb,Ramp1
Rpl10a,Npc2,Tmsb10
Peli1,Ssbp2,Ighm
Bcl11b,Txnip,Ptpn18
Cd3g,Chd3,Limd2
Hcst,mt-Nd4,Txnip
Evl,Tdrp,Tespa1
Rpl10,Pdcd4,Chd3
Ccr7,Rpl15,Pdcd4
mt-Cytb,Ccr9,Igfbp4
Ighm,Ighm,Il6st
Pfdn5,mt-Atp6,Hcst
Il7r,Bcl11b,Bcl11b
Rgs10,Pdk1,Rpl10a
Mbnl1,Limd2,Rpl6
Ablim1,H2-K1,Ssbp2
mt-Co3,Rps27rt,Il6ra
Rpl27,Tmsb10,Rflnb
Rpl24,Ccnd2,Ccnd2
B2m,Ptpn18,Rps27rt
