wilcoxon,t-test,t-test_overestim_var
Malat1,Malat1,Malat1
Smc4,Ccr9,Smc4
Rps27,Smc4,Ccr9
Btg1,Ramp1,Ramp1
Rps24,Btg1,Btg1
Ccr9,Rps27,Rps27
Ramp1,Tcrg-C4,Rps24
Cd3g,Tcrg-C2,Tcrg-C4
Arl4c,Rps24,Chd3
Rps29,Chd3,Tcrg-C2
Chd3,Zbtb20,Arl4c
Ptma,Ly6c1,Sell
Sell,Arl4c,Zbtb20
Rps14,Sell,S1pr1
Tpt1,Ikzf2,Ly6c1
S1pr1,S1pr1,Ikzf2
Klf2,Igfbp4,Ccnd2
Srrm2,Ccnd2,Igfbp4
Bcl11b,Tcrg-C1,Id3
Foxp1,Id3,Tcrg-C1
Ccnd2,Tspan32,Tspan32
Klf13,Ssbp2,Pik3ip1
Srsf5,Pik3ip1,Ssbp2
Trdc,Sox4,Trdc
Tcrg-C2,Selenop,Sox4
Id3,Slfn5,Foxp1
Rpl21,Tgtp2,Selenop
Ddx5,Nrip1,Rps29
Tubb5,Dntt,Nrip1
Tcrg-C4,Rps29,Slfn5
Ikzf2,Foxp1,Tgtp2
Ly6e,Iigp1,Dntt
Gpx4,Trdc,Iigp1
Ly6c1,Trat1,Bcl11b
Zbtb20,Bcl11b,Klf2
Ypel3,Cxxc5,Ptma
Emp3,Mpp1,Cd3g
Snrnp70,Cd3g,Trat1
B2m,Crtc3,Mpp1
Igfbp4,Klf2,Klf13
Tspan32,Ptma,Crtc3
Ppia,Tgtp1,Cxxc5
Cd3e,5830411N06Rik,Ly6e
Rabac1,AC149090.1,AC149090.1
Cd53,Klf13,Tespa1
Rhoh,Gm12216,Gm12216
H3f3b,Tespa1,Tgtp1
Tcrg-C1,Ly6e,5830411N06Rik
Pik3ip1,Itgae,Tubb5
Cd27,Tmem108,Itgae
Ccr7,Gm47283,Gm47283
Junb,Tubb5,Rps14
Hmgb1,Socs3,Socs3
Hnrnpf,Trgv2,Ccr7
Rps27rt,Rps14,Tmem108
Nrip1,Atp1b1,Kbtbd11
Ssbp2,Ccr7,Rabac1
Tespa1,Kbtbd11,Trgv2
Selenop,Rabac1,Atp1b1
Cirbp,Ift80,Srsf5
Ablim1,Slfn8,Znrf1
Slfn5,Znrf1,Slfn8
AC149090.1,Srsf5,Ift80
Sox4,Pdk1,Srrm2
Fau,Gata3,Emp3
Iigp1,Srrm2,Pdk1
Rps16,Tcrg-V1,Gpx4
Cdk2ap2,Lpar6,Gata3
Kbtbd11,Tapbpl,Tapbpl
Ifi47,Mmp16,Ypel3
Gm12216,Pag1,Ppia
Rps15a,Abi3,Lpar6
Itm2b,Emp3,Pag1
Ikzf1,Ifit1bl1,Ifit1bl1
Rtf1,Gpx4,Mmp16
Arhgap45,Ypel3,Cd27
Shisa5,B630019A10Rik,Tcrg-V1
Mpp1,St6gal1,Abi3
Dntt,Irgm1,Cirbp
Tgtp2,Gm11713,Irgm1
Tmem59,Cirbp,Rpl21
Rbm39,Rtf1,Rtf1
Mbnl1,Rpl21,Gm11713
Snrpd3,Sh3bp5,B630019A10Rik
Crtc3,Cd27,St6gal1
Lef1,Zfp740,Sh3bp5
Arhgef1,Ppia,Rapgef6
Tapbpl,Pdlim4,Rhoh
Skap1,Wls,Hdac7
Rnf187,Arpp21,Snrnp70
Cd37,Il6ra,Gbp7
Trat1,1700017B05Rik,Zfp740
Trbc2,Rapgef6,Wls
5830411N06Rik,Hdac7,Jakmip1
Cxxc5,Snrnp70,Ifi47
Tmsb10,Gbp7,1700017B05Rik
Fyb,Rhoh,Pdlim4
Hnrnpab,Jakmip1,Arpp21
Gm47283,Ifi47,Il6ra
Socs3,Tdrp,Clec2d
Ncor1,Tpt1,Rcsd1
Pitpnc1,Clec2d,Tpt1
Klf3,Rcsd1,Tdrp
Fus,Rgcc,Il7r
Ptpn18,Il7r,Tmem59
Tgtp1,Ddx5,Ddx5
Rps9,Timp2,Rgcc
Psmb10,Tmem59,Timp2
Rapgef6,Sun2,Stat1
Tcf7,Stat1,Sun2
Ftl1,Tcf4,Smad7
Txnip,Smad7,Cd3e
Rpl37a,Myl10,2810474O19Rik
Slfn8,Slc16a5,Ablim1
H2-K1,2810474O19Rik,Gm19705
Lat,Idh2,Idh2
Itgae,Gm19705,Gm5914
Tuba1b,Gm5914,Tcf4
,Cd3e,B2m
,Ttc3,Ttc3
,Ablim1,Brd8
,Rbpms,Myl10
,Hist3h2a,Hist3h2a
,Ppp1r13b,Slc16a5
,Socs1,Socs1
,Pmepa1,Klf3
,Gm4951,Pitpnc1
,Brd8,Ppp1r13b
,B2m,Rbpms
,Tmem176b,Pcgf5
,Slc25a23,Tuba4a
,Pcgf5,Pmepa1
,Eef2k,Gm4951
,5830418P13Rik,Tuba1b
,Arhgap5,Nudcd3
,Tuba4a,Tmem176b
,Pitpnc1,Arhgap5
,Thra,Stag1
