wilcoxon,t-test,t-test_overestim_var
Malat1,Rps27,Rps27
Rps27,Malat1,Rps24
Rps14,Rps24,Malat1
Rps24,Rps14,Rps14
Rps29,Tcf7,Tcf7
Btg1,Ltb,Ltb
Ltb,Btg1,Btg1
Rps15a,Rps29,Ccr9
Rps28,Ccr9,Rps29
Rpl17,Cd27,Sell
Tcf7,Sell,Ramp1
Rps7,Ramp1,Cd27
Rpl37a,Rpl21,Rpl21
Rps16,Trbc2,Id3
Fau,Rpl9,Rpl9
Cd27,Rpl35a,Trbc2
Rps23,Rps9,Ypel3
Rpl21,Id3,Rps9
Rpl9,Ypel3,Rpl35a
Rps9,Rpl27a,Ighm
Rpl35a,Ighm,Rps15
Rps27a,Rps15,Rpl27a
Rps3a1,Shisa5,Ccr7
Rpl30,Rps23,Chd3
Cd3g,Chd3,Shisa5
Shisa5,Ccr7,Rps23
Trbc2,Rps7,Rps7
Rpl37,Limd2,Foxp1
Rps27rt,Rpl37,Ikzf2
Rps15,Trdc,Pik3ip1
Rpl27a,Rplp1,Limd2
Limd2,Emb,Rps27rt
Rpl12,Rps27rt,Rpl37
Rpl19,Foxp1,Ctss
Tpt1,Cd3g,Rpl12
Ccr9,Rpl12,Emb
Rps3,Rps28,Cd3g
Rplp1,Ikzf2,Rplp1
Rpl13,Ctss,Rps28
Rpl18a,Pik3ip1,Trdc
Ypel3,Rps11,Tespa1
Sell,Rpl36,Rps11
Rpl34,Tmsb10,Tcrg-C2
Rplp2,Tespa1,Rgs10
Ighm,Rgs10,Kbtbd11
B2m,Kbtbd11,Zbtb20
Rpl36,Tcrg-C2,Tcrg-C4
Rpl26,Zbtb20,Rpl36
Ramp1,Rpl17,Ly6c1
Rps11,Tcrg-C4,Rpl17
Tmsb10,Rpl37a,Rpl37a
Emb,Evl,AC149090.1
Rps19,Ly6c1,Evl
Rpl31,AC149090.1,Tmsb10
Id3,Rps27a,Igfbp4
Rpl11,Ssbp2,Ssbp2
Chd3,Igfbp4,Rps27a
Trdc,Rpl8,Slfn5
Rpl23,Rps16,Selenop
Cd53,Selenop,Socs3
Rpl8,Saraf,Rps16
Saraf,Slfn5,Tcrg-C1
Rps21,Socs3,Rps15a
Rps25,Ccnd2,Iigp1
Rpl36a,Rps15a,Ccnd2
Ccr7,Tcrg-C1,Saraf
Foxp1,Cd53,Nrip1
Ptpn18,Lef1,Lef1
Rpl38,Iigp1,Cd53
Rpl23a,Klf13,Klf13
Cd3e,Nrip1,S1pr1
Rps18,S1pr1,Sox4
Ftl1,Ftl1,Rpl8
Selenow,B2m,Rpl19
Rpl18,Rpl19,Bcl2
Rps26,Bcl2,B2m
Fth1,Cd3e,Ftl1
Klf13,Sox4,Mpp1
Ikzf2,Rpl34,Dntt
Bcl11b,Mpp1,Rpl34
Arhgap45,Rpl26,Txnip
Ctss,Txnip,Cd3e
Junb,Rpl31,Trat1
Rps4x,Dntt,Rpl26
Pik3ip1,Trat1,Znrf1
S1pr1,Ablim1,Rpl31
Rpl5,Junb,Tgtp2
Ablim1,Xist,Rpl18a
Cox7a2l,Znrf1,Sh3bp5
Evl,Rps21,Pecam1
Tespa1,Rpl18a,Tpt1
Rpl15,Tpt1,Ablim1
Rpl7,Tspan32,Tspan32
Ly6e,Ogt,Ogt
Rhoh,Ly6e,AB124611
Srsf5,AB124611,Rps21
Rps13,Rpl36a,Rpl23a
Rgs10,Rpl23a,Il7r
Tcrg-C2,Tgtp2,Pdk1
Rps17,Pecam1,Junb
Rps6,Sh3bp5,Bcl11b
H2-K1,Ptpn18,Rpl30
Ddx5,Bcl11b,Rpl36a
Trbc1,Rpl38,5830411N06Rik
Rps10,Il7r,Tecpr1
Arl4c,Tecpr1,Ptpn18
Mbnl1,Rpl30,Ly6e
Lef1,Pdk1,Tgtp1
Ly6c1,Rps6,Rpl38
Tcrg-C4,Rps4x,Xist
AC149090.1,Selenow,Stat1
Ccnd2,Arhgap45,Rps3a1
Kbtbd11,Stat1,Selenow
Srrm2,5830411N06Rik,Rps6
Zbtb20,Rps3a1,Arhgap45
Xist,Tgtp1,Rps4x
Rabac1,Trim12a,Cxxc5
Gimap6,Tmem59,Trim12a
Igfbp4,Rplp2,Tcp11l2
Rps20,Rapgef6,Tmem59
Ssbp2,Rabac1,Gm19705
Rnaset2a,Tcp11l2,Rapgef6
Rpl22,Utrn,Rplp2
Selenop,Cxxc5,Socs1
Cd37,Gm19705,Rabac1
Slfn5,Rhoh,Tmem108
Rps8,Socs1,Utrn
Tcrg-C1,Rps13,H2-DMa
Wdr89,H2-DMa,Fau
Tmem59,Fau,Ifit1bl1
Rsrp1,Ifit1bl1,Lpar6
Rbm39,Slamf6,Rhoh
Nrip1,Dgka,Slamf6
Iigp1,Tmem108,Crtc3
Ogt,Actn1,Rps13
Rpl35,Lpar6,Atp1b1
Socs3,Crtc3,Dgka
Bcl2,Gm11713,Nsg2
Ifi203,Nsg2,Actn1
Klf2,Atp1b1,Gm11713
Txnip,Rpl23,Itgae
Eef1g,Pgs1,Rpl23
Rpl13a,Pink1,Pgs1
Plac8,Trbc1,Pink1
Rpl39,Gngt2,Mmp16
Psme1,Itgae,Gngt2
Dgka,Jakmip1,Jakmip1
Sox4,Mmp16,Camk2d
Tspan32,Camk2d,Trgv2
Mpp1,Rps18,Tdrp
Fyb,Cox7a2l,Spint2
Pfdn5,Rps25,Rps18
Tecpr1,Arl4c,Rps25
Cd3d,Cd37,Trbc1
Rpl10,Spint2,Rpl13
Dntt,Rpl13,Arl4c
Pnrc1,Trgv2,Cd37
Acp5,Mbnl1,Cox7a2l
AB124611,Rsrp1,Kcnq1ot1
Churc1,Tdrp,Rps3
Gpsm3,Srsf5,Scml4
Slamf6,Rps3,Mbnl1
Rnaset2b,Stx16,Nudt16
Trat1,Kcnq1ot1,Stx16
Eif3e,Rps20,Gm5914
Ifi47,Scml4,Pigp
Pdcd4,Fam169b,Fam169b
Znrf1,Pigp,Trib2
Stat1,Peli1,Rsrp1
Ndufa6,Nudt16,Srsf5
Trim12a,Gm12216,Slfn8
Sh3bp5,Gm5914,Peli1
mt-Nd2,Slfn8,Gm12216
Rpl6,Trib2,B630019A10Rik
Tgtp2,Ubn2,Ubn2
Il7r,Rpl15,Dapl1
Rapgef6,Fth1,Rps20
Rpl27,Dapl1,Rpl15
5830411N06Rik,Klf3,Tcrg-V1
Pecam1,Ifi47,Fth1
Cirbp,B630019A10Rik,Wls
Utrn,Zfp36l1,Treml2
Klf3,Adcy7,Ifi47
Pdk1,Rabgap1l,Klf3
Skap1,Tcrg-V1,Adcy7
Actn1,Tapbpl,Zfp36l1
Cox14,Tspan13,Timp2
Gpx4,Wls,Rabgap1l
Eef1a1,Mgst2,Tapbpl
Tgtp1,Kcnn4,Frat2
Son,Timp2,Gbp2
Il2rg,Treml2,Pdlim4
Rack1,Gbp2,St6gal1
Cdk2ap2,H2-K1,Il6ra
Gm42418,Frat2,Ar
Tprgl,Abhd8,Tspan13
Ifit1bl1,Pnrc1,Mgst2
Cxxc5,Cox14,Abhd8
Tcp11l2,Smad7,Kcnn4
Tapbp,Ar,Rpl5
Pdlim1,Gimap6,Smad7
Psmb8,Pdcd4,Cox14
mt-Cytb,Rpl5,Pnrc1
Gm19705,Il6ra,Kdm5b
Tspan13,Pdlim4,Arpp21
Socs1,St6gal1,H2-K1
Uba52,Bst2,Gimap6
Lpar6,Smpdl3a,Klhdc1
Eif1,Pitpnc1,Bst2
Jakmip1,Klhdc1,Pdcd4
Psmb10,Kdm5b,Arhgap5
Tmem108,Tprgl,Fam78a
Txk,Fam78a,Smpdl3a
Pitpnc1,Rps26,Pitpnc1
Slc38a2,Arpp21,Tprgl
Kcnn4,Ifi203,Il6st
Tapbpl,Igtp,Klhl24
Crtc3,Srrm2,Igtp
Itm2b,Klhl24,Rps26
Pgs1,Fos,5830418P13Rik
Fxyd5,Arhgap5,Ttc3
Atp1b1,Cirbp,Fos
H2-DMa,Il6st,Ifi203
Bst2,Rcsd1,Hexa
Peli1,Cd7,Cirbp
Gm11713,Ttc3,Srrm2
Arhgef1,Acp5,Rcsd1
Nsg2,Pdrg1,Cd7
Itgae,Pdlim1,Rpl11
Camk2d,Hexa,Pdrg1
Pink1,Rpl11,Thra
Cnbp,5830418P13Rik,Lztfl1
Gngt2,Akap9,Pdlim1
Rpl29,Ddx5,Acp5
Abhd8,Rps19,Akap9
Gpx1,Lztfl1,P2rx4
Stx16,Itpr2,St8sia1
Eef1b2,Ssh2,Ddx5
Ppdpf,Thra,Itpr2
Mmp16,Lipa,Rps19
Fam189b,Dtx3l,Lipa
Tdrp,P2rx4,Gm4951
Trgv2,St8sia1,Ssh2
Spint2,Tox,Dtx3l
Arhgap15,Rnaset2a,Ift80
Rinl,Fam189b,Tox
Prdx6,Ift80,Rflnb
Hmgn1,2810474O19Rik,Rnaset2a
Dapl1,Gm4951,Gbp8
Zfp36l2,Ppm1h,2810474O19Rik
Smpdl3a,Gbp8,Fam189b
Mgst2,Arl5c,Tnfrsf26
Npc2,Rtp4,Myl10
Rpl10-ps3,Rflnb,Rtp4
Dad1,Akap8l,Akap8l
Kcnq1ot1,Tnfrsf26,Pmepa1
Trac,Abi3,H2-Oa
Sec62,Chd6,Ppm1h
Gm12216,Fam53b,Abi3
Trib2,H2-Oa,Arl5c
Scml4,Gbp4,Chd6
Cd7,Myl10,2610035D17Rik
Smad7,Irgm1,Tcf4
Slfn8,Acyp1,Fam53b
B630019A10Rik,2610035D17Rik,Slc16a5
Samhd1,Il27ra,Sgms1
Trp53,Pmepa1,Gbp4
Tcrg-V1,Rpl18,Rpl18
Nudt16,Tcf4,Irgm1
Fos,Sgms1,Il27ra
Rabgap1l,Rassf2,Rassf2
Lat,Gpx1,Acyp1
Gm5914,Clec2d,Uvssa
Pigp,Klf2,Sirt5
Fam169b,Rbm4b,Clec2d
Arpp21,Mycbp2,Gpx1
Pdlim4,Slc16a5,Oasl2
Snrnp70,Tnrc6b,Slc9a9
Srpk1,Tcf12,Tnrc6b
Wls,Uvssa,Tcf12
Rcsd1,Nfe2l2,Rbm4b
Ubn2,Arhgap15,Gm34794
Gm11808,Crlf3,Gm16152
Il6ra,Elk4,Elk4
Gbp2,Churc1,Gm20696
Zfp36l1,Wdr89,Crlf3
Timp2,Sirt5,Mycbp2
Kdm5b,Foxo1,Hvcn1
Treml2,Hdac7,Nfe2l2
Sipa1l1,Hvcn1,Hsdl1
,Slc9a9,Rgcc
,Rgcc,Gm16124
,Hint2,Tmem176b
,Rpl35,Foxo1
,Gm34794,Arhgap15
,Hsdl1,Churc1
,Zcchc7,Klf2
,Oasl2,Calcoco1
,Gm16152,Hdac7
,Txk,Wdr89
,Gm20696,Snhg12
,Snhg12,Hint2
,Hpcal1,Zcchc7
,Gm16124,Tbc1d4
,Tmem176b,AI504432
,AI504432,Art4
,Baz2b,Baz2b
,Calcoco1,Ifngr2
,Ppp1r14b,Txk
,Slc43a2,Rbpms
,Tbc1d4,Ifit3
,Ifit3,Slc43a2
,Slc38a2,Aff3
,Rpl7,Hpcal1
,Ikbkb,Rpl35
,Ifngr2,Ppp1r14b
,Rbpms,Slc25a23
,Art4,Rpl7
,Aff3,Rab6b
,Gbp9,Gbp9
,Dph5,Etfbkmt
,Cux1,Ppp1r13b
,Rab37,Ikbkb
,Zeb1,Slc38a2
,Dpp4,Crebrf
,Ppp1r13b,Cux1
,Slc25a23,Tlr1
,Crebrf,Dph5
,Etfbkmt,Rab37
,Rab6b,Plscr3
,Tbxa2r,Zeb1
,Retreg1,Retreg1
,Trim12c,Dpp4
,Tlr1,Amn1
,Amn1,Tbxa2r
,Plscr3,Bcl9
,Sesn1,Sesn1
,1500011K16Rik,Parp11
,Parp11,1500011K16Rik
,Nisch,Ly6d
,Vgll4,Trim12c
,Ash1l,Ptov1
,Atxn7l3b,Dzip1
,Zer1,Zer1
,Bcl9,Nisch
,Ly6d,Ash1l
,Psme1,Abcg1
,Trp53,Vgll4
,Msi2,Atxn7l3b
,Dzip1,Gm42722
,Ptov1,Tmem42
,Rps17,Cuedc1
,Smim14,Msi2
,Abcg1,Tpcn1
,Cyb5a,Psme1
,Gpcpd1,Sema4b
,Lbh,Tcn2
,Hist3h2a,Hist3h2a
,Tmem42,Bach2
,Gm42722,Rps17
,Cuedc1,Zfp950
,Zfp950,Smim14
,Tpcn1,Dennd2d
,Timm9,Trp53
,Efr3a,Gpcpd1
,Fyb,Timm9
,Sema4b,Patz1
,Patz1,Eef2k
,Dennd2d,Lbh
,Rest,Fbxl12
,Mir142hg,Cyb5a
,Bach2,Emilin1
,Cd9,Rest
,Fbxl12,Efr3a
,Itm2c,Paqr7
,Etnk1,Mir142hg
,Eef1g,Rdh14
,Tcn2,9330175E14Rik
,Cyth1,Tanc1
,Smim4,Cd9
,Atxn10,Rnf123
,Eef2k,Etnk1
,Rdh14,Itm2c
,Il21r,Cyth1
,Paqr7,Smim4
,Rnf123,Fbxw4
,Tanc1,Fyb
,9330175E14Rik,Atxn10
,Idh2,Ifit1
,Ddx6,Zfp945
,Emilin1,Zfp157
,Zfp945,Idh2
,Fbxw4,Letm2
,Ube2r2,2200002D01Rik
,Plac8,Eef1g
,Letm2,Il21r
,Samhd1,Ube2r2
,Zfp740,Zfp740
