wilcoxon,t-test,t-test_overestim_var
Malat1,Malat1,Malat1
Rps27,Rps27,Rps27
Rps24,Rps24,Rps24
Rps14,Tcf7,Rps29
Rps29,Rps29,Rps14
Rps28,Rps14,Tcf7
Rps15a,Btg1,Btg1
Rps16,Ccr9,Rpl35a
Btg1,Ramp1,Ccr9
Rps7,Rpl35a,Ramp1
Rpl17,Sell,Sell
Rpl12,Id3,Rps28
Rpl37a,Rps28,Ltb
Rpl35a,Chd3,Rps15
Tcf7,Rps15,Rpl27a
Rpl21,Ltb,Id3
Rpl13,Ypel3,Rpl12
Rps27a,Rpl12,Chd3
Rps23,Rpl27a,Rps23
Rpl27a,Rps23,Ypel3
Rps3a1,Rpl9,Rpl9
Rpl30,Ccr7,Rpl36
Rpl36,Rpl36,Rps9
Rplp1,Emb,Emb
Rps15,Rps9,Rplp1
Fau,Smc4,Smc4
Rpl9,Rplp1,Ccr7
Rps9,Kbtbd11,Rpl21
Ltb,Rps16,Rps7
Rpl37,Rps7,Rps16
Shisa5,Ikzf2,Cd27
Rps3,Rgs10,Shisa5
Rplp2,Rpl21,Ubb
Ypel3,Rpl37,Rpl37
Rps19,Cd27,Kbtbd11
Limd2,Rpl37a,Rgs10
Rps18,Ubb,Ikzf2
Tpt1,Zbtb20,Rpl37a
Ccr9,Shisa5,Rpl8
Rpl18a,Rps27a,Rps27a
Rpl8,Ssbp2,Rps11
Rpl19,Rpl8,Zbtb20
Cd27,Rps11,Ighm
Smc4,Rpl38,Trbc2
Rpl38,Ighm,Rpl38
Rpl31,Limd2,Limd2
Emb,Ly6c1,Rps20
Sell,Rps20,Ssbp2
Rps21,AC149090.1,Rpl36a
Rps11,Tcrg-C4,Rpl17
Ramp1,Rps15a,Klf13
Rpl36a,Trbc2,Evl
Chd3,Evl,Rps15a
Rpl26,Tespa1,Foxp1
Rps20,Tcrg-C2,AC149090.1
Rps27rt,Klf13,Tespa1
Rpl34,Rpl17,Ly6c1
Ubb,Igfbp4,Tcrg-C4
Rps25,Rpl36a,Tcrg-C2
Trbc2,Foxp1,Junb
Rps4x,Iigp1,Rps21
Id3,Slfn5,Rpl31
Rpl23,Socs3,Igfbp4
Junb,Rpl31,Rps18
Rpl15,Rps21,Socs3
Rpl18,Junb,Iigp1
Rps17,Rps18,Slfn5
Rpl11,Cirbp,Rps4x
Rpl23a,Tcrg-C1,Cirbp
Ighm,Pik3ip1,Arl4c
Klf13,Rpl30,Rpl30
Foxp1,Arl4c,Pik3ip1
Ccr7,Ctss,Ctss
Rpl5,Rps27rt,Tcrg-C1
Cd3g,Rps4x,Rps27rt
Arl4c,Rpl18a,Rpl18a
Rpl22,Sox4,Rpl26
Ikzf2,Rpl26,Rplp2
Srrm2,Dntt,Rpl15
Evl,Rplp2,Rpl19
Rps6,Pdk1,Sox4
Rgs10,Rpl19,Pdk1
Kbtbd11,Rpl13,Rpl13
Rpl35,Rpl15,Rpl23a
Rps8,Znrf1,Rps6
Rps13,Trat1,Dntt
Trbc1,Spint2,Rps3a1
Rpl7,Rps6,Znrf1
Fth1,Nrip1,Nrip1
mt-Nd2,Rpl23a,Spint2
Cirbp,Rps3a1,Trat1
Bcl11b,5830411N06Rik,Tpt1
Tespa1,Actn1,Actn1
Rps26,Tpt1,Camk2d
Rhoh,Sh3bp5,Sh3bp5
Zbtb20,Camk2d,Rapgef6
AC149090.1,Tgtp2,Rpl34
Ctss,Crtc3,5830411N06Rik
Cd53,Rapgef6,Ccnd2
Mbnl1,Slamf6,Slamf6
Rps10,Selenop,Pdlim1
Ddx5,Pecam1,Utrn
Ssbp2,Cxxc5,Tgtp2
Trdc,Il7r,Selenop
Tcrg-C2,Utrn,Crtc3
Cox7a2l,Ccnd2,Rhoh
S1pr1,Pdlim1,Bcl2
Selenow,Bcl2,Pecam1
Rpl13a,Stat1,Rpl5
Cd3e,Rpl34,Tecpr1
Ccnd2,Zfp36l1,Stat1
Tcrg-C4,Rhoh,Rps25
Ly6c1,Tecpr1,Trbc1
Rpl10,Rps25,Zfp36l1
Snrnp70,Tgtp1,Il7r
Rps5,Rpl23,Srrm2
Rbm39,Rpl5,Rpl23
Lef1,Nsg2,Cxxc5
Igfbp4,Lef1,Lef1
Socs3,Srrm2,S1pr1
Pik3ip1,Trbc1,Bcl11b
Gpx4,Tmem108,Mycbp2
Ablim1,Socs1,Tgtp1
Ogt,Mycbp2,Rps13
Son,Rps3,Trdc
Pdlim1,Bcl11b,AB124611
Rapgef6,S1pr1,Cd3g
Slfn5,AB124611,Rps3
