wilcoxon,t-test,t-test_overestim_var
Ighm,Ighm,Tox
Tox,Tox,Ighm
Ctla4,Ctla4,Ctla4
Nrgn,Pdcd1,Pdcd1
Pdcd1,Nrgn,Nrgn
S100a4,S100a4,Lag3
Cd3e,Lag3,Nrp1
Nfkbia,Nfkbia,Cd226
Cd226,Nrp1,S100a4
Lag3,Cd226,Nfkbia
Pglyrp1,Pglyrp1,Pglyrp1
Nrp1,Cd3e,Cd3e
Casp3,Casp3,Rgs16
Il18r1,Rgs16,Casp3
Nfkbiz,Il18r1,Il18r1
Uhrf2,Uhrf2,Nfkbiz
Cst7,Nfkbiz,Uhrf2
Rgs16,Cst7,Cst7
Cd3g,Itgb1,Itgb1
Sh2d2a,Sh2d2a,Eea1
Srgn,Srgn,Gldc
Ptpn6,Eea1,Sh2d2a
Itgb1,Bcl2a1b,Bcl2a1d
Bcl2a1b,Ptpn6,Bcl2a1b
Gimap3,Ifi27l2a,Srgn
Lbh,Gimap3,Ptpn6
Atxn1,Gldc,Atxn1
Plek,Bcl2a1d,Ifi27l2a
Ifi27l2a,Atxn1,Lbh
Batf,Limd2,Gimap3
Rel,Plek,Rel
Hif1a,Lbh,Plek
Tnfaip8,Rel,Limd2
Limd2,Tnfaip8,Slamf6
Bcl2a1d,Sla,Tnfaip8
Pou2f2,Pnrc1,Pou2f2
Cxcr6,Slamf6,Sla
Eea1,Pou2f2,Pnrc1
Ccdc50,Cxcr6,Stat3
D16Ertd472e,D16Ertd472e,Cxcr6
Sla,Cd3g,D16Ertd472e
Slamf6,Stat3,Cd3g
Bhlhe40,Bhlhe40,Batf
Slfn2,Batf,Bhlhe40
mt-Nd2,Ccdc50,Slfn2
Pnrc1,Icos,Ccdc50
Icos,Slfn2,Icos
Gm8369,Trbc2,Ptpn11
Trbc2,Gm8369,Hif1a
Gimap5,Hif1a,Trbc2
Stat3,Ptpn11,Gm8369
Ptpn11,Gimap5,Rabgap1l
Rap1a,mt-Nd2,Orai1
Trav14-1,Trac,Gimap5
Emb,Rabgap1l,Smco4
Rexo2,Smco4,Tnfrsf9
Shisa5,Orai1,Psen2
Gldc,Rexo2,mt-Nd2
Trac,Tnfrsf9,Trac
Arpc3,Psen2,Bcl2l11
Smco4,Bcl2l11,Rexo2
Rabgap1l,Emb,Btg3
Gpr183,Gpr183,Jaml
Prdx6,Lyst,Lyst
Orai1,Btg3,Gpr183
Serpinb6b,Jaml,Siah2
Tnfrsf9,Trav14-1,Emb
Junb,Shisa5,Gadd45b
Psen2,Gadd45b,Ikzf2
S100a11,Siah2,Trav14-1
Gadd45b,Tpt1,Casp4
Tpt1,Ikzf2,Il1rl1
Apobec3,Casp4,Asap1
Sms,Junb,Shisa5
Trdc,Asap1,Ar
Sh3kbp1,Msi2,Mmp16
Ifi203,Cblb,Tpt1
Dut,Serpinb6b,Vax2
mt-Cytb,Cd27,Msi2
Tmbim4,Ifi203,Junb
Cd27,Rap1a,Cblb
Ly6e,Sh3kbp1,Mast4
Jund,Grk6,4930453N24Rik
Dnajc9,Ar,Irf8
Siah2,4930453N24Rik,Bcl2
Traf1,Tmbim4,Ifi203
Btg3,Il1rl1,Tgif1
Fxyd5,Arpc3,Serpinb6b
Bcl2l11,Prdx6,Cd27
4930453N24Rik,Irf8,Twsg1
Tnfaip3,Apobec3,Ncoa1
B4galnt1,Mmp16,Grk6
Lyst,Tgif1,Rnf213
mt-Atp6,Prkca,Sh3kbp1
Grk6,Vax2,Tmbim4
Smap2,Ncoa1,Rap1a
Irf2,Mast4,Prkca
Ide,Rps7,Litaf
Stk24,Irf2,Apobec3
Jaml,mt-Cytb,Prdx6
Fyn,Bcl2,Irf2
Cblb,Ide,Arpc3
Serpinb9,Cd9,Cd9
Rora,Twsg1,Ide
Casp4,Litaf,Sdcbp2
Prkca,Nr4a2,Trdc
Dennd4a,Rnf213,mt-Cytb
Rilpl2,Trdc,Xaf1
Akap13,Timm17b,Nr4a2
Cd3d,Tnfaip3,Timm17b
Nr4a2,Xaf1,Rps7
Timm17b,Sdcbp2,Hivep3
Cd9,Traf1,Plscr1
Ucp2,Stk24,Irak2
Rps7,Serpinb9,Serpinb9
Sub1,Nfatc1,Stk24
Nfatc1,Plscr1,Ipcef1
Irf8,B4galnt1,Tnfaip3
Baz1a,Dennd4a,Nfatc1
Ets1,Trbc1,Ankrd55
Ncoa1,Ipcef1,Nfat5
Nkg7,Oaz1,Traf1
Litaf,Ly6e,Dennd4a
Msi2,Ppp1r16b,Plxdc2
Ddx5,Nfat5,Pecam1
Ptprcap,Sms,Ppp1r16b
Resf1,Cd3d,B4galnt1
Ifngr1,Rora,Cd160
Ikzf2,Cd160,Irak3
Ankrd12,Irak2,Mrps6
Ly6a,Hivep3,Sms
Asap1,Resf1,Ly6e
Tgif1,Pecam1,Oaz1
Oaz1,Fyn,Lpcat4
Mllt3,mt-Atp6,Cd3d
Gimap4,Mrps6,Trps1
Fkbp1a,Fxyd5,Rora
Stk39,Crybg3,Zfp52
Cd160,Mllt3,Resf1
Nab1,Ankrd12,Crybg3
Ppp1r16b,Trps1,Rbpj
Cd52,Zfp52,Lin54
Atp5j,Ankrd55,Fam110a
Ptpn22,Birc2,Mllt3
Birc2,Stk39,Trbc1
Xaf1,Baz1a,Fyn
Plscr1,Rps15a,Ankrd12
Pim1,Irak3,Fam81a
Srpk2,Lin54,Birc2
mt-Co2,Lpcat4,Fxyd5
Gls,Rbpj,Stk39
Pop5,Fam110a,Cd274
Fubp1,Tnfrsf1b,Tnfrsf1b
Vasp,Fkbp1a,Rps15a
Lgals3,Smap2,mt-Atp6
Ipcef1,Ucp2,Itih5
mt-Nd4,Atp5j,Baz1a
Dnmt1,Cd274,Dnajc14
Eif3h,Jund,Tmem154
Nfat5,Dnajc14,Smap2
Crybg3,Tmem154,Crlf2
Raf1,Crlf2,Ucp2
Bcl2,Plxdc2,Prdm1
Smg6,Fubp1,Jund
Rnf213,Fam81a,Sla2
Ubr5,Prdm1,Fkbp1a
