gene_names,C,N,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.6521410942077637,0.4120159447193146,-0.8509824275970459,6.470811007960352e-28,-11.122859001159668,-0.8509824275970459,1.1512044676769832e-27,-11.32322883605957,-0.8509824275970459,1.6661112491914132e-22,-10.110167503356934
Lypla1,0.3695513904094696,0.2019980400800705,-0.9980461001396179,4.004473967949917e-40,-13.427462577819824,-0.9980461001396179,1.2378242562721573e-22,-10.134175300598145,-0.9980461001396179,1.2887000992785869e-17,-8.849649429321289
Gm37988,0.0020250582601875067,0.0,-20.95099449157715,0.9978251125439729,-0.1461840718984604,-20.95099449157715,0.007476384319800467,-2.9162986278533936,-20.95099449157715,0.09272649509685708,-1.9586328268051147
Tcea1,0.4896625578403473,0.36423298716545105,-0.523823082447052,3.566741418159453e-16,-8.325287818908691,-0.523823082447052,2.3292671565202856e-09,-6.223477363586426,-0.523823082447052,9.890767900661325e-08,-5.590439796447754
Atp6v1h,0.3438190221786499,0.2754685878753662,-0.37160617113113403,1.0815859578933353e-14,-7.903491497039795,-0.37160617113113403,0.0004676611067818202,-3.7392282485961914,-0.37160617113113403,0.0021433103000059106,-3.3366215229034424
Rb1cc1,0.36585110425949097,0.49541744589805603,0.5375373959541321,0.2610793558263631,1.4439469575881958,0.5375373959541321,5.936380012437254e-08,5.6690473556518555,0.5375373959541321,7.926264318094594e-07,5.199331760406494
Pcmtd1,0.18352101743221283,0.37769898772239685,1.1879024505615234,1.5812456581177485e-05,4.520140647888184,1.1879024505615234,5.26692931557693e-21,9.781091690063477,1.1879024505615234,1.3555334778702994e-18,9.141940116882324
Rrs1,0.24342374503612518,0.21136921644210815,-0.22770273685455322,2.3334470212102596e-10,-6.517847537994385,-0.22770273685455322,0.08346121810892813,-1.9721059799194336,-0.22770273685455322,0.1366074732473899,-1.765140175819397
Adhfe1,0.0007000442128628492,0.0022032582201063633,1.6552037000656128,0.9978251125439729,0.10013420134782791,1.6552037000656128,0.4357000720025308,0.9284027814865112,1.6552037000656128,0.4928776810106323,0.8896872401237488
Mybl1,0.02006797306239605,0.0011397801572456956,-4.151744365692139,0.11550826156973514,-1.8629463911056519,-4.151744365692139,1.1636741760487023e-12,-7.342700004577637,-4.151744365692139,7.500263251425752e-07,-5.219480991363525
Vcpip1,0.23560313880443573,0.24076971411705017,0.035169828683137894,2.1869321039721845e-06,-4.93157958984375,0.035169828683137894,0.8411560481228608,0.30035296082496643,0.035169828683137894,0.8654320909934816,0.27162694931030273
Sgk3,0.032917320728302,0.11536514759063721,1.8694970607757568,0.15641234969735782,1.716335654258728,1.8694970607757568,2.1747045309622663e-11,6.975708484649658,1.8694970607757568,1.1411184200776632e-10,6.737259864807129
Mcmdc2,0.001213097246363759,0.00246193609200418,1.0219985246658325,0.9978251125439729,-0.007347124628722668,1.0219985246658325,0.5781184375982911,0.6894089579582214,1.0219985246658325,0.5999191343919424,0.6648932695388794
Ppp1r42,0.0,0.0,0.0,0.9978251125439729,0.06925257295370102,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.5203825831413269,0.2554023265838623,-1.2302664518356323,5.2526690821327775e-51,-15.189777374267578,-1.2302664518356323,1.9425280387362147e-45,-14.803242683410645,-1.2302664518356323,8.850573447404033e-36,-12.968921661376953
Cspp1,0.24202467501163483,0.25232285261154175,0.06785102933645248,1.0030061412120902e-06,-5.08558464050293,0.06785102933645248,0.6650872782473264,0.556491494178772,0.06785102933645248,0.705709194026173,0.5051620602607727
Arfgef1,0.33021771907806396,0.3600413501262665,0.14749330282211304,0.0059337489280643346,-2.989165782928467,0.14749330282211304,0.20432995457465308,1.495591163635254,0.14749330282211304,0.27280058603993496,1.361487865447998
Prex2,0.001300682662986219,0.0009570213151164353,-0.44289371371269226,0.9978251125439729,-0.03370197117328644,-0.44289371371269226,0.8331813986701708,-0.3116694390773773,-0.44289371371269226,0.8643818561582254,-0.27332907915115356
A830018L16Rik,0.0001461080100852996,0.0009038609568960965,2.6296041011810303,0.9978251125439729,0.095417819917202,2.6296041011810303,0.4930689969177147,0.8276081085205078,2.6296041011810303,0.5339925080625239,0.8150749802589417
Slco5a1,0.0013873649295419455,0.0,-20.404918670654297,0.9978251125439729,0.0046215783804655075,-20.404918670654297,0.15121815788441417,-1.6674103736877441,-20.404918670654297,0.3817173050956652,-1.1198594570159912
Ncoa2,0.29283660650253296,0.29379335045814514,0.005429685115814209,7.236497941476065e-06,-4.686635971069336,0.005429685115814209,1.0,0.05088365450501442,0.005429685115814209,1.0,0.04575418308377266
Tram1,0.8813676834106445,0.5327951312065125,-1.0069783926010132,1.0394509093078604e-39,-13.355697631835938,-1.0069783926010132,1.002986982086485e-46,-15.093962669372559,-1.0069783926010132,1.086489558416272e-38,-13.548611640930176
Lactb2,0.1608463078737259,0.10326680541038513,-0.6817548274993896,1.2966786387407152e-13,-7.5821852684021,-0.6817548274993896,7.373226129512241e-06,-4.718550682067871,-0.6817548274993896,0.00011809829295546042,-4.110333442687988
Xkr9,0.00018626393284648657,0.0,-17.507131576538086,0.9978251125439729,0.047708909958601,-17.507131576538086,0.3967309407743773,-1.0,-17.507131576538086,0.5955136896085433,-0.6716160178184509
Eya1,0.0,0.0,0.0,0.9978251125439729,0.06925257295370102,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.003858413314446807,0.0,-21.882360458374023,0.9978251125439729,-0.2754460573196411,-21.882360458374023,0.0005134419428762687,-3.71124529838562,-21.882360458374023,0.026798632560373903,-2.4925317764282227
Trpa1,0.0,0.0,0.0,0.9978251125439729,0.06925257295370102,0.0,1.0,0.0,0.0,1.0,0.0
Terf1,0.23553310334682465,0.1854771375656128,-0.3820619583129883,5.497802511126404e-13,-7.3888373374938965,-0.3820619583129883,0.0029178358314748843,-3.2181639671325684,-0.3820619583129883,0.009553338945552603,-2.8627326488494873
Sbspon,0.0,0.0,0.0,0.9978251125439729,0.06925257295370102,0.0,1.0,0.0,0.0,1.0,0.0
4930444P10Rik,0.00028107455000281334,0.0,-18.100801467895508,0.9978251125439729,0.047708909958601,-18.100801467895508,0.3967309407743773,-1.0,-18.100801467895508,0.5955136896085433,-0.6716160178184509
Rpl7,3.1614184379577637,3.579440116882324,0.6247201561927795,2.301278182266913e-233,32.77042770385742,0.6247201561927795,4.770304950483527e-252,40.283302307128906,0.6247201561927795,1.1496632661268862e-194,34.04735565185547
Rdh10,0.02952352911233902,0.02295737713575363,-0.36766454577445984,0.19071926174048465,-1.615111231803894,-0.36766454577445984,0.35915965357844976,-1.1164050102233887,-0.36766454577445984,0.44932152069022163,-0.9811401963233948
Stau2,0.007811435032635927,0.0,-22.902793884277344,0.7146409629172551,-0.7494066953659058,-22.902793884277344,6.751767547807774e-08,-5.631872177124023,-22.902793884277344,0.0004433941381285602,-3.7824554443359375
Ube2w,0.11952768266201019,0.14233987033367157,0.26880931854248047,0.009654982836523454,-2.830728530883789,0.26880931854248047,0.14058570762373185,1.7097573280334473,0.26880931854248047,0.19984177892084035,1.5551111698150635
Eloc,1.049713373184204,0.49535617232322693,-1.5342609882354736,4.6048259977958596e-101,-21.505910873413086,-1.5342609882354736,6.297725368893054e-113,-24.955904006958008,-1.5342609882354736,1.2045167626843217e-94,-22.203834533691406
Tmem70,0.24122275412082672,0.14688093960285187,-0.7859715819358826,2.1534487746256754e-23,-10.136472702026367,-0.7859715819358826,1.0292468537722188e-10,-6.713509559631348,-0.7859715819358826,1.895685182115141e-08,-5.881414413452148
Ly96,0.04026036337018013,0.004183698911219835,-3.2926292419433594,0.0015704916231894157,-3.3878777027130127,-3.2926292419433594,1.2645155629271818e-19,-9.317082405090332,-3.2926292419433594,5.766733745224618e-11,-6.837779998779297
Pi15,0.000945861975196749,0.0,-19.851953506469727,0.9978251125439729,-0.016922086477279663,-19.851953506469727,0.08954946179402025,-1.936895728111267,-19.851953506469727,0.29861853798093674,-1.3008501529693604
Il17a,0.0004799668677151203,0.0,-18.8729248046875,0.9978251125439729,0.047708909958601,-18.8729248046875,0.3967309407743773,-1.0,-18.8729248046875,0.5955136896085433,-0.6716160178184509
Il17f,0.0004337271093390882,0.0010590950259938836,1.288421869277954,0.9978251125439729,0.07389785349369049,1.288421869277954,0.6581091291511656,0.5671574473381042,1.288421869277954,0.6816777261927527,0.5421916842460632
