gene_names,A,N,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.6344306468963623,0.4120159447193146,-0.797124981880188,2.6336111344920863e-22,-9.885446548461914,-0.797124981880188,1.1635819531231823e-23,-10.4031982421875,-0.797124981880188,8.134632973381609e-18,-8.920644760131836
Lypla1,0.33728569746017456,0.2019980400800705,-0.8415996432304382,1.6450407441385936e-33,-12.237310409545898,-0.8415996432304382,1.993427618325473e-15,-8.233738899230957,-0.8415996432304382,2.5359783806672073e-11,-6.958252429962158
Gm37988,0.0009400710696354508,0.0,-19.843090057373047,0.9980435433766083,-0.04440576955676079,-19.843090057373047,0.05213832060252677,-2.189114809036255,-19.843090057373047,0.2831633813770661,-1.351576328277588
Tcea1,0.5142644047737122,0.36423298716545105,-0.6137702465057373,1.1775198606159963e-17,-8.726832389831543,-0.6137702465057373,1.4464371475807653e-12,-7.35563850402832,-0.6137702465057373,1.4634576919211591e-09,-6.33065128326416
Atp6v1h,0.3377147316932678,0.2754685878753662,-0.34110909700393677,6.813742152863482e-16,-8.245368957519531,-0.34110909700393677,0.0016497489085568143,-3.3990414142608643,-0.34110909700393677,0.008287763170913325,-2.929739475250244
Rb1cc1,0.4079630374908447,0.49541744589805603,0.3480242192745209,0.9980435433766083,-0.24578171968460083,0.3480242192745209,0.0004939511327181721,3.7353057861328125,0.3480242192745209,0.002987016358903375,3.255504846572876
Pcmtd1,0.2050076127052307,0.37769898772239685,1.012169599533081,0.000507332294317547,3.688265562057495,1.012169599533081,1.872532643094837e-16,8.554802894592285,1.012169599533081,1.6280308858884566e-13,7.682450771331787
Rrs1,0.25800272822380066,0.21136921644210815,-0.3225744664669037,1.4731054739597186e-13,-7.561914443969727,-0.3225744664669037,0.008547957633758879,-2.8819260597229004,-0.3225744664669037,0.026596983110761106,-2.508841037750244
Adhfe1,0.0008447307627648115,0.0022032582201063633,1.3840543031692505,0.9980435433766083,0.07218246906995773,1.3840543031692505,0.488445995965412,0.8344027400016785,1.3840543031692505,0.5575454253803059,0.7831343412399292
Mybl1,0.018628451973199844,0.0011397801572456956,-4.043315410614014,0.03675755330665392,-2.3443291187286377,-4.043315410614014,1.3111787560881453e-14,-7.946418762207031,-4.043315410614014,3.70579829159012e-07,-5.3722028732299805
Vcpip1,0.22235944867134094,0.24076971411705017,0.12855230271816254,5.9889007500960696e-06,-4.718590259552002,0.12855230271816254,0.3839801879034063,1.0709925889968872,0.12855230271816254,0.480142344270478,0.9410457015037537
Sgk3,0.045967504382133484,0.11536514759063721,1.3782539367675781,0.9980435433766083,-0.04011505842208862,1.3782539367675781,2.546519746558483e-08,5.838438987731934,1.3782539367675781,1.553483586472139e-07,5.533437728881836
Mcmdc2,0.0020354671869426966,0.00246193609200418,0.2747408151626587,0.9980435433766083,-0.0954015776515007,0.2747408151626587,0.8852279475596645,0.22820134460926056,0.2747408151626587,0.9031869548031213,0.20899400115013123
Ppp1r42,0.00012921003508381546,0.0,-16.979463577270508,0.9980435433766083,0.04890177771449089,-16.979463577270508,0.39897837011712384,-1.0,-16.979463577270508,0.6299179222505378,-0.6174076795578003
Cops5,0.4569661617279053,0.2554023265838623,-0.9933249354362488,5.726273984260087e-32,-11.941210746765137,-0.9933249354362488,2.2238115966736014e-27,-11.245508193969727,-0.9933249354362488,6.066702246024686e-20,-9.479628562927246
Cspp1,0.23657065629959106,0.25232285261154175,0.10482514649629593,8.109528863228234e-08,-5.547703266143799,0.10482514649629593,0.47557312148437947,0.8567964434623718,0.10482514649629593,0.570633447271586,0.761109471321106
Arfgef1,0.3377280533313751,0.3600413501262665,0.10933024436235428,0.00010020373800445893,-4.092454433441162,0.10933024436235428,0.3646372569911272,1.1077157258987427,0.10933024436235428,0.46345384298917003,0.9705317616462708
Prex2,0.003070628736168146,0.0009570213151164353,-1.6834352016448975,0.9980435433766083,-0.14469341933727264,-1.6834352016448975,0.19941407900007974,-1.5123414993286133,-1.6834352016448975,0.39714694358554353,-1.1082664728164673
A830018L16Rik,0.0,0.0009038609568960965,19.786394119262695,0.9980435433766083,0.11644453555345535,19.786394119262695,0.39897837011712384,1.0,19.786394119262695,0.44769287339417335,1.0
Slco5a1,0.0,0.0,0.0,0.9980435433766083,0.06756328791379929,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.32229459285736084,0.29379335045814514,-0.15519145131111145,5.991755106296446e-09,-5.9962158203125,-0.15519145131111145,0.20635575399401507,-1.492655873298645,-0.15519145131111145,0.3135445602056285,-1.2820649147033691
Tram1,0.8564590215682983,0.5327951312065125,-0.9450809955596924,3.5102580337015954e-34,-12.363958358764648,-0.9450809955596924,3.351346330634702e-40,-13.888351440429688,-0.9450809955596924,9.27783429385037e-31,-11.974777221679688
Lactb2,0.16897498071193695,0.10326680541038513,-0.7589064836502075,4.759848954388815e-17,-8.564277648925781,-0.7589064836502075,3.443854602341063e-07,-5.345821380615234,-0.7589064836502075,2.995220062727853e-05,-4.4529500007629395
Xkr9,8.345989044755697e-05,0.0,-16.348873138427734,0.9980435433766083,0.04890177771449089,-16.348873138427734,0.39897837011712384,-1.0,-16.348873138427734,0.6299179222505378,-0.6174076795578003
Eya1,0.0,0.0,0.0,0.9980435433766083,0.06756328791379929,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.018868038430809975,0.0,-24.183073043823242,0.13562574478702158,-1.7799261808395386,-24.183073043823242,2.13095475128127e-16,-8.478671073913574,-24.183073043823242,7.886945577237532e-07,-5.234796524047852
Trpa1,0.000899988692253828,0.0,-19.78019905090332,0.9980435433766083,-0.08172878623008728,-19.78019905090332,0.013420141710634935,-2.7227673530578613,-19.78019905090332,0.16482890678303846,-1.6810575723648071
Terf1,0.24437913298606873,0.1854771375656128,-0.44188907742500305,9.70154545774872e-19,-9.009485244750977,-0.44188907742500305,0.0003927973540035755,-3.7955188751220703,-0.44188907742500305,0.0028395087707756518,-3.2715165615081787
Sbspon,0.00014017312787473202,0.0,-17.096961975097656,0.9980435433766083,0.030240267515182495,-17.096961975097656,0.23634292955989683,-1.4052624702453613,-17.096961975097656,0.5165064549266831,-0.8676198720932007
4930444P10Rik,0.0,0.0,0.0,0.9980435433766083,0.06756328791379929,0.0,1.0,0.0,0.0,1.0,0.0
Rpl7,3.1844732761383057,3.579440116882324,0.5900051593780518,5.354511636392561e-224,32.106170654296875,0.5900051593780518,2.76773684763769e-233,38.24091339111328,0.5900051593780518,4.894386536644093e-167,30.986021041870117
