gene_name,log2fc,padj,nlog10pval
Mrpl15,0.12094620615243912,0.008453416893162159,2.072967712600676
Lypla1,-0.13505281507968903,0.05345733123510269,1.271992726439923
Tcea1,0.04468758776783943,0.5058686621633662,0.29596222367716385
Atp6v1h,-0.13037972152233124,0.07870090437495565,1.1040202770082022
Rb1cc1,-0.2774810194969177,1.4434083194573205e-4,3.8406107958624145
Pcmtd1,-0.19280871748924255,0.12115465200623544,0.9166599054897472
Rrs1,0.3504847586154938,6.029974993872818e-7,6.2196844888624305
Vcpip1,-0.04240383952856064,0.7240512902849381,0.14023066819685195
Cops5,-0.040280114859342575,0.5381250381294325,0.26911680042986297
Cspp1,0.13773635029792786,0.1567725296230494,0.804730033987668
Arfgef1,-0.10539078712463379,0.2278491681278855,0.642352552677883
Ncoa2,-0.1718946397304535,0.05160303598327281,1.2873247465899298
Tram1,0.01778716966509819,0.7810362974192274,0.10732878250864834
Lactb2,-0.14572082459926605,0.22185889103530465,0.6539231621685285
Terf1,0.10028110444545746,0.3091243958347532,0.5098667194325525
Rpl7,0.09165170788764954,2.2703518732179496e-11,10.643906827937256
Eloc,-0.01855027675628662,0.7160771315387761,0.14504019557270992
Tmem70,0.010701730847358704,0.9412095458397963,0.02631367681632495
Mcm3,0.26709797978401184,9.59705443793499e-7,6.017862041715172
Smap1,-0.34633690118789673,3.0715553402852147e-17,16.512641655579976
Sdhaf4,-0.2633366584777832,1.4030287674870453e-4,3.852933424172782
Phf3,0.011756260879337788,0.8921246155303496,0.049574477398342476
Prim2,0.1901523768901825,0.03377514839640805,1.4714027341608669
Zfp451,-0.10506682842969894,0.40720818121572355,0.3901835051773106
Ccdc115,0.0328996405005455,0.7697067030732007,0.11367473132407628
Imp4,0.05166646093130112,0.4959836906565109,0.30453260410321986
Ptpn18,-0.011518744751811028,0.849430607691268,0.07087209404944989
Fam168b,-0.015716128051280975,0.893441523730493,0.04893386705563967
Plekhb2,-0.3418048024177551,1.3775972540637546e-6,5.860877731559808
Uggt1,-0.02444501407444477,0.8336300545601533,0.07902663630182195
Neurl3,0.6324169039726257,2.606558492531993e-7,6.583932524832935
Arid5a,0.03639170527458191,0.7918729941746698,0.10134446784506539
Kansl3,-0.16471540927886963,0.14275252610865466,0.8454161978608002
Cox5b,-0.050810471177101135,0.061742355538019975,1.2094168057309964
Actr1b,0.1443653404712677,0.16423417811336377,0.7845364585355059
Zap70,-0.34514814615249634,6.472110490014072e-16,15.18895407718166
Coa5,-0.036691416054964066,0.7226108462667992,0.14109552403222542
Unc50,-0.001922165509313345,1,-0
Mitd1,-0.2614634037017822,8.920182241660484e-5,4.049626272783179
Mrpl30,0.11607511341571808,0.003907001267901307,2.4081564478378077
Txndc9,-0.15483149886131287,0.0015577103309156513,2.8075132997963914
Eif5b,0.03851480782032013,0.49627945072689716,0.30427370711313134
Pdcl3,-0.057844799011945724,0.37314609043594804,0.4281211042539278
Rpl31,0.25362756848335266,2.4612359429305265e-30,29.608846751270338
Cnot11,-0.050062526017427444,0.6049139303876369,0.21830641413569712
Rnf149,0.3504733145236969,3.3550719502849945e-4,3.474298161850671
Map4k4,-0.3701306879520416,8.909874720225024e-11,10.050128402438713
Il18r1,-0.747518002986908,1.4917249808874712e-49,48.826311237381056
Il18rap,-0.3135857582092285,1.709094723124342e-6,5.7672338667174134
Mrps9,0.01798725686967373,0.8516780270687153,0.06972455722307988
Fhl2,-0.3361724317073822,4.968920154210685e-6,5.3037379818949
Tpp2,-0.059868596494197845,0.3345733001582843,0.47550871984879517
Tex30,0.1222262978553772,0.050838038681995705,1.2938112127603822
Wdr75,0.0766766369342804,0.49627945072689716,0.30427370711313134
Nabp1,-0.07669346034526825,0.3294227936773332,0.4822463540861044
Stat4,-0.4321499764919281,2.927454846707303e-21,20.53350979479602
Stat1,-0.23176291584968567,1.4967337180411456e-6,5.82485545755398
Gls,-0.3065369427204132,3.7181620642658065e-13,12.429671684472023
Nab1,-0.4316045045852661,1.289016223749021e-22,21.889741616517554
Inpp1,-0.12394767254590988,0.16011008213517022,0.7955813196871551
Ormdl1,-0.17784203588962555,0.033556671766602826,1.474221120104283
Asnsd1,-0.391144722700119,6.693830284082251e-12,11.17432530297629
Stk17b,-0.12767797708511353,8.810736672647606e-4,3.054987778365417
Ankrd44,0.06986036151647568,0.20173695542863204,0.6952145377385762
Sf3b1,-0.09188202768564224,0.0018253300568000911,2.7386585948312585
Coq10b,-0.1968894600868225,0.0013638851537519027,2.86522219800191
Hspd1,0.3817213177680969,7.484034619413224e-19,18.125864212221554
Hspe1,0.3165959119796753,2.720044822249625e-22,21.56542393938665
Mob4,-0.054821886122226715,0.42580840907442213,0.3707857661514343
