gene_name,log2fc,padj,nlog10pval,significant,TRM_vs_TCM-TEM,TCM_vs_TEM-TRM
Mrpl15,-0.46855103969573975,1.459499816105383e-13,12.835795955396366,FALSE,FALSE,FALSE
Lypla1,-0.04182194918394089,0.7865440183303885,0.10427696740426902,FALSE,FALSE,FALSE
Tcea1,-0.5374786853790283,1.572049575098074e-13,12.803533762461974,FALSE,FALSE,FALSE
Atp6v1h,-0.22085733711719513,0.06036790843190354,1.2191938708952195,FALSE,FALSE,FALSE
Rb1cc1,0.3144376277923584,0.02191516986605034,1.6592551587493594,FALSE,FALSE,FALSE
Pcmtd1,0.3428744375705719,0.088895186532584,1.0511217544283622,FALSE,FALSE,FALSE
Rrs1,-1.5622154474258423,9.851136428130879e-44,43.00651366635543,TRUE,FALSE,FALSE
Vcpip1,0.18942588567733765,0.23428669822602885,0.6302523680442036,FALSE,FALSE,FALSE
Cops5,-0.48016515374183655,1.87069785222405e-11,10.727996352376207,FALSE,FALSE,FALSE
Cspp1,0.5607433319091797,3.4188671736081593e-6,5.466117771648444,FALSE,FALSE,FALSE
Arfgef1,-0.1367979347705841,0.2965353322933997,0.5279235528701685,FALSE,FALSE,FALSE
Ncoa2,0.537397563457489,1.3264958075890968e-5,4.877294118274037,FALSE,FALSE,FALSE
Tram1,0.313211590051651,2.911794904352147e-7,6.535839218316759,FALSE,FALSE,FALSE
Lactb2,0.057914942502975464,0.8065689526074753,0.09335849937620949,FALSE,FALSE,FALSE
Terf1,0.6799770593643188,1.1506869664985809e-10,9.939042806007413,FALSE,FALSE,FALSE
Rpl7,-0.5130334496498108,1.5021120530867722e-108,107.82329766904815,FALSE,FALSE,FALSE
Eloc,-0.23269227147102356,9.315484881400139e-6,5.030794534666196,FALSE,FALSE,FALSE
Tmem70,-0.7224792242050171,1.603024781714473e-11,10.795059763685371,FALSE,FALSE,FALSE
Mcm3,-0.9507200121879578,6.72549546515066e-37,36.172275715808134,FALSE,FALSE,FALSE
Smap1,0.2864532768726349,4.184142393684947e-5,4.3783935440883575,FALSE,FALSE,FALSE
Sdhaf4,0.22870305180549622,0.05130080232301014,1.2898758426517074,FALSE,FALSE,FALSE
Phf3,-0.19332429766654968,0.035874372296753554,1.4452156891552652,FALSE,FALSE,FALSE
Prim2,-0.08491238951683044,0.568040811736088,0.24562046063572426,FALSE,FALSE,FALSE
Zfp451,-0.39113718271255493,0.017870925625290638,1.7478529526121394,FALSE,FALSE,FALSE
Ccdc115,-0.5539124011993408,8.408190696027516e-7,6.075297447159011,FALSE,FALSE,FALSE
Imp4,-0.6428000926971436,2.130646338883471e-16,15.671488631852174,FALSE,FALSE,FALSE
Ptpn18,0.5095308423042297,6.365258454170142e-15,14.196183957612668,FALSE,FALSE,FALSE
Fam168b,-0.024373218417167664,0.9188097975407247,0.036774382441762725,FALSE,FALSE,FALSE
Plekhb2,0.03977853059768677,0.8411404476933899,0.07513148272094675,FALSE,FALSE,FALSE
Uggt1,0.08051890134811401,0.5724806859410992,0.24223916074475038,FALSE,FALSE,FALSE
Arid5a,0.9328417778015137,7.772269023165041e-8,7.109452175486815,FALSE,FALSE,FALSE
Kansl3,-0.5173608660697937,0.0011399532211089575,2.943112969918862,FALSE,FALSE,FALSE
Ankrd39,-0.4185122549533844,0.008764679494724972,2.0572639604848857,FALSE,FALSE,FALSE
Cox5b,0.29934173822402954,2.18351080353357e-16,15.66084465494328,FALSE,FALSE,FALSE
Actr1b,-0.1790657341480255,0.24697441140750745,0.6073480409111759,FALSE,TRUE,FALSE
Zap70,0.4999207854270935,8.585105393803172e-13,12.06625436891702,FALSE,TRUE,FALSE
Coa5,-0.36317723989486694,0.0015000290538651482,2.823900329070243,FALSE,FALSE,FALSE
Unc50,0.2472071498632431,0.010520667837036696,1.9779566909109818,FALSE,FALSE,FALSE
Mitd1,-0.10613720864057541,0.4395794087167028,0.3569626594927683,FALSE,FALSE,FALSE
Mrpl30,-0.19213713705539703,0.001690491658804896,2.7719869677813493,FALSE,FALSE,FALSE
Txndc9,0.36233484745025635,4.012718919559919e-7,6.396561260390607,FALSE,FALSE,FALSE
Eif5b,-0.8527936935424805,2.3668821034888648e-36,35.625823374128124,FALSE,FALSE,FALSE
Pdcl3,-0.18293702602386475,0.02608597283331184,1.583592962343527,FALSE,FALSE,FALSE
Rpl31,-0.8281259536743164,5.3235598937955464e-86,85.27379785545067,FALSE,FALSE,FALSE
Cnot11,-0.06300757080316544,0.6591070400768706,0.1810440495338399,FALSE,FALSE,FALSE
Rnf149,-1.0446439981460571,1.7400736112652236e-13,12.759432379136893,TRUE,TRUE,FALSE
Map4k4,0.7341864109039307,9.563056989564689e-15,14.019403256105017,FALSE,FALSE,FALSE
Il18r1,0.37133747339248657,2.22028581693651e-4,3.6535911153113045,FALSE,FALSE,FALSE
Il18rap,1.0425291061401367,2.125495545768041e-20,19.67253980081231,TRUE,FALSE,FALSE
Mrps9,-0.4362354874610901,8.120941013035785e-7,6.090393644023574,FALSE,FALSE,FALSE
Fhl2,1.067887783050537,2.6718308143778746e-22,21.573191045713106,TRUE,FALSE,FALSE
Tpp2,0.21710926294326782,0.00543446547519603,2.264843165945476,FALSE,FALSE,FALSE
Tex30,-0.1393914371728897,0.12641975991636636,0.8981850387756687,FALSE,FALSE,FALSE
Wdr75,-1.3536473512649536,2.577274491267998e-27,26.588839324679753,TRUE,FALSE,TRUE
Nabp1,1.1246939897537231,5.39845685830578e-30,29.267730364935957,TRUE,FALSE,FALSE
Stat4,0.5846061706542969,2.228217547740999e-12,11.652042409920597,FALSE,FALSE,FALSE
Stat1,0.38470667600631714,1.0089442592769256e-5,4.996132826386615,FALSE,TRUE,FALSE
Gls,0.20908337831497192,0.0034927057935413325,2.4568379954166923,FALSE,FALSE,FALSE
Nab1,0.09610611945390701,0.317895373721248,0.49771579225494467,FALSE,FALSE,FALSE
Inpp1,0.997244119644165,3.489952695616579e-17,16.457180459623032,FALSE,FALSE,FALSE
Hibch,-0.3428410291671753,0.031030527451219994,1.508210842295065,FALSE,FALSE,FALSE
Ormdl1,-0.2947703003883362,0.027607248827990018,1.5589768703746791,FALSE,FALSE,FALSE
Asnsd1,-0.09604773670434952,0.42359510536564005,0.3730490668010368,FALSE,FALSE,FALSE
Stk17b,1.1033533811569214,3.973698989494148e-73,72.40080503409408,TRUE,TRUE,FALSE
Ankrd44,1.0588126182556152,2.772210987684266e-56,55.5571737194787,TRUE,FALSE,FALSE
Sf3b1,0.275350958108902,5.8973337802586465e-12,11.229344291109392,FALSE,FALSE,FALSE
Coq10b,0.4543910324573517,9.389537079998583e-7,6.027355818655933,FALSE,TRUE,FALSE
Hspd1,-1.9343312978744507,2.764508835554994e-119,118.55838201768884,TRUE,TRUE,FALSE
Hspe1,-1.6590932607650757,1.570395784883361e-138,137.8039908791011,TRUE,FALSE,FALSE
Mob4,0.5761527419090271,1.530517928424421e-13,12.81516157872905,FALSE,FALSE,FALSE
Maip1,-0.46264103055000305,1.042331427835863e-4,3.9819941674144905,FALSE,FALSE,FALSE
Sgo2a,1.6946947574615479,1.0507113051661767e-63,62.9785165949102,TRUE,FALSE,FALSE
Bzw1,-0.37834396958351135,1.4806406962410118e-12,11.829550317962049,FALSE,FALSE,FALSE
Clk1,0.6459478139877319,7.614973333828091e-19,18.118331613141017,FALSE,FALSE,FALSE
Ppil3,-0.3257303833961487,0.0021166314296537894,2.674354759365151,FALSE,FALSE,FALSE
Orc2,-0.9898203611373901,1.8937549722873523e-19,18.72267621385837,FALSE,FALSE,FALSE
Ndufb3,-0.05993738770484924,0.3920485182128755,0.4066601832646691,FALSE,FALSE,FALSE
Cflar,0.2911073565483093,0.007917349225859812,2.1014201983697647,FALSE,FALSE,FALSE
Casp8,0.13386577367782593,0.1298054482628171,0.8867070787157723,FALSE,FALSE,FALSE
Trak2,0.3953786790370941,0.029140243425299382,1.5355068246380015,FALSE,FALSE,FALSE
Sumo1,-0.17842182517051697,8.535882896406539e-5,4.0687515516193535,FALSE,FALSE,FALSE
Nop58,-1.2106528282165527,7.14477595030308e-57,56.1460113854976,TRUE,FALSE,FALSE
Fam117b,0.21489839255809784,0.12553985095132056,0.901218391306285,FALSE,FALSE,FALSE
Wdr12,-1.1845155954360962,4.9325502019134436e-20,19.306928485943377,TRUE,FALSE,TRUE
Cyp20a1,-0.4670160412788391,3.974552285856279e-4,3.4007117854309143,FALSE,FALSE,FALSE
Raph1,-0.18511918187141418,0.35281107904572395,0.4524577855218649,FALSE,FALSE,FALSE
Cd28,0.8863370418548584,6.472742121708852e-41,40.18891169521439,FALSE,FALSE,FALSE
Ctla4,0.5033814311027527,2.947221403712455e-6,5.530587237479289,FALSE,TRUE,FALSE
Icos,0.28879791498184204,0.0028001241150003866,2.552822718205937,FALSE,TRUE,FALSE
Ino80d,0.09322873502969742,0.5649772110157038,0.24796906957831588,FALSE,FALSE,FALSE
Ndufs1,-0.5080340504646301,5.386118566674096e-8,7.268724090529869,FALSE,FALSE,FALSE
Eef1b2,-0.6380571722984314,3.9724708994776814e-92,91.40093927555357,FALSE,FALSE,FALSE
Fastkd2,-1.9161068201065063,2.249874432667435e-27,26.647841719542587,TRUE,FALSE,FALSE
Klf7,0.22131533920764923,0.26128309029815944,0.5828886960049067,FALSE,FALSE,FALSE
Creb1,0.5697507858276367,5.711497259536322e-9,8.243250027250479,FALSE,FALSE,FALSE
Rpe,-0.046127233654260635,0.7783997499028106,0.10879731227702048,FALSE,TRUE,FALSE
Acadl,0.41289693117141724,1.500682212743467e-9,8.823711265027796,FALSE,FALSE,FALSE
Bard1,0.29712456464767456,0.02006098870987647,1.6976476664969535,FALSE,FALSE,FALSE
Atic,-1.499882459640503,5.1112816426279876e-70,69.29147018782402,TRUE,FALSE,FALSE
Xrcc5,-0.7471049427986145,1.5204059996241828e-9,8.818040425310361,FALSE,FALSE,FALSE
Rpl37a,-0.34304067492485046,1.1461523250114913e-48,47.94075766027807,FALSE,FALSE,TRUE
Arpc2,0.3368803858757019,3.322094611395796e-32,31.478588003244642,FALSE,FALSE,FALSE
Aamp,-0.0662580281496048,0.5537680278258265,0.2566721221542761,FALSE,FALSE,FALSE
Pnkd,-0.22964148223400116,0.024088894637189648,1.618183127937851,FALSE,FALSE,FALSE
Ctdsp1,0.3608919680118561,0.010831995997489626,1.9652915091342347,FALSE,FALSE,FALSE
Usp37,-0.9628196358680725,1.1772999268332184e-13,12.929112882971971,FALSE,FALSE,FALSE
Cnot9,-0.4904283583164215,4.003662487262043e-5,4.397542541107282,FALSE,FALSE,FALSE
Cnppd1,0.6465666890144348,6.137754329954197e-8,7.21199049864784,FALSE,FALSE,FALSE
Retreg2,0.5252577066421509,8.392434308187483e-5,4.076112049508408,FALSE,FALSE,FALSE
Zfand2b,0.3957420885562897,0.0012787054143839278,2.893229495899221,FALSE,FALSE,FALSE
Stk16,-0.11225919425487518,0.33181784335925096,0.47910026368808756,FALSE,FALSE,FALSE
Tuba4a,-0.4865880012512207,8.222995560724755e-13,12.084969944199463,FALSE,FALSE,FALSE
Dnpep,0.16601136326789856,0.29370578245418105,0.5320875030406267,FALSE,FALSE,FALSE
Gmppa,-0.23094451427459717,0.21409962768627666,0.6693840879317932,FALSE,FALSE,FALSE
Farsb,-1.0382959842681885,9.157813395965564e-26,25.03820821011255,TRUE,FALSE,FALSE
Ap1s3,-0.2509801983833313,0.1268976871673311,0.8965462932687243,FALSE,FALSE,FALSE
Mrpl44,-0.464151531457901,1.414443831591842e-5,4.849414293957472,FALSE,FALSE,FALSE
Cul3,0.031097011640667915,0.7795484937855663,0.10815686324819782,FALSE,FALSE,FALSE
Dock10,0.526000440120697,8.555684052437542e-14,13.06774526159659,FALSE,FALSE,FALSE
Mff,0.22434410452842712,0.008561789622050342,2.067435447735668,FALSE,FALSE,FALSE
Agfg1,0.08876264840364456,0.39928290793825505,0.3987192802063022,FALSE,TRUE,FALSE
Trip12,-0.023227104917168617,0.8736293253269455,0.05867279632670436,FALSE,FALSE,FALSE
Sp110,0.9515425562858582,2.3781298747198554e-24,23.62376443132625,FALSE,FALSE,FALSE
Sp140,0.9428380727767944,8.651214959864048e-16,15.06292289677659,FALSE,FALSE,FALSE
Sp100,1.2256327867507935,1.296017173981185e-84,83.88738924343777,TRUE,FALSE,FALSE
A630001G21Rik,0.3868001401424408,0.009268447249673519,2.0329930174609703,FALSE,FALSE,FALSE
