gene_name,log2fc,padj,nlog10pval,significant,TE up,TCM_vs_TEM-TRM
Mrpl15,1.4572393894195557,1.38143274109795e-68,67.85967025506966,TRUE,FALSE,FALSE
Lypla1,0.942733883857727,1.0442685261595764e-15,14.98118781126274,FALSE,FALSE,FALSE
Tcea1,1.0273382663726807,4.8284066893474395e-32,31.316196157070774,TRUE,FALSE,FALSE
Atp6v1h,0.4224966764450073,3.049521634052086e-4,3.515768281304111,FALSE,FALSE,FALSE
Rb1cc1,-1.0833396911621094,6.055625064929258e-19,18.217841022093367,TRUE,FALSE,FALSE
Pcmtd1,-1.7622182369232178,1.1704825434707017e-29,28.93163505896939,TRUE,FALSE,FALSE
Rrs1,1.2348833084106445,4.482075725939364e-27,26.348520810210644,TRUE,FALSE,FALSE
Vcpip1,-0.2994280755519867,0.053611316295775695,1.2707435295966665,FALSE,FALSE,FALSE
Cops5,1.7413593530654907,4.821342908772305e-78,77.31683197905598,TRUE,FALSE,FALSE
Cspp1,-0.16678157448768616,0.3152049184381848,0.5014070144251924,FALSE,FALSE,FALSE
Arfgef1,-0.22911109030246735,0.06658286162584554,1.176637543489849,FALSE,FALSE,FALSE
Ncoa2,-0.44850584864616394,0.0013150184692373359,2.8810681475304727,FALSE,FALSE,FALSE
Tram1,0.8365786671638489,9.512589851861014e-26,25.021701228041803,FALSE,FALSE,FALSE
Lactb2,0.5415409207344055,0.0022092542834514944,2.6557542942941823,FALSE,FALSE,FALSE
Terf1,0.4525867998600006,9.658950802905268e-4,3.0150700459712234,FALSE,FALSE,FALSE
Rpl7,-0.2965332269668579,4.350663085530042e-59,58.36144454708203,FALSE,FALSE,FALSE
Eloc,1.8497872352600098,6.865302247233582e-131,130.16334033804614,TRUE,FALSE,FALSE
Tmem70,1.2419493198394775,1.357890346158288e-23,22.86713529926107,TRUE,FALSE,FALSE
Mcm3,3.581881284713745,3.8495790400241884e-203,202.41458675895646,TRUE,FALSE,FALSE
Smap1,1.497021198272705,2.0199559733726622e-61,60.694658096261136,TRUE,FALSE,FALSE
Sdhaf4,0.4197932779788971,0.0012450558383862705,2.9048111708499817,FALSE,FALSE,FALSE
Phf3,-0.30377259850502014,7.786217502444413e-4,3.1086734687411477,FALSE,FALSE,FALSE
Prim2,3.0194013118743896,2.2293163616395174e-63,62.651828296542156,TRUE,FALSE,FALSE
Zfp451,-0.29496777057647705,0.07901303092376309,1.1023012784362303,FALSE,FALSE,FALSE
Ccdc115,0.31768330931663513,0.011890288636593761,1.9248076027607484,FALSE,FALSE,FALSE
Imp4,1.272276759147644,4.034282311542892e-40,39.39423371394297,TRUE,FALSE,FALSE
Ptpn18,-1.3841718435287476,1.9980238719852196e-110,109.69939932721638,TRUE,FALSE,FALSE
Fam168b,0.12286406010389328,0.39467017115458564,0.40376569598223483,FALSE,FALSE,FALSE
Plekhb2,1.4986858367919922,5.818179797886326e-24,23.235212861978038,TRUE,FALSE,FALSE
Uggt1,0.24791283905506134,0.07392479408277323,1.1312098765257523,FALSE,FALSE,FALSE
Neurl3,-2.451266050338745,1.866366960053546e-37,36.72900296238053,TRUE,FALSE,FALSE
Arid5a,-1.1896190643310547,4.051742146110061e-12,11.392358201042464,TRUE,FALSE,FALSE
Kansl3,0.11688222736120224,0.534010641613175,0.27245008838748996,FALSE,FALSE,FALSE
Ankrd39,0.49307677149772644,0.004914387086457694,2.308530638883254,FALSE,FALSE,FALSE
Cox5b,1.814934492111206,4.7367193797221353e-181,180.3245223436757,TRUE,FALSE,FALSE
Actr1b,0.7532361149787903,3.949019796743395e-7,6.403510689105982,FALSE,FALSE,FALSE
Zap70,0.3776649832725525,3.773418255084028e-5,4.423265053848141,FALSE,FALSE,FALSE
Coa5,1.1257987022399902,2.6464727404671467e-18,17.577332575024563,TRUE,FALSE,FALSE
Unc50,0.45692628622055054,5.541240154826055e-5,4.256393027307049,FALSE,FALSE,FALSE
Mitd1,0.2864343523979187,0.021860233568594064,1.660345202083954,FALSE,FALSE,FALSE
Mrpl30,0.2838232219219208,8.363066722308335e-5,4.077634438308509,FALSE,FALSE,FALSE
Txndc9,0.8614212870597839,4.670178242174328e-21,20.330666543820286,FALSE,FALSE,FALSE
Eif5b,1.2437033653259277,2.4217509636952752e-58,57.61587051877088,TRUE,FALSE,FALSE
Aff3,-3.039551019668579,1.8790314935224434e-23,22.72606594084232,TRUE,FALSE,TRUE
Pdcl3,1.5351704359054565,3.7987247893533e-55,54.420362169144596,TRUE,FALSE,FALSE
Rpl31,0.3398253619670868,2.037269162657491e-17,16.6909515885087,FALSE,FALSE,FALSE
Cnot11,1.6299123764038086,4.9122307528922894e-34,33.30872124032903,TRUE,FALSE,FALSE
Rnf149,0.7569358944892883,6.761146369330566e-7,6.1699796620960505,FALSE,FALSE,FALSE
Map4k4,-1.540213942527771,2.468445402036388e-58,57.60757647421984,TRUE,FALSE,FALSE
Il18r1,1.7434227466583252,4.110517831597887e-46,45.38610346346716,TRUE,FALSE,FALSE
Il18rap,3.332392930984497,9.415721825095043e-55,54.02614638062456,TRUE,TRUE,FALSE
Mrps9,0.8900617957115173,4.726690124392518e-18,17.32544286854068,FALSE,FALSE,FALSE
Fhl2,3.5182271003723145,5.713461323862586e-58,57.24310070814334,TRUE,FALSE,FALSE
Tpp2,0.9723212718963623,2.3626045470577635e-25,24.62660896453058,FALSE,FALSE,FALSE
Tex30,2.584848642349243,9.872406517742782e-106,105.00557696992576,TRUE,FALSE,FALSE
Wdr75,1.1692465543746948,1.7050851309732931e-19,18.76825393280699,TRUE,FALSE,TRUE
Nabp1,0.39692530035972595,0.0020909921132250416,2.679647605245123,FALSE,FALSE,FALSE
Stat4,-0.09763377159833908,0.4083560170836519,0.38896104074408533,FALSE,FALSE,FALSE
Stat1,-1.665807843208313,2.15230359879493e-77,76.66709646814431,TRUE,FALSE,FALSE
Gls,0.437557190656662,7.993430729391934e-8,7.097266784257944,FALSE,FALSE,FALSE
Nab1,1.4742841720581055,4.335058678044037e-50,49.36300501966914,TRUE,FALSE,FALSE
Inpp1,-0.43334057927131653,0.003289678639948138,2.48284652506336,FALSE,FALSE,FALSE
Hibch,0.5795339345932007,5.662677707363339e-4,3.246978155642903,FALSE,FALSE,FALSE
Ormdl1,1.1862907409667969,1.2330914140858656e-15,14.909004726193045,TRUE,FALSE,FALSE
Asnsd1,1.3346055746078491,5.565389673765908e-30,29.254504422121453,TRUE,FALSE,FALSE
Stk17b,-0.9254556894302368,7.189113908918086e-43,42.14332463509445,FALSE,FALSE,FALSE
Ankrd44,-0.6560465693473816,4.995944815033945e-18,17.301382367467358,FALSE,FALSE,FALSE
Sf3b1,0.4040706157684326,3.988834369688733e-13,12.399153996736949,FALSE,FALSE,FALSE
Coq10b,0.4440373182296753,1.1282670849382346e-4,3.9475880813945925,FALSE,FALSE,FALSE
Hspd1,3.094116449356079,1.85420240901529e-206,205.73184285901553,TRUE,FALSE,FALSE
Hspe1,1.277145266532898,4.075099917690927e-108,107.38986173829338,TRUE,FALSE,FALSE
Mob4,0.27889832854270935,0.0072194641271395065,2.1414950372313717,FALSE,TRUE,FALSE
Maip1,0.9639936089515686,8.246338137194071e-13,12.083738861129774,FALSE,FALSE,FALSE
Sgo2a,4.471137523651123,1.3413093782147095e-65,64.87247103888606,TRUE,FALSE,FALSE
Bzw1,1.5212585926055908,1.9657259349750258e-99,98.70647703239655,TRUE,FALSE,FALSE
Clk1,-0.5591936707496643,9.556633544556096e-12,11.01969506698156,FALSE,FALSE,FALSE
Ppil3,0.8646068572998047,3.177924899220332e-13,12.497856370262554,FALSE,FALSE,FALSE
Orc2,2.0552175045013428,1.73129455467359e-50,49.761629036927275,TRUE,FALSE,FALSE
Ndufb3,0.812731921672821,1.5081209881905327e-32,31.821563816028718,FALSE,FALSE,FALSE
Cflar,-0.7207079529762268,1.2409231146974047e-10,9.906255125751112,FALSE,FALSE,FALSE
Casp8,0.12797246873378754,0.2078486697233015,0.6822527507280256,FALSE,FALSE,FALSE
Sumo1,1.0023735761642456,3.396256380872169e-61,60.46899953262265,TRUE,FALSE,FALSE
Nop58,1.559087872505188,2.3316422660619484e-73,72.6323380807539,TRUE,FALSE,FALSE
Fam117b,0.6168741583824158,3.25644991458653e-5,4.487255597049539,FALSE,FALSE,FALSE
Wdr12,0.7245652079582214,6.207596926260427e-8,7.207076490587507,FALSE,FALSE,TRUE
Nbeal1,-1.518693208694458,6.209514100671544e-11,10.206942382376281,TRUE,FALSE,FALSE
Cyp20a1,2.651642322540283,1.6818972540203266e-48,47.77420053848754,TRUE,FALSE,FALSE
Raph1,3.570474147796631,8.587064708139758e-40,39.06615526444702,TRUE,FALSE,FALSE
Cd28,1.925639271736145,4.323156904936327e-97,96.36419900186829,TRUE,FALSE,FALSE
Ctla4,3.738210439682007,5.364254503938861e-81,80.27049062548221,TRUE,FALSE,FALSE
Icos,2.616687297821045,8.920567070419883e-85,84.04960753713438,TRUE,FALSE,FALSE
Ino80d,-0.44571229815483093,0.0010737775239868831,2.9690856908092034,FALSE,FALSE,FALSE
Ndufs1,1.1262787580490112,6.509983651804866e-26,25.18642010205237,TRUE,FALSE,FALSE
Eef1b2,-0.3893650770187378,1.1724293960025e-50,49.930913301149985,FALSE,FALSE,FALSE
Fastkd2,1.3669815063476562,8.033636022220814e-15,14.095087848621509,TRUE,FALSE,FALSE
Klf7,-1.4436044692993164,2.435189511615451e-22,21.613467235415985,TRUE,FALSE,FALSE
Creb1,-0.12491907179355621,0.3752230762913336,0.42571046027749315,FALSE,FALSE,FALSE
Rpe,0.924329400062561,6.125292241769755e-13,12.212873185990329,FALSE,FALSE,FALSE
Acadl,1.8936771154403687,3.0041538397407675e-84,83.52227783130841,TRUE,FALSE,FALSE
Ikzf2,-1.2767637968063354,2.2218390254975444e-7,6.653287409333324,TRUE,FALSE,FALSE
Bard1,4.661642551422119,8.630890614312144e-69,68.0639443874917,TRUE,FALSE,FALSE
