gene_name,log2fc,padj,nlog10pval,significant,Tstem,TCM_vs_TEM-TRM
Mrpl15,-0.4775526225566864,0.020274779829574412,1.6930438532361696,FALSE,FALSE,FALSE
Lypla1,0.19532665610313416,0.6067584089723671,0.21698419613324835,FALSE,FALSE,FALSE
Tcea1,-0.41757869720458984,0.08235030468764368,1.084334789646412,FALSE,FALSE,FALSE
Atp6v1h,0.6147323846817017,0.02029760580186754,1.69255518614388,FALSE,FALSE,FALSE
Rb1cc1,0.8962946534156799,5.891871464529427e-4,3.2297467361767414,FALSE,FALSE,FALSE
Pcmtd1,0.5839955806732178,0.19934591383430109,0.7003926620201611,FALSE,FALSE,FALSE
Rrs1,-0.6996685266494751,0.02130277753659594,1.6715637679145703,FALSE,FALSE,FALSE
Vcpip1,0.2710329592227936,0.5849754579155901,0.23286235394416804,FALSE,FALSE,FALSE
Cops5,-0.6635728478431702,3.668358843328913e-4,3.435528187708953,FALSE,FALSE,FALSE
Cspp1,0.022858934476971626,1,-0,FALSE,FALSE,FALSE
Arfgef1,0.135703906416893,0.7245319327050228,0.1399424688650375,FALSE,FALSE,FALSE
Ncoa2,-0.04017683118581772,1,-0,FALSE,FALSE,FALSE
Tram1,0.02989913336932659,1,-0,FALSE,FALSE,FALSE
Lactb2,-0.15170235931873322,0.8444220083460008,0.07344045610968504,FALSE,FALSE,FALSE
Terf1,0.2343677431344986,0.6574143899111523,0.18216079403198504,FALSE,FALSE,FALSE
Rpl7,-0.02693311683833599,0.808532720767432,0.09230239980063275,FALSE,FALSE,FALSE
Eloc,-0.446896493434906,0.01049859830437437,1.9788686808644935,FALSE,FALSE,FALSE
Tmem70,-0.2899121642112732,0.4675719036725846,0.33015159341815625,FALSE,FALSE,FALSE
Mcm3,-2.009446620941162,5.726543284902659e-14,13.242107452255263,TRUE,FALSE,FALSE
Smap1,0.5282726287841797,0.001993737294451173,2.700332067231259,FALSE,FALSE,FALSE
Sdhaf4,0.7548168301582336,0.006911421934990487,2.1604325930034594,FALSE,FALSE,FALSE
Lmbrd1,1.1607412099838257,3.05539334699571e-4,3.514932871368028,TRUE,FALSE,FALSE
Phf3,0.16259409487247467,0.5822374358830413,0.23489987434422713,FALSE,FALSE,FALSE
Prim2,-1.6694694757461548,1.5464517388413752e-4,3.8106636287690643,TRUE,FALSE,FALSE
Zfp451,0.2879182696342468,0.5714895663156258,0.2429916941101925,FALSE,FALSE,FALSE
Ccdc115,-0.16130095720291138,0.7246376819978539,0.1398790858987411,FALSE,FALSE,FALSE
Imp4,-0.6047703623771667,0.012674450021439758,1.8970708767943134,FALSE,FALSE,FALSE
Ptpn18,0.7278388142585754,5.7872491947239155e-5,4.237527816830601,FALSE,FALSE,FALSE
Fam168b,0.12470468133687973,0.8343318329894661,0.07866118608424985,FALSE,FALSE,FALSE
Plekhb2,0.7868728041648865,0.0024056855524572695,2.618761139987588,FALSE,FALSE,FALSE
Uggt1,0.3457174003124237,0.41349930763976356,0.3835252132903509,FALSE,FALSE,FALSE
Neurl3,0.46811914443969727,0.5714895663156258,0.2429916941101925,FALSE,FALSE,FALSE
Arid5a,1.0473254919052124,0.0011307286920643467,2.946641587536116,TRUE,FALSE,FALSE
Kansl3,-0.021697672083973885,1,-0,FALSE,FALSE,FALSE
Ankrd39,0.25865989923477173,0.6292544346913522,0.20117371506415024,FALSE,FALSE,FALSE
Cox5b,0.006914840545505285,1,-0,FALSE,FALSE,FALSE
Actr1b,-0.3995155394077301,0.4211682913628773,0.37554433312877494,FALSE,FALSE,FALSE
Zap70,0.5868611335754395,8.900117241323563e-4,3.050604272352334,FALSE,FALSE,FALSE
Coa5,0.006792678963392973,1,-0,FALSE,FALSE,FALSE
Unc50,-0.37577998638153076,0.23628020769103142,0.6265726560678999,FALSE,FALSE,FALSE
Mitd1,0.42544975876808167,0.11719452629324387,0.931092672073507,FALSE,FALSE,FALSE
Mrpl30,0.03627161309123039,0.9940114265941261,0.0026086231698368672,FALSE,FALSE,FALSE
Txndc9,0.07487965375185013,0.8794673121200303,0.05578029768430612,FALSE,FALSE,FALSE
Eif5b,-0.41745150089263916,0.041759939277639636,1.379240141504961,FALSE,FALSE,FALSE
Aff3,3.6547837257385254,9.224314165805754e-18,17.035065914066312,TRUE,TRUE,TRUE
Pdcl3,-0.05952581763267517,0.9368680663128107,0.028321563975200834,FALSE,FALSE,FALSE
Rpl31,-0.27690356969833374,0.003799189454440864,2.4203090489125874,FALSE,FALSE,FALSE
Cnot11,-0.4880390763282776,0.17101206660781362,0.7669732447171971,FALSE,FALSE,FALSE
Rnf149,-0.1643006056547165,0.8600012036773885,0.06550094090749972,FALSE,FALSE,FALSE
Map4k4,1.5247695446014404,3.2809828062905385e-11,10.483996045491034,TRUE,TRUE,FALSE
Il1rl1,1.5554804801940918,1.4524940101010916e-6,5.837885649908652,TRUE,FALSE,FALSE
Il18r1,0.6172963380813599,0.0025833416092758657,2.587818160913836,FALSE,FALSE,FALSE
Il18rap,0.24280478060245514,0.524888723250569,0.2799327575474618,FALSE,FALSE,FALSE
Mrps9,-0.2567526400089264,0.45122100523911135,0.34561069127848304,FALSE,FALSE,FALSE
Fhl2,0.24515683948993683,0.622969879683806,0.20553295077797884,FALSE,FALSE,FALSE
Tpp2,0.14892517030239105,0.6419810601622639,0.19247778437406002,FALSE,FALSE,FALSE
Tex30,-1.0005321502685547,2.662178322339995e-4,3.574762857270642,TRUE,FALSE,FALSE
Wdr75,-1.060696005821228,0.0014421099421794595,2.841001629032841,TRUE,FALSE,TRUE
Nabp1,-0.1586121767759323,0.8020695959803168,0.09578794613123476,FALSE,FALSE,FALSE
Stat4,0.8964022397994995,1.0126544414843843e-5,4.994538728143442,FALSE,FALSE,FALSE
Stat1,0.9284954071044922,1.8208232272532864e-6,5.7397322151907835,FALSE,FALSE,FALSE
Gls,0.09130149334669113,0.7574842767522038,0.12062637746674709,FALSE,FALSE,FALSE
Nab1,-0.3136396110057831,0.12347570918002972,0.9084184707984118,FALSE,FALSE,FALSE
Inpp1,0.5960962772369385,0.09396839961673437,1.027018169585428,FALSE,FALSE,FALSE
Hibch,0.300228476524353,0.5714895663156258,0.2429916941101925,FALSE,FALSE,FALSE
Ormdl1,-0.21358461678028107,0.6487658094985141,0.18791204587672872,FALSE,FALSE,FALSE
Asnsd1,0.20217208564281464,0.5543864141487367,0.25618742113169557,FALSE,FALSE,FALSE
Stk17b,0.9301292300224304,1.359710507675662e-8,7.866553546263563,FALSE,FALSE,FALSE
Ankrd44,0.5030413866043091,0.009336893209002719,2.0297976084209557,FALSE,FALSE,FALSE
Sf3b1,0.21901383996009827,0.11573973464517597,0.9365175176720393,FALSE,FALSE,FALSE
Coq10b,0.7360721826553345,0.0016484188217750421,2.782932435310775,FALSE,FALSE,FALSE
Hspd1,-1.550461769104004,5.157788160344362e-9,8.287536499088889,TRUE,FALSE,FALSE
Hspe1,-0.6947645545005798,3.760321536410438e-5,4.424775017966381,FALSE,FALSE,FALSE
Mob4,-0.17353440821170807,0.6146189892766099,0.2113940259041656,FALSE,FALSE,FALSE
Maip1,-0.15761542320251465,0.7423125898369192,0.1294131736244202,FALSE,FALSE,FALSE
Sgo2a,-2.1492321491241455,8.849851586670359e-4,3.053064012424272,TRUE,FALSE,FALSE
Bzw1,-0.5130326151847839,0.006240467758669166,2.204782856247824,FALSE,FALSE,FALSE
Clk1,1.282440185546875,1.625701171178223e-12,11.788959281395918,TRUE,FALSE,FALSE
Ppil3,0.11163028329610825,0.8271828414201694,0.08239848289837473,FALSE,FALSE,FALSE
Orc2,-1.1554734706878662,0.00398614949552558,2.3994464176615358,TRUE,FALSE,FALSE
Ndufb3,-0.30080047249794006,0.036782293066045864,1.4343611996523788,FALSE,FALSE,FALSE
Cflar,0.06486256420612335,0.9951294034255339,0.0021204413251195626,FALSE,FALSE,FALSE
Casp8,0.3592296242713928,0.1493382099713864,0.8258290586071233,FALSE,FALSE,FALSE
Sumo1,-0.04399770125746727,0.9030980304270494,0.04426510487724162,FALSE,FALSE,FALSE
Nop58,-1.1640403270721436,1.367377249756608e-8,7.864111650110517,TRUE,FALSE,FALSE
Fam117b,0.23183687031269073,0.5714895663156258,0.2429916941101925,FALSE,FALSE,FALSE
Wdr12,-0.19541211426258087,0.6513415093282925,0.18619124380076332,FALSE,FALSE,TRUE
Cyp20a1,-0.6589435935020447,0.09354132789591516,1.0289964692171756,FALSE,FALSE,FALSE
Raph1,-0.6367681622505188,0.16610233410600783,0.7796242647055167,FALSE,FALSE,FALSE
Cd28,1.3197468519210815,6.985448435237224e-16,15.15580570884862,TRUE,FALSE,FALSE
Ctla4,1.5878552198410034,6.934193394498763e-16,15.159004050047319,TRUE,FALSE,FALSE
Icos,1.4930949211120605,1.7347629706860683e-14,13.760759856639913,TRUE,FALSE,FALSE
Ino80d,0.3926796317100525,0.28163220999847055,0.5503176768572167,FALSE,FALSE,FALSE
Ndufs1,-0.4795899987220764,0.09276149776888507,1.0326322476633032,FALSE,FALSE,FALSE
