gene_names,C,N,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.6521410942077637,0.4120159447193146,0.8509824275970459,1.982546344444962e-28,11.227639198303223,0.8509824275970459,1.1512044676769832e-27,11.32322883605957,0.8509824275970459,6.615543081507277e-49,15.053494453430176
Lypla1,0.3695513904094696,0.2019980400800705,0.9980461001396179,3.9578149539990425e-41,13.599077224731445,0.9980461001396179,1.2378242562721573e-22,10.134175300598145,0.9980461001396179,4.851574321404205e-38,13.176650047302246
Gm37988,0.0020250582601875067,0.0,20.95099449157715,0.9925422395639164,0.28421521186828613,20.95099449157715,0.007476384319800467,2.9162986278533936,20.95099449157715,0.0065808842480694916,2.9162986278533936
Tcea1,0.4896625578403473,0.36423298716545105,0.523823082447052,2.1418186247963356e-16,8.384586334228516,0.523823082447052,2.3292671565202856e-09,6.223477363586426,0.523823082447052,4.4330168782994957e-16,8.32386302947998
Atp6v1h,0.3438190221786499,0.2754685878753662,0.37160617113113403,5.858020025820358e-15,7.979095935821533,0.37160617113113403,0.0004676611067818202,3.7392282485961914,0.37160617113113403,1.7474237904051025e-06,4.9680495262146
Rb1cc1,0.36585110425949097,0.49541744589805603,-0.5375373959541321,0.2903500018040793,-1.3756424188613892,-0.5375373959541321,5.936380012437254e-08,-5.6690473556518555,-0.5375373959541321,4.489363092654114e-14,-7.741524696350098
Pcmtd1,0.18352101743221283,0.37769898772239685,-1.1879024505615234,3.2715452789871116e-05,-4.356228828430176,-1.1879024505615234,5.26692931557693e-21,-9.781091690063477,-1.1879024505615234,3.2185914729228417e-40,-13.611856460571289
Rrs1,0.24342374503612518,0.21136921644210815,0.22770273685455322,7.638942020205679e-11,6.684342861175537,0.22770273685455322,0.08346121810892813,1.9721059799194336,0.22770273685455322,0.015149144815486525,2.6281983852386475
Adhfe1,0.0007000442128628492,0.0022032582201063633,-1.6552037000656128,0.9925422395639164,0.03813394531607628,-1.6552037000656128,0.4357000720025308,-0.9284027814865112,-1.6552037000656128,0.2444336582356927,-1.3246963024139404
Mybl1,0.02006797306239605,0.0011397801572456956,4.151744365692139,0.0851354089549205,1.997043251991272,4.151744365692139,1.1636741760487023e-12,7.342700004577637,4.151744365692139,3.963928706749891e-14,7.771525859832764
Vcpip1,0.23560313880443573,0.24076971411705017,-0.035169828683137894,1.3680426633146564e-06,5.021499156951904,-0.035169828683137894,0.8411560481228608,-0.30035296082496643,-0.035169828683137894,0.7552867921443922,-0.4044378697872162
Sgk3,0.032917320728302,0.11536514759063721,-1.8694970607757568,0.19790941751575053,-1.589396357536316,-1.8694970607757568,2.1747045309622663e-11,-6.975708484649658,-1.8694970607757568,1.330013534044954e-22,-10.031415939331055
Mcmdc2,0.001213097246363759,0.00246193609200418,-1.0219985246658325,0.9925422395639164,0.1453782618045807,-1.0219985246658325,0.5781184375982911,-0.6894089579582214,-1.0219985246658325,0.38189974887591327,-0.989990234375
Ppp1r42,0.0,0.0,0.0,0.9925422395639164,0.06925257295370102,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.5203825831413269,0.2554023265838623,1.2302664518356323,2.0610160031566072e-51,15.25035572052002,1.2302664518356323,1.9425280387362147e-45,14.803242683410645,1.2302664518356323,2.0466355402369597e-78,19.31002426147461
Cspp1,0.24202467501163483,0.25232285261154175,-0.06785102933645248,6.168564992667451e-07,5.176262378692627,-0.06785102933645248,0.6650872782473264,-0.556491494178772,-0.06785102933645248,0.5199294370369619,-0.752159059047699
Arfgef1,0.33021771907806396,0.3600413501262665,-0.14749330282211304,0.0028776475223583967,3.2078731060028076,-0.14749330282211304,0.20432995457465308,-1.495591163635254,-0.14749330282211304,0.0671482010652755,-2.027182102203369
Prex2,0.001300682662986219,0.0009570213151164353,0.44289371371269226,0.9925422395639164,0.17182791233062744,0.44289371371269226,0.8331813986701708,0.3116694390773773,0.44289371371269226,0.7535771774347072,0.4069722592830658
A830018L16Rik,0.0001461080100852996,0.0009038609568960965,-2.6296041011810303,0.9925422395639164,0.04299252852797508,-2.6296041011810303,0.4930689969177147,-0.8276081085205078,-2.6296041011810303,0.2893947257129877,-1.2136026620864868
Slco5a1,0.0013873649295419455,0.0,20.404918670654297,0.9925422395639164,0.1337413638830185,20.404918670654297,0.15121815788441417,1.6674103736877441,20.404918670654297,0.13869979808354482,1.6674103736877441
Ncoa2,0.29283660650253296,0.29379335045814514,-0.005429685115814209,4.8131002977283385e-06,4.768733978271484,-0.005429685115814209,1.0,-0.05088365450501442,-0.005429685115814209,0.9996205764063674,-0.06812550872564316
Tram1,0.8813676834106445,0.5327951312065125,1.0069783926010132,4.2678209579319926e-41,13.593413352966309,1.0069783926010132,1.002986982086485e-46,15.093962669372559,1.0069783926010132,6.865912732908288e-85,20.17315101623535
Lactb2,0.1608463078737259,0.10326680541038513,0.6817548274993896,5.708175089739375e-14,7.687557220458984,0.6817548274993896,7.373226129512241e-06,4.718550682067871,0.6817548274993896,2.934221548572906e-09,6.120065212249756
Xkr9,0.00018626393284648657,0.0,17.507131576538086,0.9925422395639164,0.09074883908033371,17.507131576538086,0.3967309407743773,1.0,17.507131576538086,0.37656306784022353,1.0
Eya1,0.0,0.0,0.0,0.9925422395639164,0.06925257295370102,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.003858413314446807,0.0,21.882360458374023,0.9789616546462832,0.4131928086280823,21.882360458374023,0.0005134419428762687,3.71124529838562,21.882360458374023,0.00044142000774488116,3.71124529838562
Trpa1,0.0,0.0,0.0,0.9925422395639164,0.06925257295370102,0.0,1.0,0.0,0.0,1.0,0.0
Terf1,0.23553310334682465,0.1854771375656128,0.3820619583129883,1.5354130017758406e-13,7.5579633712768555,0.3820619583129883,0.0029178358314748843,3.2181639671325684,0.3820619583129883,4.654035007619539e-05,4.262454509735107
Sbspon,0.0,0.0,0.0,0.9925422395639164,0.06925257295370102,0.0,1.0,0.0,0.0,1.0,0.0
