wilcoxon,t-test,t-test_overestim_var
Lag3,Lag3,Lag3
Tox,Tox,Tox
Nrgn,Pdcd1,Pdcd1
Pdcd1,Ifi27l2a,Nrgn
Ifi27l2a,Nrgn,Ifi27l2a
Ighm,Ly6a,Ighm
Ly6a,Ighm,Pglyrp1
Pglyrp1,Pglyrp1,Gldc
Ctla4,Serpinb6b,Ly6a
Serpinb6b,Ly6e,Ctla4
Batf,Gapdh,Serpinb6b
Casp3,Ctla4,Batf
Cd9,S100a4,Rgs16
Ly6e,Batf,Cd9
Lgals3,Casp3,Casp3
Rgs16,Gldc,Ly6e
Ptms,Ptms,Ptms
S100a4,Lgals3,Cd160
Cd160,Apobec3,S100a4
Rilpl2,Cd9,Lgals3
Hif1a,Rilpl2,Rilpl2
Apobec3,Rgs16,Apobec3
Gldc,Hif1a,Zbtb32
Zbtb32,Cd160,Hif1a
S100a11,S100a11,Gapdh
Bcl2a1b,Zbtb32,Bcl2a1b
Ptpn6,Sept7,S100a11
Nrp1,Bcl2a1b,Sept7
Sept7,Anxa2,Ptpn6
Trav14-1,Ptpn6,Nrp1
Uhrf2,Rpl28,Rbm3
Rpsa,S100a6,Smco4
Bcl2a1d,Rpsa,Eea1
Atp5j,Rbm3,Irf8
Cd27,Pfn1,Anxa2
Eea1,Atp5j,Uhrf2
Ptpn11,Nrp1,Rpsa
Plek,Cd27,Cd27
Sh2d2a,Dut,Il1rl1
Pfn1,Nap1l1,Slamf6
Slamf6,Uhrf2,Ddit4
Rap1a,Plek,Bcl2a1d
S100a6,Rap1a,Atp5j
Trbv13-3,Sh2d2a,Dut
Tnfaip8,Eea1,Rpl28
Smco4,Smco4,Pfn1
Arpc3,Bcl2a1d,Plscr1
Irf8,Slamf6,Ptpn11
H2az2,Fkbp1a,Plek
Ccdc50,Irf8,S100a6
Cd3e,Rexo2,Nap1l1
Vmp1,H2az2,Sh2d2a
Serpinb9,Ptpn11,Rap1a
Trdc,Sec11c,H2az2
Dut,Vmp1,Tnfaip8
Rpl28,Tnfaip8,Serpinb9
mt-Atp6,Serpinb9,Vmp1
Rbm3,Arpc3,Serinc3
Arap2,Cox6c,Rexo2
Plscr1,Serinc3,Fkbp1a
Nfkbiz,Plscr1,Ikzf2
Bcl2l11,Ndfip1,Sec11c
Sec11c,Cd3e,Arpc3
Serinc3,Ddit4,Ccdc50
Nap1l1,Il1rl1,Arap2
Xaf1,Ccdc50,Ndfip1
