wilcoxon,t-test,t-test_overestim_var
Gzmb,Gzmb,Gzmb
Ranbp1,Rrm2,Rrm2
Ptma,1500009L16Rik,1500009L16Rik
Eif5a,Tuba1b,Tuba1b
Hsp90aa1,Ccna2,Ranbp1
Ran,Fabp5,Ccna2
Tuba1b,Ranbp1,Fabp5
Tubb5,Hsp90aa1,Hsp90aa1
Srsf3,Ptma,Ptma
Rrm2,Tubb4b,Tubb4b
Hnrnpab,Mt1,Mt1
Set,Ccne1,Tubb5
Hspd1,Tubb5,Eif5a
Ldha,Eif5a,Ccne1
Fabp5,Hspd1,Hspd1
Alyref,Cmtm7,Cmtm7
Cmtm7,Pclaf,Pclaf
Ddx39,Lmnb1,Lmnb1
Eif4a1,Nasp,Hnrnpab
Hsp90ab1,Hnrnpab,Nasp
1500009L16Rik,Lyar,Alyref
Tagln2,Alyref,Lyar
Srsf2,Ddx39,Gmnn
Tubb4b,Gmnn,Ddx39
Hsp90b1,Dctpp1,Pcna
Ccna2,Pcna,Dctpp1
Ptges3,Uhrf1,Smc2
Hspe1,Smc2,Rrm1
Pa2g4,Rrm1,Uhrf1
Nudc,Hells,Hells
Lyar,Rad51,Rad51
Lmnb1,Chchd10,Tuba4a
Npm1,Tuba4a,Chchd10
Dctpp1,Lrrc59,Lrrc59
Nasp,Clspn,Pa2g4
Anp32b,Ran,Ran
Mt1,Pa2g4,Tipin
Ube2s,Tipin,Clspn
Mrpl18,Set,Set
Cct6a,Orc6,Mcm5
Ccne1,Mcm5,Ptges3
Atp5g1,Ptges3,Orc6
Cct8,Mcm3,Nudc
Tuba4a,Nudc,Mcm3
Srsf7,Siva1,Siva1
Hmgb1,Srsf2,Srsf2
Rps27l,Tagln2,Tagln2
Nme1,Cdca8,Slbp
Pcna,Lig1,Lig1
Pclaf,Slbp,Srsf3
Lrrc59,Hsp90ab1,Cdca8
Slbp,Spc24,Birc5
Nap1l1,Rfc4,Spc24
Tpi1,Tk1,Rfc4
Chchd10,Birc5,Lsm2
Uhrf1,Srsf3,Hsp90ab1
Fkbp4,Mki67,Tk1
Gmnn,Ube2s,Ube2s
Snrpa1,Npm1,Mki67
Ncl,Lsm2,Npm1
Smc2,Tpi1,Mcm7
Siva1,Mcm7,Tpi1
Ppp1r14b,Snrpa1,Snrpa1
Phgdh,Hsp90b1,Hsp90b1
Tcp1,Tacc3,Fkbp4
Lsm2,Hmmr,Ldha
Hells,Rfc3,Tacc3
Eif1ax,Fkbp4,Cct6a
Anp32e,Cct6a,Rfc3
Eef1d,Ldha,Stip1
Manf,Stip1,Hmmr
Rad51,Mt2,Cks1b
Rrm1,Cks1b,Phgdh
Tipin,Dhfr,Eif4a1
Dek,Phgdh,Srsf7
Pdia6,Eif4a1,Dhfr
Snrpd1,Fen1,Fen1
Ndufab1,Fbxo5,Anp32e
Clspn,Hsph1,Hspa9
Orc6,Cdc6,Hspe1
Hmmr,Hspe1,Hsph1
Cox5a,Hspa9,Pdia6
Eef1g,Srsf7,Ppp1r14b
Dut,Anp32e,Cdca3
Stip1,Pdia6,Tyms
Cycs,Tyms,Fbxo5
Hdgf,Cdca3,Mt2
Serbp1,Tmem97,Cdc6
Hspa9,Ppp1r14b,Atp5g1
C1qbp,Asf1b,Asf1b
Ybx3,Atp5g1,Tmem97
Tk1,E2f8,Cenpw
Mcm5,Cenpw,Ncl
Rfc3,Ncl,Mrpl18
Mcm3,Creld2,Creld2
Rfc4,Glrx,E2f8
Pdap1,Mt3,Glrx
Ybx1,Mrpl18,Cct8
Vim,Nek2,Dut
Glrx,H1f5,Timm8a1
Mki67,Tpx2,Tpx2
Tacc3,Timm8a1,Nucks1
Prmt1,Dut,Mcm4
Canx,Cct8,Nek2
Hsph1,Mcm10,Mt3
Cct7,Cdk1,Dek
Dhfr,Shcbp1,H1f5
Spc24,Mcm4,Mrto4
Nucks1,Mrto4,Cdk1
