wilcoxon,t-test,t-test_overestim_var
S100a4,S100a4,S100a4
Pglyrp1,Pglyrp1,Pglyrp1
Ighm,Ighm,Ighm
S100a11,Cd226,Cd3g
Cd3g,Cd3g,Cd226
Cd226,S100a11,S100a11
Cd52,Ctla4,Ctla4
Ctla4,Cd52,Cd52
Ifi27l2a,Tox,Ifi27l2a
Cd3e,Ifi27l2a,Tox
Tmsb4x,Cd3d,Cd3d
Cd3d,Srgn,Srgn
Srgn,Gldc,Tmsb4x
Arpc3,Tmsb4x,Gldc
Cxcr6,Cd3e,Cd3e
Tpt1,Cxcr6,Cxcr6
Batf,Nrp1,Arpc3
Limd2,Arpc3,Nrp1
Gimap3,Batf,Batf
Fxyd5,Lag3,Lag3
Pnrc1,Gimap3,Gimap3
Lag3,Limd2,Limd2
S100a6,Pnrc1,Pnrc1
Nfkbia,Il18r1,Il18r1
Il18r1,Tpt1,Tpt1
Ly6a,Bcl2a1b,Bcl2a1b
Trbc2,Nrgn,Trbc2
Junb,Pdcd1,Nrgn
Bhlhe40,Cd9,Cd9
Bcl2a1b,Trbc2,Pdcd1
Gimap4,Ly6a,Ly6a
Rac2,Bcl2l11,Fxyd5
Gm8369,Itgb1,Itgb1
Tox,Fxyd5,Junb
Nfkbiz,Junb,Bcl2l11
Gimap5,Nfkbia,S100a6
Cd9,S100a6,Nfkbia
Nrp1,Bhlhe40,Bhlhe40
Itgb1,Gimap5,Gimap5
Shisa5,Nfkbiz,Nfkbiz
Ms4a4b,Gimap4,Gimap4
Sh2d2a,Bcl2a1d,Rac2
Ptprcap,Uhrf2,Uhrf2
Gldc,Rac2,Bcl2a1d
Nrgn,Ptprcap,Ptprcap
Uhrf2,Gm8369,Gm8369
Akap13,Thap3,Thap3
Serf2,Irak3,Sh2d2a
Sh3bgrl3,Sh2d2a,H2az2
Pdcd1,H2az2,Dusp5
H2az2,Sdcbp2,Sdcbp2
B4galnt1,Atxn1,Atxn1
Stk24,Dusp5,Shisa5
Dusp5,Shisa5,Irak3
Bcl2a1d,Gpr183,Sh3bgrl3
Laptm5,Stk24,Stk24
Myl6,Sh3bgrl3,Gpr183
S100a13,B4galnt1,S100a13
Arpc1b,S100a13,B4galnt1
Atxn1,Atp2b1,Atp2b1
Atp2b1,Plek,Plek
Sec11c,Akap13,Akap13
Plek,Emb,Emb
Hcst,Pou2f2,Pou2f2
Bcl2l11,Psen2,Ms4a4b
Selenow,Ptpn11,Psen2
Btg1,Ms4a4b,Trac
Gpr183,Bcl2,Ptpn11
Atp5e,Trac,Ets1
Oaz1,Ets1,Btg1
Trac,Btg1,Laptm5
Ets1,Arpc1b,Arpc1b
Emb,Laptm5,Bcl2
Pim1,Hcst,Hcst
Thap3,Rilpl2,Rilpl2
Cox6c,Tnfrsf1b,Rora
Ucp2,Rora,Cst7
Cst7,Cst7,Tnfrsf1b
H2-D1,Rgs16,Rgs16
Ddx5,Ypel3,Oaz1
Rora,Ptpn6,Selenow
Cd2,Oaz1,Ptpn6
H2-T23,Selenow,Ypel3
mt-Atp6,Casp3,B2m
Ptpn18,B2m,Casp3
B2m,Cd2,Cd2
Cox7a2l,Ptpn18,Ptpn18
Casp3,H2-D1,H2-D1
Arap2,H2-T23,mt-Atp6
Tspo,Ankrd55,H2-T23
Ifngr1,mt-Atp6,Ifngr1
Arpc5,Cox6c,Cox6c
Crip1,Prkca,Prkca
Arf5,Ifngr1,Myl6
Sdcbp2,Myl6,S100a10
Ndfip1,Arap2,Arap2
S100a10,Serf2,Ankrd55
Smap2,S100a10,Ndfip1
Nkg7,Cox7a2l,Serf2
Cd27,Ric1,Cox7a2l
Jund,Ndfip1,Ric1
Slfn2,Inpp4b,Ucp2
Rilpl2,Ucp2,Resf1
Ptpn6,Resf1,Icos
Pou2f2,Ppp1r16b,Hif1a
Trbc1,Icos,Pim1
H2-K1,Rtp4,Tspo
Icos,Hif1a,Inpp4b
Ifi27,Pim1,Ppp1r16b
Sept1,Cd27,Cd27
mt-Cytb,Tspo,Sec11c
Hif1a,Sec11c,Arf5
Ptpn11,Nkg7,Nkg7
mt-Co1,Arf5,Rtp4
Tle5,Arpc5,Arpc5
Zbp1,Smap2,Tnfaip3
