wilcoxon,t-test,t-test_overestim_var
Rpl18a,Rpl18a,Rpl18a
Ccl5,Ccl5,Ccl5
Rps15a,Rps15a,Rps15a
Rpl27,Fau,Fau
Fau,Tpt1,Hcst
Tpt1,Hcst,Tpt1
Hcst,Rps14,Rps14
Rps14,Rpl27,Rpl27
Rpl24,Rpl17,Rpl17
Rpl17,Rps24,Rpl24
Rpl34,Rpl24,Rps24
Rps24,Btg1,Btg1
Btg1,Ogt,Rbm3
Rps13,Rps13,Ogt
Rbm3,Trav14-1,Rps13
Ogt,Rpl34,Trav14-1
Lag3,Rbm3,Rpl34
Trav14-1,Lag3,Lag3
Rps7,Rps27,Rps27
Rps27,Trbv13-3,Ptpn18
Rpl30,Rps7,Rps7
Ptpn18,Rpl30,Rpl30
Rpl32,Ptpn18,Trbv13-3
Rpl19,Rpl32,Rpl32
Rps23,Rpl19,Rpl19
Rpl39,Rpl23,Rpl23
Rpl23,Rpl39,B2m
Rpl36,B2m,Rpl39
B2m,Rps23,Rps23
Trbv13-3,Foxn3,Rps11
Rpl18,Rps11,Rpl18
Rps11,Rpl18,Foxn3
Rpl21,Atxn1,Rpl36
Atxn1,Rpl36,Atxn1
Nkg7,St6galnac3,Rpl21
Cd52,Il18rap,Il18rap
Foxn3,Rpl21,Cd52
Cd3d,Cd52,Nkg7
Il18r1,Nkg7,St6galnac3
Gimap4,Ccnd2,Ctsw
Rack1,Ctsw,Ccnd2
Ctsw,Il18r1,Pfdn5
Ptprc,Pfdn5,Il18r1
Il18rap,Slfn1,Gimap4
Rpl26,Gimap4,Rpl26
Pfdn5,Rpl26,Rpl11
Rpl11,Ptprc,Slfn1
Rps9,Rpl11,Ptprc
Rpl37,Rack1,Rack1
Shisa5,AA467197,Ly6c2
Ly6c2,Ly6c2,Rpl38
Eif3f,Rpl38,Cd3d
Rpl38,Cd3d,Selenow
Gimap3,Tmem163,Rpl27a
Fxyd5,Rpl27a,AA467197
Rpl27a,Selenow,Rps9
Dock2,Rps9,Rpl37
Selenow,Shisa5,Tmem163
Slfn1,Dock2,Fxyd5
H2-T23,Rpl37,Dock2
Ccnd2,Ankrd12,Shisa5
Rpl29,Gimap3,Gimap3
Rps21,Eif3f,Eif3f
Rpl37a,Ifit3,Ankrd12
Slfn2,Fxyd5,Rpl37a
Sh2d2a,Rpl37a,H2-T23
Ankrd12,Rabgap1l,Rabgap1l
Cd3e,Lyst,Lyst
Samhd1,H2-T23,Rps21
Rnf166,Ifi213,Ifit3
Sp100,Rps21,Ifi213
Rps18,Samhd1,Samhd1
Ahnak,Rnf166,Rnf166
Rpl35a,Bcl2,Sh2d2a
Ifi47,Zcchc7,Rpl29
Rinl,Rpl29,Slfn2
Arap2,Sh2d2a,Ifi47
Cd3g,Ifi47,Sp100
Macf1,Slfn2,Bcl2
AA467197,Adcy7,Rinl
Klrd1,Rinl,Zcchc7
Tmem163,Txnip,Klrd1
Ucp2,Bcl2l11,Txnip
Kmt2e,Slc44a2,Cd3g
Sla,Ppm1h,Adcy7
Rps5,Sp100,Bcl2l11
Trac,Klrd1,Slc44a2
Txnip,Arap2,Ppm1h
H2-K1,Macf1,Arap2
Stat1,Cd3g,Macf1
Ifi213,Ddit4,Ahnak
Itgal,Ash1l,Kmt2e
Slc44a2,Tm6sf1,Ddit4
Rabgap1l,Crot,H2-K1
Uqcrh,Ahnak,Rps18
Rpl9,Kmt2e,Crot
Rps16,Tsc22d3,Ash1l
Itm2b,Gbp9,Tm6sf1
Lyst,Rps18,Sla
Rsrp1,Sla,Tsc22d3
Ripor2,Stat1,Rps5
Zfp36l2,H2-K1,Rpl35a
St6galnac3,Rps5,Stat1
Bcl2l11,Klrb1c,Trac
Zcchc7,Rpl35a,Gbp9
Rabac1,Trac,Cd3e
Zdhhc18,Igtp,Cirbp
Adcy7,Cirbp,Ucp2
Bcl2,Ucp2,Itm2b
Ppm1h,Arhgap26-1,Rabac1
Arhgap15,Cd3e,Igtp
Cirbp,Rabac1,Itgal
Crot,Trim12c,Uqcrh
Laptm5,Rtp4,Ripor2
Sp110,Arhgap15,Rtp4
Ikzf1,Itm2b,Arhgap15
Tsc22d3,Itgal,Klrb1c
Ifi206,Uqcrh,Trim12c
Ash1l,Ripor2,Rpl9
Srgn,Zdhhc18,Arhgap26-1
Ddit4,Ifi206,Ifi206
Lck,Kmt2c,Zdhhc18
Nop53,Xdh,Sp110
Eif3e,Rpl9,Zfp36l2
Cd2,Pitpnm2,Xdh
Tm6sf1,Nlrc5,Nlrc5
Gimap5,Tox,Laptm5
Rps29,Sp110,Kmt2c
Rtp4,Lrrk1,Clec2d
Kmt2a,Clec2d,Rsrp1
Rps3,Zfp36l2,Tox
Cox7a2l,Rsrp1,Lrrk1
Trim12c,Laptm5,Pitpnm2
Irf2,Cblb,Cblb
Rplp2,Rps16,Rps16
Wdr26,Pdcd4,Pdcd4
Ctla2a,Sytl2,Kmt2a
