wilcoxon,t-test,t-test_overestim_var
Siva1,Siva1,Ung
Mcm3,Ung,Siva1
Mcm2,Mcm3,Mcm3
Ung,Pcna,Mcm2
Mcm6,Mcm2,Hells
Pcna,Hells,Pcna
Hells,Rfc3,Rfc3
Rfc3,Mcm6,Mcm6
Uhrf1,Uhrf1,Uhrf1
Tipin,Cdca7,Cdca7
Dut,Tipin,Tipin
Mcm4,Mcm4,Mcm4
Cisd1,Cisd1,Cdc6
Mcm5,Cdc6,Cisd1
Cdca7,Mcm5,E2f1
Slbp,E2f1,Srm
Nop56,Slbp,Mcm5
E2f1,Srm,Dtl
Cdc6,Dtl,Nop56
Dtl,Nop56,Slbp
Lig1,Hsp90ab1,Ppp1r14b
Mcm7,Orc6,Orc6
Gmnn,Dut,Dut
Ppp1r14b,Ppp1r14b,Lig1
Orc6,Lig1,Chaf1b
1810037I17Rik,Rpl7a,Rpl7a
Nme1,Rpl14,Zmynd19
Hsp90ab1,Chaf1b,C1qbp
C1qbp,Mcm7,Rpl14
Rpl14,C1qbp,Hsp90ab1
Chaf1b,Ccne1,Mcm7
Rpl7a,Gmnn,Ccne1
Mif,Mif,Gmnn
Srm,Zmynd19,Rsl1d1
Nasp,Nme1,Ctps
Rsl1d1,Rsl1d1,Npm1
Npm1,Npm1,Mif
Ccne1,Rps2,Nme1
Rif1,Ybx1,Gins2
Ftl1,1810037I17Rik,1810037I17Rik
Set,Set,Gar1
Rpl11,Ctps,Rps2
Dhfr,Gins2,Set
Ybx1,mt-Nd2,Ftl1
Pole4,Ftl1,Ybx1
Atp5g1,Rpl11,Ccne2
Rbmxl1,Gar1,Chek1
mt-Nd2,Rif1,Dscc1
Gins2,Pole4,Rpl11
Ldha,Rpl10,Ppat
Ubtf,Rps8,Rif1
Rfc4,Dhfr,Rrp15
Gar1,Ppat,Pole4
Rps2,Ubtf,Hspa9
Paics,Chek1,Gnl3
Dctpp1,Nasp,Dhfr
Rpl15,Hspa9,mt-Nd2
Eif2s1,Dscc1,Ubtf
Rpl10,Rbmxl1,Rbmxl1
Rps6,Gnl3,Rps8
Pnn,Ccne2,Nasp
Eif3a,Rrp15,Utp18
Rpa2,Paics,Rpl10
Rps8,Utp18,Timm9
Ranbp1,Eif3a,Paics
Ctps,Rpl15,Timm8a1
Zmynd19,Ldha,Cenps
Timm23,Ranbp1,Ldha
Hspa9,Rfc4,Rfc4
Krtcap2,Timm9,Eif3a
Ppil1,Timm8a1,Msh6
Gnl3,Dctpp1,Ddx21
Ppat,Atp5g1,Cdca7l
Dnajc9,Cenps,Rpl15
Ddx21,Rpa2,Atp5g1
Hspd1,Rpl41,Dctpp1
Timm8a1,Ddx21,Apex1
Rpl41,Eif2s1,Arl6ip6
Dck,Rps27a,Eif2s1
Rexo2,Rfc1,Rpa2
Rps27l,Ppil1,Pycrl
Phb2,Cdca7l,Rfc1
Rfc1,Arl6ip6,Pnn
Dscc1,Pnn,Ranbp1
Cenps,Krtcap2,Nolc1
Ppa1,Msh6,Rps27a
Snu13,Nolc1,Ppil1
mt-Cytb,Apex1,Krtcap2
Rps27a,mt-Cytb,Gpatch4
Eef1g,Pycrl,Rpl41
Pcbp1,Dck,Gins1
Chek1,Rps27l,Msh2
Btf3,Rpl13,Dck
Hspe1,Msh2,Rps27l
Eif5a,Timm23,mt-Cytb
Utp18,Rpl37,Pmm1
Rpl5,Gins1,Rpl13
Rpl13,Ppa1,Ppa1
Arl6ip6,Pmm1,Timm23
Nolc1,Gpatch4,Rpl37
Aldoa,Rexo2,Umps
Clspn,Hspd1,Hspd1
Cdca7l,Clspn,Fabp5
Cnbp,Hspe1,Rexo2
Ccne2,Fabp5,Shmt1
Rrm2,Umps,Mybl2
Rrp15,Sec61b,Hspe1
Msh2,Pdia3,Chaf1a
Psma7,Eef1g,Clspn
Timm9,Calr,Mcmbp
Pdia6,mt-Nd3,Exo1
Slc25a4,Mybl2,Rcl1
Naca,Chaf1a,Atad5
Ybx3,Dnajc9,Eef1g
Mrpl12,Atad5,mt-Nd3
Pdia3,Rpl6,Pdia3
Fabp5,Mcmbp,Sec61b
Rps26,Rpl22l1,Dnajc9
Llph,Aldoa,Rpl6
Nhp2,Rps3a1,Mrps18b
Pmm1,Shmt1,Calr
Rpl37,Rpl4,Llph
Psma4,Llph,Cdt1
Pebp1,Naca,Rpl4
Sec61b,Exo1,Aldoa
mt-Nd3,Cdt1,Tsr1
Rpl22,Fbl,Rps3a1
Rplp0,Rpl5,Phb2
Tomm5,Pdia6,Naca
Kdelr2,Ybx3,Gpx1
Prim1,Phb2,Pdia6
Mcmbp,Mrps18b,Cd3eap
Tkt,Gpx1,Trmt6
Cdt1,Rcl1,Orc1
Gpx1,Rpl7,Fbl
Gmps,mt-Nd4,Noc2l
Pycrl,Rpl22,Mms22l
Higd1a,Snu13,Rpl22l1
Rpl7,Kdelr2,Ybx3
Rpl22l1,Nhp2,Gmps
Cox5a,Gmps,Dna2
Uqcrb,Mrpl12,Mrpl12
Atad5,Prim1,Kdelr2
Rpl6,Rps17,Nudt19
Nop58,Nop58,Rrs1
Chaf1a,Mms22l,Rpl5
Calr,mt-Nd1,Rpl22
mt-Nd4,Trmt6,Snu13
Msh6,Noc2l,Nop58
Rps17,Rpl12,Prim1
Apex1,Tsr1,mt-Nd4
Rps25,Nudt19,Nhp2
Rpl4,Cnbp,Ddx18
Dpy30,Dna2,Rpl7
Umps,Rplp1,Pask
Rps3a1,Orc1,Nop16
Atp5g3,Rrs1,Rps17
Mybl2,Wdhd1,Uck2
Wdr76,Ddx18,mt-Nd1
Cacybp,Uck2,Ndufaf4
Hat1,Rps12,Cnbp
Rpl31,Pcbp1,Wdhd1
1110004F10Rik,Rps6,Tomm5
mt-Nd1,Slc25a4,Pcbp1
Gtf3a,Tomm5,Rps6
Snrpf,Wdr76,Rnf227
Tomm20,Cd3eap,Rpl12
Fbl,Casp8ap2,Casp8ap2
Tbca,Rrm2,Eif5a
Serbp1,Eif5a,Sdad1
Pgk1,Gtf3a,Nsmce3
Wdhd1,Higd1a,Slc25a4
Atad2,Ndufaf4,Wdr76
Hnrnpab,Rps20,Pus1
Tmem14c,Pebp1,Rplp1
Ncl,Nop16,Gtf3a
Polr2f,Rpl26,Pebp1
Eif3b,Nsmce3,Higd1a
Casp8ap2,Btf3,Rrm2
Usp1,Tkt,Ints7
Fen1,Pask,Rps12
Romo1,Pus1,Rps20
Mms22l,Rplp2,Rev1
Rpl12,Eif3b,Btf3
Vdac3,Ints7,Mettl1
Gins1,Rpl27a,Tkt
Trmt6,Sdad1,Pdxp
Nudt19,1110004F10Rik,Rplp2
Cct6a,Ppid,Rpl26
Rps20,Rpsa,Ppid
Rplp1,Rpl28,Eif3b
Tma7,Pold2,Pold2
Noc2l,Rnf227,1110004F10Rik
Rps15,Rplp0,Prmt3
Rpl26,Serbp1,Rplp0
Hmgn1,Usp1,Mcm10
Ebna1bp2,Hat1,Rpl27a
Uck2,Mettl1,Tma16
Zranb2,Zranb2,Usp1
Rpl36,Mcm10,Dnajb9
Mrps18b,Pdxp,Fasn
Ddx18,Rev1,Serbp1
Ppid,Cox5a,Rpsa
Rpl9,Prmt3,Hat1
Srsf2,Ncl,Lair1
Hnrnpf,Dnajb9,Zranb2
Naa50,Uqcrb,Ufm1
Pgam1,Ufm1,Gart
Rps4x,Rps4x,Rpl28
Rplp2,Tbca,Bag2
Dtymk,Hmgn1,Ncl
Rpsa,Fasn,Timeless
Ints7,Rps25,Cacybp
Cox7c,Mthfd2,Cox5a
Zfp706,Cacybp,Rps4x
Rpl38,Rps16,Mybbp1a
Hnrnpdl,Cct6a,Tbca
Rpl27a,Tma16,Rps16
Cox6a1,Rpl36,Cct6a
Ufm1,Dpy30,Hmgn1
Nsmce3,Gart,Uqcrb
Cdv3,Timeless,Mthfd2
Rfc2,Polr2f,Rps25
Mthfd2,Pola2,Dpy30
Gpatch4,Lsm7,Rpl36
Snrpd2,Atad2,Lsm7
Luc7l3,Rps26,Polr2f
mt-Nd5,Lair1,Pola2
Cct2,Psma4,Rps26
Phf5a,Hnrnpab,Akip1
Slc25a5,Fen1,Naa50
Nap1l1,Naa50,Cdk2
Dna2,Rpl31,Rpl31
Rps12,Atp5g3,Psma4
Sdf2l1,Snrpd2,Fen1
Uchl3,Tma7,Atad2
Prelid3b,Rpl38,Hnrnpab
Rpl13a,Mybbp1a,Tpst1
Cdc45,Akip1,2810004N23Rik
Rpa1,Cdk2,Rpl38
Mrps7,2810004N23Rik,Rpf2
Pold2,Bag2,Atp5g3
Exo1,Ipo7,Rabggtb
Pola2,Rfc2,Ipo7
Prdx1,Tomm20,Tomm20
Ndufaf4,Rabggtb,Mt1
Rwdd1,Mt1,Dkc1
Rrs1,Cdk2ap1,Slf1
Eif5b,Rpf2,Snrpd2
Hpf1,Romo1,Tma7
Rps16,Rps19,Cdk2ap1
Rpl28,Cdc45,Romo1
Rps3,Dkc1,Cdc45
Eif1ax,Rpl9,Chchd4
Lyar,Slf1,Donson
Eif4a1,Ebna1bp2,Mrps7
Eif2s2,Mrps7,Rfc2
Mcm10,Donson,Ebna1bp2
Lsm7,Slc25a5,Pno1
1500011B03Rik,Hnrnpdl,Rps19
Canx,Lyar,Wdr43
Pus1,1500011B03Rik,1500011B03Rik
Rdx,Rpl32,Mthfd1
Prdx3,Rwdd1,Smim11
Ipo7,Dtymk,Lyar
Cdk2ap1,Chchd4,Rpl9
Glrx3,Rpa1,Wdr4
Cenpk,Luc7l3,Mrto4
Tfdp1,Prelid3b,Luc7l3
Rps19,Mthfd1,Dtymk
Arglu1,Mrto4,Brd3
Rpl10a,mt-Nd5,Rpa1
Rpl8,Wdr43,Hnrnpdl
Mt1,Smim11,Fam136a
Pnp,Nap1l1,Prelid3b
Dnajb9,Srsf2,mt-Nd5
Gins4,Brd3,Rwdd1
Rps18,Gins4,Slc25a5
Cdk4,Tpst1,Mtap
Manf,Pno1,Atic
Rcl1,Atic,Gins4
Tsr1,Fam136a,Psma7
mt-Co2,mt-Co2,Srsf2
Timeless,Psma7,Coa7
Orc1,Mtap,Psmc3ip
Eif3g,Hsph1,Rpl32
Tmed2,Psmc3ip,Spata5
Dkc1,Tfdp1,mt-Co2
Shmt1,Arglu1,Naf1
Polr1d,Snrpf,Zbtb14
Mrpl36,Pgk1,Nap1l1
Snrpd3,Coa7,Rpp14
2810004N23Rik,Vdac3,Mid1ip1
Rpl32,Eid1,Cdv3
Hsph1,Wdr4,Eid1
Srsf7,Pgam1,Hsph1
Rabggtb,Cdv3,Snrpf
Mrto4,Ddx27,Ddx27
Smim11,Rpl13a,Tfdp1
Cdk2,Prdx3,Spcs3
Fasn,Spata5,Abcf2
Pabpc1,Mid1ip1,Nr2c2ap
Ptbp1,Idi1,Nob1
Smdt1,Cct2,Pgam1
Alad,Abcf2,Idi1
Hsp90aa1,Spcs3,Pgk1
Txnl1,Rpp14,Rpl13a
Gart,Alad,Vdac3
Sec61g,Rpl10a,Grwd1
Sdad1,Glrx3,Colgalt1
Hdlbp,Zbtb14,Rrp1b
Atic,Nr2c2ap,Csnk1e
Mtap,Naf1,Lap3
Sem1,Sdf2l1,Prdx3
Timm8b,Abce1,Abce1
Ube2e1,Canx,Zfp367
Ak2,Usp37,Arglu1
Chchd2,Zfp367,Usp37
Samd1,Tmem14c,Alad
Pdcd5,Cox6a1,Glrx3
Eef1b2,Eif3g,Sdf2l1
Rpf2,Rrp1b,Eif3g
Rps5,Nob1,Cct2
Ddx27,Colgalt1,Canx
Donson,Lap3,Tfrc
Prmt3,Chchd2,Tmem14c
Smarca5,Pabpc1,Znhit6
Psmc3ip,Grwd1,Rpl10a
Atp5pb,Ube2e1,Ube2e1
Akip1,Uchl3,Pabpc1
Ndufb8,Cenpk,Cox6a1
Eno1,Dnajc21,9130401M01Rik
Dcun1d5,Hpf1,Cenpk
Usp37,Tfrc,Dnajc21
Wdr43,Znhit6,Chchd2
Eid1,Eif5b,Utp15
Exosc7,Polr2h,Uchl3
Tpi1,Rps3,Rrp7a
Polr2h,Gapdh,Rps3
Atp5j2,Tcf19,Tcf19
Txn1,Csnk1e,Ppan
Brd3,Fkbp1a,Eif5b
Snrpa1,9130401M01Rik,Polr2h
Hspa8,Samd1,Ifrd2
Mthfd1,Rps15,Mpp6
Gapdh,Mpp6,Lysmd2
Slf1,Rdx,2300009A05Rik
Fam136a,Rrp7a,Exosc7
Abce1,Exosc7,Grsf1
Mybbp1a,Utp15,Rps15
Mpp6,Eif4a1,Hpf1
Txn2,Ppan,N4bp2l1
Nop16,Ipo5,Samd1
Rpl36al,2300009A05Rik,Ltv1
Dnajb11,Pnp,Ipo5
Nans,Hdlbp,Hdac2
Egln1,Mrpl36,Rdx
Spcs3,Pole2,Hdlbp
Ipo5,Grsf1,Eef1e1
Tcf19,Tars,Mrpl36
Ptrh2,Ltv1,Pole2
Cycs,Hdac2,Pnp
Idi1,Mrpl19,Cdc25a
Tmco1,Ifrd2,Tars
Abcf2,Eef1e1,Mrpl19
Rad51,N4bp2l1,Eif4a1
Tmed9,Ak2,Gapdh
Erp29,Cdc25a,Heatr3
Hnrnpd,Rpl35a,Fkbp1a
Fubp1,Tmed2,Scarb1
Zfp367,Ptrh2,Msh3
D8Ertd738e,Cycs,Cnot9
Tmem167,Phf5a,Timm10
Tars,Cnot9,Ptrh2
Sf3b3,Msh3,Ak2
Park7,Eif1ax,Phf5a
Eri1,Rps5,Cox7c
Dnajc21,Egln1,Zfp706
Cct7,Zfp706,Tmx4
Atp5b,Lysmd2,Nifk
Timm17a,Fubp1,Cycs
Pdap1,Timm10,Tmed2
Rpl27,Timm8b,Egln1
Pdxp,Cox7c,Bcl7a
Pole2,Nifk,Rps5
Etf1,Heatr3,Eif1ax
Fkbp1a,Snrpa1,Aen
Pask,Rpl8,Mid1
Fkbp5,Rps18,Mrpl47
Rpl35a,Manf,Rpl35a
Cd3eap,Mid1,Timm8b
Mrpl33,Tmx4,Manf
Topbp1,Esf1,Ccdc86
Snrpb,Tpi1,Cpox
Rrp7a,Scarb1,Snrpa1
Itpa,Cpox,Fubp1
Mrpl19,Txn2,Esf1
Tma16,Trim27,Rpl8
Timm13,Snrpd3,Paqr4
Nr2c2ap,Cdk4,Sfmbt1
Pomp,Ccdc86,Tpi1
Lair1,Aen,Hsf2
Mydgf,Sfmbt1,Them6
Trim27,Paqr4,Trim27
Trp53,Them6,Tada2a
Pno1,Mrpl47,Mtbp
Ptges3,Nsun2,Dhrs13
Chchd4,Bcl7a,L3mbtl3
Coa7,Ptbp1,Txn2
Uqcr11,Mtbp,Nsun2
Mid1ip1,Dhrs13,Nefh
Surf4,Cdc123,Cyp51
Pop5,Cyp51,Dis3
Rpl35,Hnrnpf,Pus3
Cinp,Brca1,Rps18
Uba2,Tada2a,Snrpd3
Spata5,Hsf2,Gcsh
2300009A05Rik,Dis3,Cdk4
Nob1,Sf3b3,Ptbp1
Rps28,Itpa,Cdc123
Rpl29,L3mbtl3,Brca1
Rrp1b,Nefh,Tfap4
Cisd2,Galk1,Hnrnpf
Brca1,Tmco1,Trmt61a
