wilcoxon,t-test,t-test_overestim_var
Ctla2a,Ctla2a,Ctla2a
Cd8b1,Klf6,Cd8b1
Klf6,Cd8b1,Klf6
Ly6c2,Ly6c2,Ccl5
Selplg,Selplg,Ly6c2
Thy1,Gtf2i,Gtf2i
Gtf2i,Ccl5,Ccr7
Cd69,Thy1,Fos
Klrd1,Ccr7,Thy1
Pkm,Fos,Arl4c
Arl4c,H2-Q7,Selplg
Ccr7,Arl4c,H2-Q7
Fos,Klrd1,Klrd1
H2-Q7,Klf2,Mgst2
Ccl5,Cd69,Cd69
Mgst2,Lat,Gzmm
Lat,Mgst2,Klf2
Klf2,Pkm,Lat
Jak1,Fosb,Pkm
Jun,Saraf,Rapgef2
Ifngr1,Ifngr1,
Fosb,Jun,
Saraf,Jak1,
Mbnl1,Rapgef2,
Grap2,Gzmm,
Ankrd11,Gzmk,
Itgb7,Mbnl1,
Gimap6,Itgb7,
Epsti1,Rasgrp1,
Gzmk,Grap2,
Hopx,Epsti1,
Gpx4,Cyld,
Rasgrp1,Tagln2,
H2-K1,Hopx,
Btg1,Ankrd11,
Gzmm,Btg1,
Lbr,Adgrg5,
Cyld,Gpx4,
Ostf1,Gimap6,
Rapgef2,Ubb,
H2-D1,Ankrd44,
Cotl1,Ms4a6b,
Gng2,Itm2b,
Tuba4a,Smad7,
Smad7,Ppp1r15a,
Hspa8,Gng2,
