Conn,node1_old,node2_old,node1,node2,x1,y1,x2,y2
0.4321400933723346,0,1,P0,P1,2.8609536778809006,-1.299105114620505,1.8356787678788857,-2.114772687694847
0.00964682046323157,0,2,P0,P6,2.8609536778809006,-1.299105114620505,-0.8174264543349352,0.15937814306326217
0.030676889073076394,0,3,P0,P5,2.8609536778809006,-1.299105114620505,1.4001726430216388,0.6879719689073578
0.023970887211666323,0,4,P0,P4,2.8609536778809006,-1.299105114620505,0.3430025808072442,0.18796327651261363
0.525522029044615,0,5,P0,P0.2,2.8609536778809006,-1.299105114620505,2.1478171867496725,-0.7005714648236064
0.6409953431767093,0,6,P0,P0.1,2.8609536778809006,-1.299105114620505,2.5030235713246163,-1.8852289425730333
0.003991787777888925,0,8,P0,P3,2.8609536778809006,-1.299105114620505,-0.410308029260131,-0.8984773519681933
0.23514124879126952,0,9,P0,P2,2.8609536778809006,-1.299105114620505,1.2096638477079698,-1.0673279520406311
0.0020990511687556984,1,2,P1,P6,1.8356787678788857,-2.114772687694847,-0.8174264543349352,0.15937814306326217
0.007493612672457844,1,3,P1,P5,1.8356787678788857,-2.114772687694847,1.4001726430216388,0.6879719689073578
0.1053523777080241,1,5,P1,P0.2,1.8356787678788857,-2.114772687694847,2.1478171867496725,-0.7005714648236064
0.9767353471538912,1,6,P1,P0.1,1.8356787678788857,-2.114772687694847,2.5030235713246163,-1.8852289425730333
0.04429721776822371,1,8,P1,P3,1.8356787678788857,-2.114772687694847,-0.410308029260131,-0.8984773519681933
0.6255828436382218,1,9,P1,P2,1.8356787678788857,-2.114772687694847,1.2096638477079698,-1.0673279520406311
0.010810113519091847,2,3,P6,P5,-0.8174264543349352,0.15937814306326217,1.4001726430216388,0.6879719689073578
0.33194692018221433,2,4,P6,P4,-0.8174264543349352,0.15937814306326217,0.3430025808072442,0.18796327651261363
0.06177207725195341,2,5,P6,P0.2,-0.8174264543349352,0.15937814306326217,2.1478171867496725,-0.7005714648236064
0.0017867956229903879,2,6,P6,P0.1,-0.8174264543349352,0.15937814306326217,2.5030235713246163,-1.8852289425730333
0.5332989336085311,2,7,P6,P7,-0.8174264543349352,0.15937814306326217,-0.39945325261733633,1.1734717500757843
0.5864797219553278,2,8,P6,P3,-0.8174264543349352,0.15937814306326217,-0.410308029260131,-0.8984773519681933
0.01351264189886481,2,9,P6,P2,-0.8174264543349352,0.15937814306326217,1.2096638477079698,-1.0673279520406311
0.3296757044125465,3,4,P5,P4,1.4001726430216388,0.6879719689073578,0.3430025808072442,0.18796327651261363
0.131265664160401,3,5,P5,P0.2,1.4001726430216388,0.6879719689073578,2.1478171867496725,-0.7005714648236064
0.020047846889952155,3,6,P5,P0.1,1.4001726430216388,0.6879719689073578,2.5030235713246163,-1.8852289425730333
0.12741520467836256,3,7,P5,P7,1.4001726430216388,0.6879719689073578,-0.39945325261733633,1.1734717500757843
0.01013914095583787,3,8,P5,P3,1.4001726430216388,0.6879719689073578,-0.410308029260131,-0.8984773519681933
0.21018914473684208,3,9,P5,P2,1.4001726430216388,0.6879719689073578,1.2096638477079698,-1.0673279520406311
0.040661417854400306,4,5,P4,P0.2,0.3430025808072442,0.18796327651261363,2.1478171867496725,-0.7005714648236064
0.020250350393891062,4,6,P4,P0.1,0.3430025808072442,0.18796327651261363,2.5030235713246163,-1.8852289425730333
0.5841101069171245,4,7,P4,P7,0.3430025808072442,0.18796327651261363,-0.39945325261733633,1.1734717500757843
0.19971035216044292,4,8,P4,P3,0.3430025808072442,0.18796327651261363,-0.410308029260131,-0.8984773519681933
0.4455077086656034,4,9,P4,P2,0.3430025808072442,0.18796327651261363,1.2096638477079698,-1.0673279520406311
0.5149374814446585,5,6,P0.2,P0.1,2.1478171867496725,-0.7005714648236064,2.5030235713246163,-1.8852289425730333
0.011668059036480088,5,7,P0.2,P7,2.1478171867496725,-0.7005714648236064,-0.39945325261733633,1.1734717500757843
0.048281623599227955,5,8,P0.2,P3,2.1478171867496725,-0.7005714648236064,-0.410308029260131,-0.8984773519681933
0.11485745614035087,5,9,P0.2,P2,2.1478171867496725,-0.7005714648236064,1.2096638477079698,-1.0673279520406311
0.004189727667701599,6,8,P0.1,P3,2.5030235713246163,-1.8852289425730333,-0.410308029260131,-0.8984773519681933
0.25059808612440193,6,9,P0.1,P2,2.5030235713246163,-1.8852289425730333,1.2096638477079698,-1.0673279520406311
0.016898568259729786,7,8,P7,P3,-0.39945325261733633,1.1734717500757843,-0.410308029260131,-0.8984773519681933
0.24555732002419842,8,9,P3,P2,-0.410308029260131,-0.8984773519681933,1.2096638477079698,-1.0673279520406311
