wilcoxon,t-test,t-test_overestim_var
Birc5,Plk1,Birc5
Tuba1b,Nusap1,Nusap1
Hmgb2,Cdk1,Cdk1
Cdca8,Mis18bp1,Cdca8
Nusap1,Ccnb1,Tpx2
Tubb5,Sgo1,Mki67
Cdk1,Tpx2,Top2a
Top2a,Ckap2l,Tuba1b
Ccna2,Aspm,Ccna2
Tpx2,Cdkn3,Tubb5
Smc2,Ndc80,Cdca3
Cdca3,Spdl1,Smc2
Spc24,Kif2c,H2ax
Stmn1,Kif20a,Stmn1
H2ax,Aurka,Kif11
Ube2c,Ccna2,Pclaf
Tubb4b,Rad51ap1,Hmgb2
Cks1b,Melk,Ube2c
H2az1,Hist1h2ap,Plk1
Kif11,Kif20b,Spc24
Nucks1,Prr11,Cenpe
Ube2s,Spc25,Cks1b
Cks2,Kif18b,Tacc3
Mki67,Ttk,Tubb4b
Cenpe,Sapcd2,Cenpf
Tacc3,Bub1,Hmmr
Incenp,Birc5,Ndc80
Ndc80,Espl1,Incenp
Cenpf,Nuf2,Ccnb2
Plk1,Tacc3,Cks2
Hmgb1,Cenpf,Ube2s
Pclaf,Cdc25c,H2az1
Hmmr,Cdca5,Prc1
Ptma,Kif11,Ccnb1
Smc4,Mxd3,Aurkb
Tuba1c,Cdca8,Nucks1
Prc1,H3c3,Kif15
Lmnb1,Ect2,Tuba1c
Ran,Cdca3,Tmpo
Tmpo,Cenpm,Lmnb1
Anp32b,Kif4,Mis18bp1
Ccnb2,Parpbp,Anp32e
Calm2,Arhgap19,Kif20b
Kif15,H2ax,Kif22
Mis18bp1,Cenpe,Rrm2
Anp32e,Esco2,Ptma
Ccnb1,Rad51,H2ac8
Kif20b,Ube2c,Dlgap5
Aurkb,Troap,Asf1b
Kif22,Spag5,Kif23
Dek,Cit,Anp32b
Rrm2,Cdc20,Kif4
Kif23,Pbk,Spc25
Cit,Hmmr,Hmgb1
Ccdc34,Sgo2a,Bub1b
Spc25,Gemin6,Ckap2l
H2ac8,H2ac8,H1f5
Aspm,Depdc1a,Ccdc34
