wilcoxon,t-test,t-test_overestim_var
Rps16,Rps24,Rps24
Rps7,Rps27,Rps27
Rps15a,Rpl18a,Rpl18a
Rps24,Rps15a,Rps16
Rps27,Rpl23,Rpl23
Rpl23,Rps16,Rps7
Rplp1,Rps7,Rps15a
Rpl18a,Tpt1,Tpt1
Rpl12,Rpl17,Rpl17
Tpt1,Rpl12,Rpl12
Rps9,Rpl19,Rpl19
Rpl27a,Rpl27a,Rpl27a
Rpl39,Rplp1,Rps13
Rpl17,Rps9,Rps21
Rps21,Rps21,Rps9
Rpl19,Rps13,Rplp1
Rpl30,Rpl21,Rpl21
Rpl37a,Rps14,Rps14
Rps14,Fau,Fau
Rpl21,Rpl39,Rpl39
Rps3,Rpl30,Rpl30
Rpl13,Rpl9,Rpl37a
Rps13,Rpl37a,Rpl9
Fau,Rpl13,Rpl13
Rps29,Rps29,Rps29
Rpl9,Rpl32,Rpl32
Rpl32,Rps3,Rps3
Rps23,Rpl34,Rps19
Rpl36,Rps19,Rpl34
Rpl18,Rpl37,Rpl37
Rps18,Rpl36,Rpl18
Rps19,Rps23,Rpl36
Rpl37,Rpl18,Rps23
Rpl26,Rps18,Rps5
Rpl34,Rps5,Rps18
Rpl35a,Rpl26,Rps20
Rplp2,Rps20,Rpl26
Rps5,Rpl35a,Rpl35a
Rps20,Rplp2,Rplp2
Rps28,Rps28,Tcf7
Rps27a,Rpl11,Sell
Rpl11,Rps27a,Rps28
Eef1b2,Tcf7,Rpl11
Rps4x,Sell,Rps27a
Eef1a1,Btg1,Ccr7
Rpl22,Eef1a1,Eef1a1
Rpl38,Rpl38,Btg1
Rpl27,Rps4x,Rpl38
Btg1,Eef1b2,Rps4x
Rack1,Rpl27,Rpl27
Rps15,Rack1,Rack1
Tcf7,Ccr7,Rpl24
Rpl24,Rpl22,Eef1b2
Rps10,Rpl24,Rpl22
Rpl8,Rps15,Rps15
Rpl36a,Rpl5,Rpl5
Rpl5,Rps10,Satb1
Sell,Rpl8,Lef1
Rps12,Satb1,Rps10
Rpl15,Lef1,Rpl8
Rps3a1,Rpl15,Emb
Emb,Rpl36a,Rpl15
Rpl6,Emb,Rpl36a
Rpl35,Rps12,Rps12
Satb1,Rpl6,Rps3a1
Lef1,Rps3a1,Rpl6
Ccr7,Rpl35,Rps11
Pnrc1,Rps11,Rpl35
Rps11,Pnrc1,Pnrc1
Rpl23a,Rpl23a,Il7r
Rpl3,Foxp1,Foxp1
Rps6,Il7r,Rgs10
Ddx5,Rgs10,Rpl23a
Rpl10a,Rps6,Dapl1
Rpl7,Rpl7,Rapgef6
Foxp1,Rapgef6,Rps6
Junb,Rpl3,Rpl7
Npc2,Dapl1,Fos
Cox7a2l,Junb,Rpl3
Jund,Fos,Bcl2
Rapgef6,Jund,Jun
Rps25,Jun,Junb
Jun,Ddx5,Ddx5
Klf2,Npc2,Npc2
Il7r,Rpl10a,Jund
Fos,Bcl2,Ssh2
Vps37b,Klf2,Tsc22d3
Rpl29,Cox7a2l,Cox7a2l
Pfdn5,Ssh2,Evl
Rgs10,Tsc22d3,Rpl10a
Bcl2,Rps25,Klf2
Tsc22d3,Evl,Vps37b
Rpl10,Vps37b,Rps25
Eif4a2,Ms4a4c,Nsg2
Ssh2,Rps27rt,Ms4a4c
Rps26,Nsg2,Rps27rt
Srsf5,Rps26,Fam241a
Clk1,Eif4a2,Eif4a2
Gimap6,Fam241a,Rpl29
Rps27rt,Rpl29,Rps26
Dapl1,Pfdn5,Pfdn5
Rps8,Rpl10,Clk1
Shisa5,Npm1,Txk
Npm1,Clk1,Rpl10
