comparison,pathway,NES,padj,pval,leadingEdge_signal,mlog10padj,mlog10pval
WangDapeng_D5EEC,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,2.2314222908303996,2.7906293603583755e-4,1.642845408247084e-4,31,3.5542978408457016,3.7844033017530085
WangDapeng_D5EEC,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,2.3166142995590127,2.7906293603583755e-4,1.6854879487611664e-4,33,3.5542978408457016,3.773274348337454
WangDapeng_D5EEC,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,2.0549346668389337,2.7906293603583755e-4,1.6897600540723216e-4,32,3.5542978408457016,3.7721749608246142
WangDapeng_D5EEC,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,2.066300776209442,2.7906293603583755e-4,1.774622892635315e-4,31,3.5542978408457016,3.750893920382125
WangDapeng_D5EEC,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,2.183845485748532,2.7906293603583755e-4,1.8099547511312217e-4,40,3.5542978408457016,3.7423322823571485
WangDapeng_D5EEC,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,2.314371533189275,2.7906293603583755e-4,1.8102824040550325e-4,52,3.5542978408457016,3.7422536699065936
WangDapeng_D5EEC,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,2.199104512789615,2.7906293603583755e-4,1.811922449719152e-4,46,3.5542978408457016,3.7418603940652635
WangDapeng_D5EEC,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,2.1166785245820545,2.7906293603583755e-4,1.8258170531312764e-4,42,3.5542978408457016,3.7385427409287852
WangDapeng_D5EEC,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,1.6028832184777648,2.7906293603583755e-4,1.8261504747991235e-4,22,3.5542978408457016,3.7384634394619525
WangDapeng_D5EEC,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,-1.9196477486745949,2.7906293603583755e-4,2.155636990730761e-4,49,3.5542978408457016,3.6664243725187595
